SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,0.6565151515151515,0.7586363636363637,0.7963636363636364,0.8074242424242424,0.8145454545454546,0.8212121212121212,0.833030303030303,0.8368181818181818,0.855909090909091,0.8666666666666667,0.8692424242424243,0.8778787878787879,0.8778787878787879,0.8868181818181818,0.8833333333333333,0.889090909090909,0.8868181818181818,0.9,0.8921212121212121,0.8971212121212121,0.8960606060606061,0.901060606060606,0.8998484848484849,0.9007575757575758,0.9037878787878788,0.906060606060606,0.9030303030303032,0.911060606060606,0.911060606060606,0.911060606060606,0.9145454545454546,0.9162121212121213,0.9130303030303032,0.9145454545454546,0.915,0.916818181818182,0.917121212121212,0.9207575757575758,0.916818181818182,0.9187878787878788,0.9174242424242425
2,0.6731818181818182,0.7728787878787878,0.8109090909090909,0.825,0.8316666666666667,0.8415151515151515,0.843030303030303,0.8543939393939394,0.8754545454545455,0.8831818181818182,0.8912121212121212,0.8928787878787878,0.8953030303030303,0.899090909090909,0.903939393939394,0.9074242424242424,0.9063636363636364,0.911969696969697,0.9145454545454546,0.9115151515151516,0.9154545454545454,0.9180303030303032,0.9180303030303032,0.918939393939394,0.9209090909090908,0.9201515151515152,0.9187878787878788,0.923030303030303,0.923939393939394,0.9254545454545454,0.922121212121212,0.922121212121212,0.923030303030303,0.9256060606060608,0.9265151515151516,0.9257575757575758,0.9263636363636364,0.9266666666666666,0.9266666666666666,0.9293939393939394,0.9259090909090909
4,0.6586363636363637,0.7863636363636364,0.821060606060606,0.8254545454545454,0.8386363636363636,0.8481818181818181,0.8474242424242424,0.8627272727272727,0.8795454545454545,0.896969696969697,0.8934848484848484,0.901060606060606,0.9048484848484848,0.9051515151515152,0.9062121212121212,0.9104545454545454,0.9127272727272728,0.915,0.9172727272727272,0.918939393939394,0.9178787878787878,0.9215151515151516,0.9231818181818182,0.9266666666666666,0.9277272727272728,0.923939393939394,0.923939393939394,0.9274242424242424,0.9286363636363636,0.9275757575757576,0.9257575757575758,0.9251515151515152,0.925,0.9298484848484848,0.928030303030303,0.9266666666666666,0.9274242424242424,0.9298484848484848,0.9286363636363636,0.928939393939394,0.9263636363636364
6,0.6765151515151515,0.7890909090909091,0.8266666666666667,0.8343939393939394,0.8468181818181818,0.8506060606060606,0.8521212121212122,0.8733333333333333,0.8931818181818182,0.8930303030303031,0.9033333333333332,0.9028787878787878,0.9059090909090908,0.9156060606060606,0.9066666666666666,0.9131818181818182,0.9153030303030304,0.9195454545454546,0.9183333333333332,0.9192424242424242,0.9201515151515152,0.9224242424242424,0.9190909090909092,0.9272727272727272,0.922878787878788,0.9274242424242424,0.925,0.9290909090909092,0.9283333333333332,0.9287878787878788,0.931060606060606,0.9290909090909092,0.927121212121212,0.9292424242424242,0.9315151515151516,0.928030303030303,0.9275757575757576,0.928939393939394,0.931969696969697,0.9312121212121212,0.9278787878787879
8,0.6657575757575758,0.7884848484848485,0.8251515151515152,0.8383333333333334,0.838939393939394,0.8487878787878788,0.8551515151515151,0.8684848484848485,0.883030303030303,0.885,0.8987878787878788,0.9022727272727272,0.905,0.9098484848484848,0.9104545454545454,0.9137878787878788,0.9127272727272728,0.9177272727272728,0.9183333333333332,0.921818181818182,0.9184848484848483,0.9234848484848484,0.9234848484848484,0.9262121212121212,0.9248484848484848,0.9281818181818182,0.9265151515151516,0.9287878787878788,0.9272727272727272,0.931060606060606,0.9274242424242424,0.9263636363636364,0.9266666666666666,0.9315151515151516,0.928939393939394,0.9286363636363636,0.9281818181818182,0.93,0.9268181818181818,0.927878787878788,0.9304545454545454
10,0.6656060606060606,0.7945454545454546,0.8290909090909091,0.8443939393939394,0.8493939393939394,0.8472727272727273,0.8562121212121212,0.8653030303030304,0.8877272727272727,0.8998484848484849,0.8984848484848484,0.906060606060606,0.9083333333333332,0.9159090909090908,0.9122727272727272,0.9140909090909092,0.917121212121212,0.921969696969697,0.916060606060606,0.9181818181818182,0.9242424242424242,0.9253030303030304,0.922121212121212,0.923030303030303,0.9246969696969696,0.926060606060606,0.9240909090909092,0.9296969696969696,0.9281818181818182,0.9248484848484848,0.9295454545454546,0.928030303030303,0.928030303030303,0.9290909090909092,0.9281818181818182,0.9281818181818182,0.9298484848484848,0.9290909090909092,0.9316666666666666,0.9304545454545454,0.9298484848484848
12,0.6718181818181819,0.7968181818181819,0.8325757575757575,0.8319696969696969,0.8428787878787879,0.8495454545454545,0.8574242424242424,0.865,0.8815151515151515,0.8904545454545455,0.8992424242424243,0.8993939393939394,0.9022727272727272,0.906969696969697,0.9098484848484848,0.9154545454545454,0.9146969696969696,0.9204545454545454,0.9201515151515152,0.9174242424242424,0.9175757575757576,0.9242424242424242,0.9204545454545454,0.9245454545454546,0.9198484848484848,0.9245454545454546,0.9251515151515152,0.9281818181818182,0.9296969696969696,0.9301515151515152,0.9322727272727273,0.9293939393939394,0.9292424242424242,0.9298484848484848,0.9325757575757576,0.931060606060606,0.9301515151515152,0.9309090909090908,0.9318181818181818,0.9316666666666666,0.9325757575757576
14,0.6677272727272727,0.7957575757575758,0.8290909090909091,0.8346969696969697,0.845,0.8483333333333334,0.8574242424242424,0.8642424242424243,0.8801515151515151,0.889090909090909,0.8980303030303031,0.8998484848484849,0.9057575757575758,0.906818181818182,0.9072727272727272,0.917121212121212,0.9163636363636364,0.916060606060606,0.9166666666666666,0.9227272727272728,0.9181818181818182,0.9245454545454546,0.9203030303030304,0.9236363636363636,0.9242424242424242,0.9233333333333332,0.9231818181818182,0.9274242424242424,0.928030303030303,0.9284848484848484,0.9281818181818182,0.9286363636363636,0.9293939393939394,0.933030303030303,0.9293939393939394,0.9296969696969696,0.9293939393939394,0.9274242424242424,0.9265151515151516,0.927878787878788,0.9304545454545454
16,0.665,0.7863636363636364,0.8216666666666667,0.8295454545454546,0.8407575757575757,0.8459090909090909,0.8501515151515151,0.8657575757575757,0.8834848484848485,0.891969696969697,0.8989393939393939,0.8998484848484849,0.9056060606060606,0.9043939393939394,0.9048484848484848,0.911060606060606,0.9113636363636364,0.9137878787878788,0.9133333333333332,0.9192424242424242,0.9153030303030304,0.9175757575757576,0.9196969696969696,0.9213636363636364,0.9198484848484848,0.9237878787878788,0.9272727272727272,0.9284848484848484,0.9263636363636364,0.9257575757575758,0.9266666666666666,0.9277272727272728,0.9248484848484848,0.928939393939394,0.9265151515151516,0.9292424242424242,0.926060606060606,0.9283333333333332,0.925,0.9296969696969696,0.9274242424242424
18,0.6656060606060606,0.7978787878787879,0.8304545454545454,0.8372727272727273,0.8446969696969697,0.8528787878787879,0.8557575757575757,0.8625757575757576,0.8834848484848485,0.8912121212121212,0.899090909090909,0.9013636363636364,0.9075757575757576,0.9056060606060606,0.9104545454545454,0.9175757575757576,0.9172727272727272,0.92,0.9187878787878788,0.923030303030303,0.92,0.921969696969697,0.9237878787878788,0.9246969696969696,0.9257575757575758,0.9225757575757576,0.9257575757575758,0.922121212121212,0.9307575757575758,0.9266666666666666,0.9272727272727272,0.9293939393939394,0.9253030303030304,0.9284848484848484,0.9277272727272728,0.9306060606060608,0.9268181818181818,0.9283333333333332,0.925,0.9295454545454546,0.9274242424242424
Avg,0.469310606060606,0.5446060606060606,0.5669015151515151,0.5728712121212122,0.5790757575757576,0.5839166666666666,0.5880227272727273,0.5956060606060606,0.6064621212121212,0.6115151515151516,0.6167121212121213,0.6193257575757576,0.6211363636363636,0.6230681818181818,0.6244090909090909,0.6273560606060606,0.6284848484848485,0.6310606060606061,0.6323333333333333,0.6331060606060606,0.6340454545454546,0.6363257575757576,0.6363863636363636,0.6376363636363637,0.6391515151515151,0.6406363636363637,0.6409015151515152,0.6470984848484849,0.6482727272727272,0.6498409090909091,0.6498257575757576,0.6508484848484849,0.6512651515151515,0.6569166666666667,0.6574772727272727,0.658810606060606,0.6595378787878788,0.6631818181818182,0.6635,0.6648181818181819,0.6643863636363636
