frequency,mean,std,count
0.0,0.7207225778621371,0.032837101706957444,5
0.001953125,0.7200430228824571,0.03267004608625185,5
0.00390625,0.7174029699108484,0.032291459288624286,5
0.005859375,0.7121466065609768,0.031773981384480315,5
0.0078125,0.7040765677287101,0.03109293673779087,5
0.009765625,0.6933436270467591,0.030229764823519967,5
0.01171875,0.680353382238664,0.02922029228005686,5
0.013671875,0.6656900874396884,0.028175898203741116,5
0.015625,0.6500412744395512,0.027283139209199916,5
0.017578125,0.6341229284861877,0.026761539883712434,5
0.01953125,0.6186197931947552,0.026764752234785635,5
0.021484375,0.6041594781257579,0.027257617631673198,5
0.0234375,0.5913143532941465,0.027964525723740502,5
0.025390625,0.580559650784024,0.02852173701140758,5
0.02734375,0.5721729601192183,0.028781748880723153,5
0.029296875,0.5662900719621952,0.028802119588563664,5
0.03125,0.562995985599034,0.028668135362877826,5
0.033203125,0.5621983443195184,0.028508892885200175,5
0.03515625,0.563403753568176,0.028352874330555337,5
0.037109375,0.5659329485206712,0.028158913736078574,5
0.0390625,0.569130307780764,0.027929918717086295,5
0.041015625,0.5723847410982176,0.027671997175159113,5
0.04296875,0.575188959148026,0.027388009079399707,5
0.044921875,0.5771966681281963,0.02706704217710935,5
0.046875,0.5781967337227455,0.026662036885991523,5
0.048828125,0.5780457156374232,0.026133762247489842,5
0.05078125,0.5766170230226108,0.025528520155334244,5
0.052734375,0.5738111398407246,0.02497693408107539,5
0.0546875,0.5696163261443209,0.02460647753799768,5
0.056640625,0.5641528371222344,0.024472620265039713,5
0.05859375,0.5576755446401271,0.024548022335721075,5
0.060546875,0.5505519063899209,0.024749177306371033,5
0.0625,0.5432278368207556,0.024983361747805695,5
0.064453125,0.5361580129241963,0.025175261433296882,5
0.06640625,0.5296776956040607,0.025205906550970075,5
0.068359375,0.5239777164233115,0.024917039855667785,5
0.0703125,0.5191987057242405,0.02424715608486272,5
0.072265625,0.5154342003290884,0.023255552460002837,5
0.07421875,0.5126724944202324,0.02207386150438729,5
0.076171875,0.5107803685846962,0.020851182162221517,5
0.078125,0.5095282052230307,0.01968409120259819,5
0.080078125,0.5086078278060222,0.01860289227994833,5
0.08203125,0.5076937963202,0.01762085985221208,5
0.083984375,0.5065245826555437,0.016777503479223903,5
0.0859375,0.504919050670721,0.01616614517539142,5
0.087890625,0.5027340909662674,0.015946838684814498,5
0.08984375,0.49983306131564753,0.016266109514467837,5
0.091796875,0.4961188510575886,0.01709072706760809,5
0.09375,0.4915813607642482,0.01817010733685779,5
0.095703125,0.48629532008408943,0.019156297484201907,5
0.09765625,0.4803794461907939,0.01972738138540325,5
0.099609375,0.4739756810538801,0.019669919991008908,5
0.1015625,0.4672673287246044,0.01891789488833021,5
0.103515625,0.46045684676428167,0.017560862575506445,5
0.10546875,0.4536563165415212,0.015859325964208006,5
0.107421875,0.4468214969747894,0.014199731433612158,5
0.109375,0.4397542624775125,0.012991297099726417,5
0.111328125,0.4322192567858658,0.012488233389652556,5
0.11328125,0.4240393729510551,0.012686125504344371,5
0.115234375,0.4151286159269679,0.013425393481413672,5
0.1171875,0.40551525347272843,0.014479677143760318,5
0.119140625,0.3953417551319691,0.015598202805905183,5
0.12109375,0.3848357374703812,0.016556013219814123,5
0.123046875,0.3742636541054874,0.0172008215305031,5
0.125,0.3638922700411029,0.017469834410110543,5
0.126953125,0.3539814967173603,0.017359070581604002,5
0.12890625,0.3447945250571204,0.016874855907978596,5
0.130859375,0.33658745191805983,0.016008454524299123,5
0.1328125,0.32955965388466507,0.014766182242158211,5
0.134765625,0.3237897159335783,0.013237787513496677,5
0.13671875,0.3192307676450858,0.011566518639108068,5
0.138671875,0.31574388815965226,0.009877806095264067,5
0.140625,0.31312853413459085,0.008294982097655869,5
0.142578125,0.3111601151694817,0.006977236674886049,5
0.14453125,0.3096425535727171,0.006073133859842453,5
0.146484375,0.30844037100754673,0.005624590350508123,5
0.1484375,0.30746499731268523,0.0055570924098519315,5
0.150390625,0.3066457650947275,0.005795102867216362,5
0.15234375,0.3059162626327603,0.006345987569539751,5
0.154296875,0.3052138048223744,0.0072433825436849595,5
0.15625,0.3044812803870681,0.008442608047882234,5
0.158203125,0.3036670384900745,0.009793877020359802,5
0.16015625,0.30271760462883485,0.011085960147396207,5
0.162109375,0.30156244497048934,0.012105215574471822,5
0.1640625,0.3001047602245259,0.012693436439576654,5
0.166015625,0.29823672420975206,0.01278296025535038,5
0.16796875,0.2958720125007924,0.01239421631242514,5
0.169921875,0.2929707819673724,0.011617605108791902,5
0.171875,0.28954939351218106,0.010594719510449477,5
0.173828125,0.2856755607651095,0.009494338034755896,5
0.17578125,0.28145368840855084,0.008483116156840446,5
0.177734375,0.2770122240227339,0.007699376825919301,5
0.1796875,0.2725035632751098,0.0072310455960647255,5
0.181640625,0.26811247853106246,0.007099286866601572,5
0.18359375,0.26405539445038495,0.007274042837067401,5
0.185546875,0.26055676167427394,0.007719919452893621,5
0.1875,0.2578052062470771,0.008416521637459177,5
0.189453125,0.25590573064401134,0.009341191886253817,5
0.19140625,0.25484617957061817,0.010454618146564124,5
0.193359375,0.2544994324114397,0.011705043800911826,5
0.1953125,0.2546671776518349,0.01303883402698917,5
0.197265625,0.2551384344797941,0.014402884157779901,5
0.19921875,0.2557398035585917,0.015734614652421167,5
0.201171875,0.2563532292139762,0.016951132674538117,5
0.203125,0.25688933401617364,0.017949060120212915,5
0.205078125,0.2572567985213963,0.01862112198938949,5
0.20703125,0.2573631858340827,0.0188778533891024,5
0.208984375,0.2571315749710866,0.018667609968536315,5
0.2109375,0.2565135195972571,0.017997168764866678,5
0.212890625,0.2554906615787277,0.01694206925462854,5
0.21484375,0.25407192955362323,0.01563903859422914,5
0.216796875,0.25229715832395194,0.014272199640766864,5
0.21875,0.2502400400765429,0.01305322409448518,5
0.220703125,0.2480052036757539,0.01216557847172245,5
0.22265625,0.24571795030376245,0.01168680602359675,5
0.224609375,0.2435002608585768,0.011573091131746932,5
0.2265625,0.24145088979988721,0.011720797232677032,5
0.228515625,0.23964325564569058,0.012017961396273704,5
0.23046875,0.23812907595978555,0.012351567800969894,5
0.232421875,0.23694102616791665,0.012607148123667838,5
0.234375,0.23609504162958048,0.012686759933564391,5
0.236328125,0.23559407556565531,0.012538125499092053,5
0.23828125,0.2354342089753368,0.012173793202110475,5
0.240234375,0.23560661521373727,0.011675091102155359,5
0.2421875,0.2360986902533105,0.01116708805428891,5
0.244140625,0.23690085308953074,0.010757048101337506,5
0.24609375,0.23800196760113765,0.01049223228100547,5
0.248046875,0.239374416764956,0.010377344715699833,5
0.25,0.24097185537400803,0.010406244032036561,5
0.251953125,0.24273442426753888,0.010562706174892267,5
0.25390625,0.2445853845135924,0.010806951756575443,5
0.255859375,0.24643197531323074,0.011078876356533719,5
0.2578125,0.24818175369166737,0.011318060266346006,5
0.259765625,0.2497584722268414,0.011474359759559401,5
0.26171875,0.25110667751665516,0.011505463322684265,5
0.263671875,0.25218811900409666,0.011374038818747363,5
0.265625,0.25297081868265786,0.011057918297006945,5
0.267578125,0.2534107142442318,0.01057816672642691,5
0.26953125,0.2534427049773298,0.010020363391242544,5
0.271484375,0.25299346294694725,0.009525118079011187,5
0.2734375,0.2520021697416565,0.009250857742948957,5
0.275390625,0.2504374612885317,0.00930863114085807,5
0.27734375,0.24830785119398344,0.00969588332331272,5
0.279296875,0.24566484305281883,0.010293592024529846,5
0.28125,0.24260033557759697,0.010931071864318099,5
0.283203125,0.23924068466752488,0.01145233619113947,5
0.28515625,0.2357378328727243,0.011746528285302966,5
0.287109375,0.23225553022761064,0.011755628993156826,5
0.2890625,0.2289499167618086,0.011482491362880078,5
0.291015625,0.2259496535915139,0.011004325947895409,5
0.29296875,0.22334545275530981,0.010479553510942024,5
0.294921875,0.22119509768204715,0.01013133816343821,5
0.296875,0.21953974788233727,0.01018752869436763,5
0.298828125,0.21841881978661762,0.01077485992628454,5
0.30078125,0.2178658340930649,0.011843735282984063,5
0.302734375,0.21787739183791666,0.013215797376543669,5
0.3046875,0.21838669431664992,0.014701142684959681,5
0.306640625,0.2192769546936118,0.016156342814957758,5
0.30859375,0.22041405839358247,0.017473509739636392,5
0.310546875,0.22167119338613211,0.018560646342325002,5
0.3125,0.22294034410216304,0.019337297374665812,5
0.314453125,0.22413317450465736,0.019743420753853647,5
0.31640625,0.22517833335945267,0.01975217942971545,5
0.318359375,0.22602027825696802,0.019378268982482332,5
0.3203125,0.2266184119434565,0.01867867835425416,5
0.322265625,0.22694371078418887,0.017747730162265545,5
0.32421875,0.22697603051254928,0.016711594548114026,5
0.326171875,0.22670921045578146,0.015723055716530984,5
0.328125,0.22616006603493055,0.01494463114612932,5
0.330078125,0.22536922734783466,0.014509091064993259,5
0.33203125,0.2243901364780232,0.014472697654902623,5
0.333984375,0.22327490009891754,0.014799716926981113,5
0.3359375,0.22206628835002137,0.015392174352764196,5
0.337890625,0.2207908048386095,0.01613377430387352,5
0.33984375,0.21944796420596466,0.01691617738222253,5
0.341796875,0.2180166531225714,0.017645679499792483,5
0.34375,0.21648658750476057,0.018244451408763282,5
0.345703125,0.2148830330028221,0.018652209555273285,5
0.34765625,0.2132681368368316,0.01882843474339608,5
0.349609375,0.21172368976113357,0.018761390232671395,5
0.3515625,0.2103204030967969,0.01848127608052841,5
0.353515625,0.20908762635589534,0.01805757185444278,5
0.35546875,0.20800986143142275,0.01757326710874125,5
0.357421875,0.20705563971161056,0.017097611758927007,5
0.359375,0.20620919043079708,0.016669497460172465,5
0.361328125,0.2054829094115224,0.016293942178691546,5
0.36328125,0.20490920016314274,0.01595547967213496,5
0.365234375,0.20451850290185458,0.015644245299653418,5
0.3671875,0.20431967762880904,0.015376922996231158,5
0.369140625,0.20429854969779493,0.015192798857399771,5
