SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-20,0.1058333333333333,0.1032222222222222,0.1050277777777777,0.1058611111111111,0.10775,0.1050833333333333,0.1072222222222222,0.1085555555555555,0.1061944444444444,0.1100833333333333,0.1050277777777777,0.1056666666666666,0.10575,0.1080555555555555,0.1109166666666666,0.1078333333333333,0.1096111111111111,0.1075,0.1118611111111111,0.1129444444444444,0.1143055555555555,0.1168611111111111,0.1151111111111111,0.1184166666666666,0.1213055555555555,0.11825,0.1226388888888889,0.1238333333333333,0.1238333333333333,0.1244166666666666,0.1279444444444444,0.12944444444444445
-18,0.1048888888888888,0.1124444444444444,0.1123611111111111,0.1114722222222222,0.1125277777777777,0.1115555555555555,0.1129166666666666,0.1116944444444444,0.1128888888888888,0.11025,0.1121944444444444,0.1138055555555555,0.1140555555555555,0.1118333333333333,0.1138611111111111,0.1139722222222222,0.1145277777777777,0.1153333333333333,0.1162777777777777,0.1185,0.1193888888888888,0.1205277777777777,0.1216111111111111,0.1244166666666666,0.1268055555555555,0.1269444444444444,0.1297777777777777,0.13,0.1316388888888889,0.1354444444444444,0.13475,0.1346388888888889
-16,0.1188611111111111,0.1225277777777777,0.1223611111111111,0.1226666666666666,0.1230833333333333,0.1247777777777777,0.1251388888888888,0.1251388888888888,0.1249722222222222,0.1241944444444444,0.1251666666666666,0.1263055555555555,0.124,0.1272222222222222,0.1288055555555555,0.1293333333333333,0.1281944444444444,0.13,0.12925,0.1318055555555555,0.1341944444444444,0.1333333333333333,0.1361111111111111,0.1384166666666666,0.1410277777777777,0.1421944444444444,0.1430555555555555,0.1488055555555555,0.1491111111111111,0.1499166666666666,0.1513611111111111,0.1512777777777778
-14,0.1385833333333333,0.1549444444444444,0.1610277777777777,0.1578055555555555,0.1634444444444444,0.1591388888888888,0.1593611111111111,0.1604444444444444,0.1613333333333333,0.1586666666666666,0.1615277777777777,0.1618333333333333,0.16475,0.1646388888888889,0.1638055555555555,0.1671388888888889,0.1645833333333333,0.168,0.1712222222222222,0.1728333333333333,0.1753888888888889,0.1748333333333333,0.1768333333333333,0.1813611111111111,0.1818888888888888,0.1845277777777778,0.1831666666666666,0.1869444444444444,0.191,0.1883888888888888,0.1914444444444444,0.1937222222222222
-12,0.1970277777777777,0.2055833333333333,0.2177222222222222,0.21525,0.2183333333333333,0.2155833333333333,0.2175555555555555,0.2134722222222222,0.2162222222222222,0.2188055555555555,0.2204166666666666,0.2201111111111111,0.2193611111111111,0.2196111111111111,0.2241111111111111,0.2240555555555555,0.2259444444444444,0.2201944444444444,0.2290833333333333,0.22725,0.2314166666666666,0.2322222222222222,0.2341944444444444,0.2415555555555555,0.2402777777777777,0.2414722222222222,0.242,0.2486111111111111,0.2484166666666666,0.2491944444444444,0.2496944444444444,0.25333333333333335
-10,0.283,0.2876388888888889,0.288,0.2937777777777778,0.2952222222222222,0.3041388888888889,0.3003611111111111,0.2985,0.3056944444444444,0.3081944444444444,0.3087222222222222,0.31,0.3127777777777777,0.3146944444444444,0.3149444444444444,0.3139444444444444,0.3183611111111111,0.3203611111111111,0.3265833333333333,0.3291666666666666,0.3309166666666667,0.339,0.3363888888888889,0.3448055555555555,0.3473611111111111,0.3489722222222222,0.3528333333333333,0.3550277777777778,0.3604444444444444,0.3595555555555556,0.3601388888888889,0.36238888888888887
-8,0.3666388888888889,0.3920833333333333,0.3883611111111111,0.4043055555555555,0.4046388888888889,0.4111944444444444,0.4119722222222222,0.4191944444444444,0.4238888888888888,0.4262777777777777,0.4309444444444444,0.4292222222222222,0.4296388888888889,0.4354166666666667,0.4355555555555555,0.4384444444444444,0.4401111111111111,0.4457777777777778,0.4571944444444444,0.4557777777777778,0.4582222222222222,0.4641944444444444,0.4651388888888889,0.4701388888888889,0.4771388888888889,0.4798055555555555,0.4843055555555555,0.4871944444444444,0.4888055555555555,0.49,0.48875,0.49727777777777776
-6,0.4870555555555556,0.5312222222222223,0.55325,0.5626111111111111,0.5733333333333334,0.5744722222222223,0.5800833333333333,0.5828611111111112,0.5845833333333333,0.589,0.5915555555555555,0.5940555555555556,0.5960277777777778,0.5963055555555555,0.6012222222222222,0.6028611111111111,0.6093055555555555,0.6063888888888889,0.6190833333333333,0.6237777777777778,0.6280833333333333,0.6281111111111111,0.6314444444444445,0.6415833333333333,0.6480555555555556,0.6463055555555556,0.6508888888888889,0.6571666666666667,0.6581944444444444,0.6601111111111111,0.6610833333333334,0.6648611111111111
-4,0.61225,0.6803333333333333,0.7054444444444444,0.7185,0.7250833333333333,0.7316666666666667,0.74075,0.7443888888888889,0.7418333333333333,0.7486944444444444,0.7505555555555555,0.7531388888888889,0.7558611111111111,0.7564444444444445,0.7620277777777777,0.7626666666666667,0.7646666666666667,0.76625,0.7775277777777778,0.7813611111111111,0.7824166666666666,0.7843611111111111,0.7850833333333334,0.7959722222222222,0.7986388888888889,0.7995277777777777,0.7987777777777778,0.8063055555555556,0.809,0.8097777777777778,0.8091666666666667,0.8129166666666666
-2,0.714,0.7967777777777778,0.8256666666666667,0.8361111111111111,0.8443611111111111,0.8523333333333334,0.8543888888888889,0.8603055555555555,0.8613888888888889,0.8626666666666667,0.8658055555555556,0.8669444444444444,0.8685,0.8681111111111111,0.8704166666666666,0.8701666666666666,0.8736111111111111,0.8754166666666666,0.88225,0.8842222222222222,0.8827222222222222,0.8837777777777778,0.8856944444444445,0.89,0.8919444444444444,0.8906666666666667,0.8925,0.8959722222222222,0.8940833333333333,0.8973888888888889,0.8966666666666666,0.8977777777777778
