SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,0.678939393939394,0.7836363636363637,0.8133333333333334,0.8228787878787879,0.8307575757575758,0.8419696969696969,0.8565151515151516,0.8646969696969697,0.8721212121212121,0.8818181818181818,0.8818181818181818,0.8921212121212121,0.8810606060606061,0.8959090909090909,0.8943939393939394,0.9034848484848484,0.9009090909090908,0.902121212121212,0.9036363636363636,0.9027272727272728,0.906969696969697,0.9077272727272728,0.9043939393939394,0.9059090909090908,0.9083333333333332,0.9065151515151516,0.9065151515151516,0.9163636363636364,0.913939393939394,0.916060606060606,0.9143939393939394,0.9201515151515152,0.9183333333333332,0.9186363636363636,0.918939393939394,0.916818181818182,0.9184848484848483,0.9233333333333333
2,0.688030303030303,0.8095454545454546,0.8266666666666667,0.838939393939394,0.8413636363636363,0.855,0.8677272727272727,0.8816666666666667,0.8883333333333333,0.899090909090909,0.8978787878787878,0.903939393939394,0.9101515151515152,0.911818181818182,0.91,0.9165151515151516,0.9148484848484848,0.9162121212121213,0.9206060606060606,0.9156060606060606,0.9163636363636364,0.9184848484848483,0.9177272727272728,0.9166666666666666,0.921818181818182,0.921060606060606,0.9236363636363636,0.9246969696969696,0.9256060606060608,0.9213636363636364,0.9216666666666666,0.9259090909090908,0.9306060606060608,0.927121212121212,0.9245454545454546,0.9286363636363636,0.926060606060606,0.9271212121212121
4,0.6987878787878787,0.8092424242424242,0.8328787878787879,0.8383333333333334,0.843939393939394,0.8575757575757575,0.8736363636363637,0.8892424242424243,0.8965151515151515,0.9012121212121212,0.907121212121212,0.9143939393939394,0.9112121212121213,0.9146969696969696,0.9172727272727272,0.9165151515151516,0.92,0.9215151515151516,0.9242424242424242,0.9233333333333332,0.9213636363636364,0.9227272727272728,0.9251515151515152,0.9206060606060606,0.9265151515151516,0.9263636363636364,0.9277272727272728,0.927121212121212,0.9256060606060608,0.928939393939394,0.9251515151515152,0.9233333333333332,0.9301515151515152,0.927878787878788,0.9272727272727272,0.9265151515151516,0.9266666666666666,0.9262121212121213
6,0.7054545454545454,0.811060606060606,0.8403030303030303,0.8431818181818181,0.8522727272727273,0.8651515151515151,0.8787878787878788,0.8886363636363637,0.8984848484848484,0.9015151515151516,0.9056060606060606,0.9140909090909092,0.916969696969697,0.9213636363636364,0.9187878787878788,0.9236363636363636,0.9216666666666666,0.9224242424242424,0.9212121212121211,0.925,0.9256060606060608,0.9256060606060608,0.926060606060606,0.9242424242424242,0.9256060606060608,0.9275757575757576,0.9309090909090908,0.9274242424242424,0.9265151515151516,0.928030303030303,0.932121212121212,0.9304545454545454,0.9266666666666666,0.9301515151515152,0.9306060606060608,0.928030303030303,0.928939393939394,0.9275757575757576
8,0.7042424242424242,0.8081818181818182,0.8353030303030303,0.8446969696969697,0.8545454545454545,0.8606060606060606,0.8795454545454545,0.8918181818181818,0.8971212121212121,0.9034848484848484,0.9057575757575758,0.9122727272727272,0.9133333333333332,0.9187878787878788,0.9206060606060606,0.9193939393939394,0.9206060606060606,0.923030303030303,0.921060606060606,0.923939393939394,0.9257575757575758,0.925,0.923939393939394,0.9263636363636364,0.9245454545454546,0.9227272727272728,0.9253030303030304,0.9268181818181818,0.9313636363636364,0.927878787878788,0.9290909090909092,0.9322727272727273,0.9303030303030304,0.928030303030303,0.932121212121212,0.9277272727272728,0.9316666666666666,0.9316666666666666
10,0.7095454545454546,0.808939393939394,0.8365151515151515,0.8418181818181818,0.8521212121212122,0.863030303030303,0.8842424242424243,0.899090909090909,0.8995454545454545,0.9046969696969696,0.9115151515151516,0.9143939393939394,0.9151515151515152,0.9177272727272728,0.9184848484848483,0.9207575757575758,0.9198484848484848,0.9266666666666666,0.926060606060606,0.9246969696969696,0.9265151515151516,0.926969696969697,0.921969696969697,0.9286363636363636,0.9233333333333332,0.926060606060606,0.9257575757575758,0.9293939393939394,0.9306060606060608,0.9309090909090908,0.9274242424242424,0.9315151515151516,0.9313636363636364,0.9334848484848484,0.927878787878788,0.933030303030303,0.9293939393939394,0.9321212121212121
12,0.715,0.8136363636363636,0.8366666666666667,0.8481818181818181,0.8539393939393939,0.8557575757575757,0.8739393939393939,0.8922727272727272,0.8993939393939394,0.906969696969697,0.9037878787878788,0.9116666666666666,0.9157575757575758,0.916818181818182,0.9183333333333332,0.9215151515151516,0.9246969696969696,0.922121212121212,0.9251515151515152,0.9233333333333332,0.9234848484848484,0.925,0.9298484848484848,0.9225757575757576,0.9256060606060608,0.9262121212121212,0.9316666666666666,0.9296969696969696,0.9303030303030304,0.9322727272727273,0.9265151515151516,0.9304545454545454,0.9331818181818182,0.9342424242424242,0.9312121212121212,0.9336363636363636,0.933030303030303,0.9324242424242424
14,0.7098484848484848,0.813939393939394,0.8316666666666667,0.8495454545454545,0.8518181818181818,0.8581818181818182,0.8759090909090909,0.8880303030303031,0.8953030303030303,0.9045454545454544,0.9101515151515152,0.9127272727272728,0.9165151515151516,0.9203030303030304,0.9131818181818182,0.9237878787878788,0.9224242424242424,0.9243939393939394,0.9245454545454546,0.9245454545454546,0.9266666666666666,0.927878787878788,0.9322727272727273,0.9309090909090908,0.9303030303030304,0.9281818181818182,0.9295454545454546,0.9315151515151516,0.9292424242424242,0.9304545454545454,0.9290909090909092,0.9266666666666666,0.9287878787878788,0.93,0.93,0.928030303030303,0.9312121212121212,0.9303030303030303
16,0.7113636363636363,0.8104545454545454,0.8292424242424242,0.8454545454545455,0.8437878787878788,0.8545454545454545,0.8728787878787879,0.8901515151515151,0.8978787878787878,0.8998484848484849,0.9045454545454544,0.9146969696969696,0.911818181818182,0.9146969696969696,0.916060606060606,0.916818181818182,0.9227272727272728,0.9180303030303032,0.9207575757575758,0.9190909090909092,0.9246969696969696,0.922878787878788,0.922121212121212,0.9231818181818182,0.9209090909090908,0.9215151515151516,0.9259090909090908,0.9253030303030304,0.926969696969697,0.923939393939394,0.9274242424242424,0.9253030303030304,0.9295454545454546,0.9256060606060608,0.928939393939394,0.9251515151515152,0.9274242424242424,0.9253030303030303
18,0.7059090909090909,0.8116666666666666,0.8415151515151515,0.8451515151515151,0.8533333333333334,0.8634848484848485,0.8771212121212121,0.89,0.9013636363636364,0.9025757575757576,0.9059090909090908,0.9131818181818182,0.9130303030303032,0.912121212121212,0.918939393939394,0.92,0.9204545454545454,0.9204545454545454,0.9213636363636364,0.9224242424242424,0.926969696969697,0.9256060606060608,0.9257575757575758,0.9243939393939394,0.9240909090909092,0.9254545454545454,0.9265151515151516,0.9268181818181818,0.926060606060606,0.9237878787878788,0.9254545454545454,0.9222727272727272,0.9251515151515152,0.927121212121212,0.927878787878788,0.9259090909090908,0.928030303030303,0.9281818181818182
