SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
-20,0.0915151515151515,0.0916666666666666,0.095,0.0921212121212121,0.0931818181818181,0.0946969696969697,0.0937878787878787,0.0942424242424242,0.0921212121212121,0.0965151515151515,0.0934848484848484,0.0942424242424242,0.0959090909090909,0.0963636363636363,0.0959090909090909,0.0966666666666666,0.0951515151515151,0.0986363636363636,0.0951515151515151,0.0974242424242424,0.0998484848484848,0.0977272727272727,0.0974242424242424,0.1012121212121212,0.1027272727272727,0.0998484848484848,0.1003030303030303,0.1034848484848484,0.1075757575757575,0.1109090909090909,0.1095454545454545,0.1127272727272727,0.1143939393939394,0.1184848484848484,0.1183333333333333,0.1212121212121212,0.1251515151515151,0.1277272727272727,0.1266666666666666,0.1283333333333333,0.1284848484848484,0.1274242424242424
-18,0.0927272727272727,0.0968181818181818,0.0954545454545454,0.0975757575757575,0.0957575757575757,0.0939393939393939,0.096060606060606,0.096060606060606,0.0971212121212121,0.0977272727272727,0.0968181818181818,0.0984848484848484,0.0986363636363636,0.1004545454545454,0.1009090909090909,0.1022727272727272,0.101060606060606,0.1007575757575757,0.0993939393939394,0.0998484848484848,0.1004545454545454,0.1012121212121212,0.1034848484848484,0.1027272727272727,0.1037878787878787,0.105,0.1059090909090909,0.1068181818181818,0.109090909090909,0.111060606060606,0.1115151515151515,0.1121212121212121,0.1186363636363636,0.1204545454545454,0.123030303030303,0.1265151515151515,0.1271212121212121,0.1309090909090909,0.1309090909090909,0.1328787878787878,0.1325757575757575,0.1362121212121212
-16,0.0918181818181818,0.0986363636363636,0.0974242424242424,0.0981818181818181,0.1019696969696969,0.099090909090909,0.099090909090909,0.1013636363636363,0.1007575757575757,0.0992424242424242,0.1036363636363636,0.1037878787878787,0.1007575757575757,0.1027272727272727,0.1042424242424242,0.1056060606060606,0.1034848484848484,0.1048484848484848,0.105,0.1054545454545454,0.1069696969696969,0.1059090909090909,0.1084848484848484,0.1098484848484848,0.114090909090909,0.1124242424242424,0.1153030303030303,0.1148484848484848,0.1221212121212121,0.1246969696969697,0.1254545454545454,0.1268181818181818,0.1357575757575757,0.1336363636363636,0.1387878787878788,0.1389393939393939,0.1478787878787879,0.1478787878787879,0.1486363636363636,0.148030303030303,0.1519696969696969,0.15893939393939394
-14,0.1124242424242424,0.1212121212121212,0.1253030303030303,0.1243939393939393,0.1256060606060606,0.1295454545454545,0.1271212121212121,0.1309090909090909,0.13,0.131060606060606,0.1356060606060606,0.1343939393939394,0.1359090909090909,0.1372727272727272,0.136060606060606,0.133030303030303,0.1393939393939394,0.1390909090909091,0.1372727272727272,0.1434848484848485,0.1459090909090909,0.1407575757575757,0.1446969696969696,0.1484848484848485,0.149090909090909,0.1539393939393939,0.154090909090909,0.1513636363636363,0.1590909090909091,0.1654545454545454,0.1724242424242424,0.1715151515151515,0.1819696969696969,0.1796969696969697,0.185,0.1909090909090909,0.1904545454545454,0.1995454545454545,0.1983333333333333,0.2012121212121212,0.2021212121212121,0.20772727272727273
-12,0.1454545454545454,0.1765151515151515,0.1781818181818182,0.1781818181818182,0.1843939393939394,0.1839393939393939,0.179090909090909,0.1901515151515151,0.1887878787878787,0.1963636363636363,0.1945454545454545,0.1924242424242424,0.1984848484848485,0.1948484848484848,0.1995454545454545,0.1883333333333333,0.1866666666666666,0.1815151515151515,0.1866666666666666,0.1874242424242424,0.1883333333333333,0.1918181818181818,0.1942424242424242,0.2042424242424242,0.1959090909090909,0.2027272727272727,0.2068181818181818,0.2112121212121212,0.2192424242424242,0.2195454545454545,0.2246969696969697,0.2257575757575757,0.2415151515151515,0.2425757575757575,0.2492424242424242,0.2484848484848484,0.2612121212121212,0.2612121212121212,0.2554545454545454,0.2589393939393939,0.2662121212121212,0.27151515151515154
-10,0.2239393939393939,0.2653030303030303,0.27,0.2645454545454545,0.2684848484848485,0.271969696969697,0.2689393939393939,0.2728787878787879,0.2701515151515151,0.2774242424242424,0.2772727272727273,0.2834848484848485,0.2918181818181818,0.295,0.2868181818181818,0.2943939393939394,0.2948484848484848,0.2886363636363636,0.2960606060606061,0.2878787878787879,0.2992424242424242,0.2922727272727273,0.2968181818181818,0.2989393939393939,0.3065151515151515,0.3051515151515152,0.3057575757575758,0.3068181818181818,0.3275757575757576,0.3266666666666666,0.3328787878787879,0.3374242424242424,0.3510606060606061,0.3533333333333333,0.3618181818181818,0.3628787878787878,0.3787878787878788,0.3815151515151515,0.3866666666666666,0.3854545454545454,0.3904545454545454,0.393030303030303
-8,0.3271212121212121,0.3663636363636364,0.3742424242424242,0.3801515151515151,0.3871212121212121,0.3818181818181818,0.3809090909090909,0.3857575757575757,0.4018181818181818,0.3987878787878788,0.4048484848484848,0.405,0.4063636363636363,0.4066666666666667,0.4186363636363636,0.4189393939393939,0.4243939393939394,0.4375757575757575,0.4340909090909091,0.4342424242424242,0.4486363636363636,0.4487878787878788,0.4471212121212121,0.4545454545454545,0.453030303030303,0.4522727272727272,0.4596969696969697,0.4578787878787879,0.4851515151515151,0.4881818181818181,0.4893939393939394,0.4936363636363636,0.511969696969697,0.5178787878787878,0.5268181818181819,0.5278787878787878,0.5359090909090909,0.5346969696969697,0.5424242424242425,0.54,0.5459090909090909,0.5592424242424242
-6,0.4478787878787879,0.5059090909090909,0.5212121212121212,0.5242424242424243,0.5378787878787878,0.5324242424242425,0.5462121212121213,0.5572727272727273,0.5528787878787879,0.5640909090909091,0.5662121212121212,0.5718181818181818,0.566060606060606,0.5818181818181818,0.5845454545454546,0.5816666666666667,0.5936363636363636,0.5918181818181818,0.6010606060606061,0.6183333333333333,0.6189393939393939,0.6243939393939394,0.6301515151515151,0.6321212121212121,0.6365151515151515,0.6418181818181818,0.6383333333333333,0.6457575757575758,0.6701515151515152,0.6793939393939394,0.6804545454545454,0.6834848484848485,0.6993939393939393,0.7042424242424242,0.7122727272727273,0.7106060606060606,0.7222727272727273,0.7204545454545455,0.728030303030303,0.7307575757575757,0.7368181818181818,0.738030303030303
-4,0.5421212121212121,0.6092424242424243,0.6287878787878788,0.6406060606060606,0.6481818181818182,0.6545454545454545,0.6674242424242425,0.676969696969697,0.6784848484848485,0.688939393939394,0.6974242424242424,0.6934848484848485,0.7009090909090909,0.7074242424242424,0.7107575757575758,0.7203030303030303,0.7389393939393939,0.738030303030303,0.7492424242424243,0.765,0.759090909090909,0.7677272727272727,0.7737878787878788,0.7783333333333333,0.7766666666666666,0.7857575757575758,0.7824242424242425,0.791969696969697,0.8066666666666666,0.8162121212121212,0.8154545454545454,0.8174242424242424,0.8272727272727273,0.8340909090909091,0.8378787878787879,0.8407575757575757,0.8484848484848485,0.850909090909091,0.8540909090909091,0.8553030303030303,0.8533333333333334,0.8668181818181818
-2,0.6207575757575757,0.6834848484848485,0.7124242424242424,0.7242424242424242,0.7368181818181818,0.7436363636363637,0.7574242424242424,0.7701515151515151,0.7722727272727272,0.7866666666666666,0.7898484848484848,0.7931818181818182,0.8042424242424242,0.8053030303030303,0.8122727272727273,0.8218181818181818,0.8362121212121212,0.8445454545454546,0.8577272727272728,0.855909090909091,0.8607575757575757,0.8621212121212121,0.8653030303030304,0.8662121212121212,0.8672727272727273,0.8731818181818182,0.8684848484848485,0.8718181818181818,0.8842424242424243,0.8913636363636364,0.8912121212121212,0.8906060606060606,0.8954545454545455,0.9012121212121212,0.8989393939393939,0.9006060606060606,0.906818181818182,0.9054545454545454,0.9057575757575758,0.9066666666666666,0.9075757575757576,0.9040909090909091
