SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
-20,0.0921212121212121,0.0933333333333333,0.0942424242424242,0.0948484848484848,0.099090909090909,0.0966666666666666,0.0957575757575757,0.0963636363636363,0.0975757575757575,0.0984848484848484,0.0984848484848484,0.1027272727272727,0.1016666666666666,0.1028787878787878,0.1036363636363636,0.1043939393939394,0.1057575757575757,0.1034848484848484,0.106060606060606,0.1109090909090909,0.1125757575757575,0.1122727272727272,0.115,0.1143939393939394,0.118030303030303,0.118030303030303,0.1278787878787878,0.13,0.1340909090909091,0.1356060606060606,0.1465151515151515,0.1524242424242424,0.1528787878787879,0.1537878787878787,0.1651515151515151,0.1712121212121212
-18,0.0912121212121212,0.0992424242424242,0.0951515151515151,0.096060606060606,0.0977272727272727,0.0965151515151515,0.1007575757575757,0.1006060606060606,0.1001515151515151,0.0996969696969697,0.1045454545454545,0.1048484848484848,0.1046969696969696,0.1071212121212121,0.1077272727272727,0.1112121212121212,0.1086363636363636,0.1109090909090909,0.1127272727272727,0.1189393939393939,0.1156060606060606,0.118030303030303,0.1206060606060606,0.1213636363636363,0.1265151515151515,0.1274242424242424,0.1321212121212121,0.1393939393939394,0.1412121212121212,0.1442424242424242,0.1556060606060606,0.1592424242424242,0.1593939393939394,0.1619696969696969,0.1703030303030303,0.17909090909090908
-16,0.095,0.0981818181818181,0.1027272727272727,0.0989393939393939,0.1040909090909091,0.1013636363636363,0.1034848484848484,0.1071212121212121,0.1077272727272727,0.1083333333333333,0.1084848484848484,0.1139393939393939,0.1139393939393939,0.1172727272727272,0.121060606060606,0.1171212121212121,0.121060606060606,0.1224242424242424,0.1262121212121212,0.1269696969696969,0.1318181818181818,0.1295454545454545,0.1333333333333333,0.1412121212121212,0.1356060606060606,0.1407575757575757,0.1516666666666666,0.1543939393939394,0.1595454545454545,0.1618181818181818,0.1706060606060606,0.1719696969696969,0.1784848484848485,0.181060606060606,0.1866666666666666,0.1962121212121212
-14,0.1077272727272727,0.1174242424242424,0.1257575757575757,0.1225757575757575,0.135,0.1315151515151515,0.1334848484848484,0.1384848484848485,0.1492424242424242,0.1445454545454545,0.1453030303030303,0.1515151515151515,0.1524242424242424,0.1533333333333333,0.1525757575757576,0.1607575757575757,0.1603030303030303,0.1595454545454545,0.171060606060606,0.1668181818181818,0.1692424242424242,0.1719696969696969,0.1739393939393939,0.173030303030303,0.1846969696969697,0.1818181818181818,0.1990909090909091,0.1978787878787878,0.206060606060606,0.2137878787878787,0.2157575757575757,0.2271212121212121,0.223030303030303,0.2301515151515151,0.2368181818181818,0.24333333333333335
-12,0.1469696969696969,0.1769696969696969,0.18,0.1825757575757575,0.1901515151515151,0.191060606060606,0.1928787878787878,0.1954545454545454,0.1996969696969697,0.1965151515151515,0.1969696969696969,0.2072727272727272,0.2042424242424242,0.2142424242424242,0.2075757575757575,0.2065151515151515,0.2054545454545454,0.2113636363636363,0.2062121212121212,0.2153030303030303,0.2233333333333333,0.2189393939393939,0.2234848484848484,0.2237878787878787,0.2253030303030303,0.2343939393939394,0.2496969696969697,0.2475757575757576,0.2583333333333333,0.2616666666666666,0.2753030303030303,0.2807575757575757,0.2913636363636364,0.2831818181818182,0.3010606060606061,0.296969696969697
-10,0.2148484848484848,0.2522727272727272,0.2636363636363636,0.2712121212121212,0.2745454545454545,0.2818181818181818,0.283030303030303,0.2825757575757576,0.2840909090909091,0.2853030303030303,0.293030303030303,0.2957575757575758,0.2954545454545454,0.3016666666666667,0.3025757575757575,0.3024242424242424,0.3059090909090909,0.3116666666666666,0.3115151515151515,0.313030303030303,0.3195454545454545,0.3209090909090909,0.3125757575757575,0.3193939393939394,0.3318181818181818,0.3262121212121212,0.3548484848484848,0.3542424242424242,0.3671212121212121,0.3718181818181818,0.3827272727272727,0.3874242424242424,0.3907575757575757,0.3986363636363636,0.4077272727272727,0.4109090909090909
-8,0.3089393939393939,0.3660606060606061,0.3772727272727272,0.3887878787878788,0.3919696969696969,0.4042424242424242,0.4122727272727273,0.4096969696969696,0.4143939393939393,0.4186363636363636,0.4253030303030303,0.421969696969697,0.4284848484848484,0.4395454545454546,0.4372727272727272,0.4374242424242424,0.4371212121212121,0.448030303030303,0.4554545454545454,0.4516666666666666,0.4631818181818182,0.4686363636363636,0.4707575757575757,0.4742424242424242,0.4853030303030303,0.49,0.5075757575757576,0.5128787878787879,0.5172727272727272,0.5218181818181818,0.5327272727272727,0.5486363636363636,0.5462121212121213,0.553939393939394,0.5640909090909091,0.5656060606060606
-6,0.423030303030303,0.5074242424242424,0.53,0.5443939393939394,0.5377272727272727,0.5578787878787879,0.5618181818181818,0.5672727272727273,0.5684848484848485,0.575,0.5816666666666667,0.5843939393939394,0.5863636363636363,0.5887878787878787,0.6027272727272728,0.6003030303030303,0.6090909090909091,0.6239393939393939,0.625,0.6248484848484849,0.633030303030303,0.6437878787878788,0.6428787878787878,0.6456060606060606,0.6466666666666666,0.6584848484848485,0.6759090909090909,0.6866666666666666,0.6872727272727273,0.6962121212121212,0.7115151515151515,0.7153030303030303,0.7193939393939394,0.7231818181818181,0.7287878787878788,0.7351515151515151
-4,0.5216666666666666,0.6195454545454545,0.6354545454545455,0.6551515151515152,0.6612121212121213,0.6712121212121213,0.6768181818181818,0.686969696969697,0.6913636363636364,0.6971212121212121,0.7056060606060606,0.7090909090909091,0.7066666666666667,0.7159090909090909,0.7269696969696969,0.7343939393939394,0.7398484848484849,0.7395454545454545,0.7542424242424243,0.7563636363636363,0.7609090909090909,0.7689393939393939,0.7718181818181818,0.7645454545454545,0.7733333333333333,0.7798484848484849,0.798030303030303,0.8013636363636364,0.8037878787878788,0.813030303030303,0.8243939393939393,0.8253030303030303,0.8190909090909091,0.8262121212121212,0.8381818181818181,0.8427272727272728
-2,0.5871212121212122,0.6915151515151515,0.7125757575757575,0.7253030303030303,0.7363636363636363,0.7459090909090909,0.7615151515151515,0.764090909090909,0.7748484848484849,0.7762121212121212,0.791060606060606,0.7959090909090909,0.8056060606060607,0.8090909090909091,0.8124242424242424,0.8233333333333334,0.828939393939394,0.8409090909090909,0.8403030303030303,0.8495454545454545,0.8539393939393939,0.8554545454545455,0.8595454545454545,0.8545454545454545,0.8598484848484849,0.8668181818181818,0.8756060606060606,0.883030303030303,0.8768181818181818,0.8803030303030303,0.8883333333333333,0.8948484848484849,0.8889393939393939,0.8880303030303031,0.8962121212121212,0.8993939393939394
