SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
-20,0.095,0.091060606060606,0.0924242424242424,0.0942424242424242,0.0946969696969697,0.094090909090909,0.093030303030303,0.0966666666666666,0.0948484848484848,0.0934848484848484,0.0963636363636363,0.0965151515151515,0.0978787878787878,0.0946969696969697,0.0983333333333333,0.0977272727272727,0.0969696969696969,0.0948484848484848,0.0969696969696969,0.0971212121212121,0.0987878787878787,0.0965151515151515,0.1018181818181818,0.1012121212121212,0.101060606060606,0.1025757575757575,0.1031818181818181,0.1013636363636363,0.1028787878787878,0.1021212121212121,0.1066666666666666,0.1112121212121212,0.1089393939393939,0.1127272727272727,0.1113636363636363,0.1153030303030303
-18,0.0948484848484848,0.0965151515151515,0.0972727272727272,0.0953030303030303,0.0937878787878787,0.0975757575757575,0.0965151515151515,0.0933333333333333,0.0968181818181818,0.0957575757575757,0.0987878787878787,0.0984848484848484,0.0987878787878787,0.0977272727272727,0.0996969696969697,0.0996969696969697,0.1003030303030303,0.1006060606060606,0.0992424242424242,0.103030303030303,0.1007575757575757,0.0986363636363636,0.103030303030303,0.1022727272727272,0.1042424242424242,0.1063636363636363,0.1051515151515151,0.106060606060606,0.108030303030303,0.1095454545454545,0.1133333333333333,0.1143939393939394,0.1136363636363636,0.1174242424242424,0.1181818181818181,0.12121212121212122
-16,0.0963636363636363,0.0954545454545454,0.0954545454545454,0.0981818181818181,0.0957575757575757,0.0974242424242424,0.0963636363636363,0.0998484848484848,0.1015151515151515,0.1007575757575757,0.0974242424242424,0.1016666666666666,0.1016666666666666,0.103030303030303,0.1042424242424242,0.1043939393939394,0.1039393939393939,0.1043939393939394,0.105,0.1046969696969696,0.1036363636363636,0.1078787878787878,0.1068181818181818,0.1095454545454545,0.1115151515151515,0.1101515151515151,0.1142424242424242,0.1169696969696969,0.1136363636363636,0.1172727272727272,0.1195454545454545,0.1231818181818181,0.1233333333333333,0.1228787878787878,0.1298484848484848,0.1293939393939394
-14,0.1046969696969696,0.1218181818181818,0.1204545454545454,0.126060606060606,0.1228787878787878,0.1334848484848484,0.1325757575757575,0.1334848484848484,0.1346969696969697,0.1287878787878787,0.1359090909090909,0.1340909090909091,0.1366666666666666,0.138030303030303,0.1337878787878788,0.1436363636363636,0.1396969696969697,0.1387878787878788,0.1398484848484848,0.141060606060606,0.1442424242424242,0.1395454545454545,0.1436363636363636,0.1507575757575757,0.1548484848484848,0.1571212121212121,0.1551515151515151,0.1503030303030303,0.1548484848484848,0.1583333333333333,0.1645454545454545,0.1639393939393939,0.1663636363636363,0.1731818181818182,0.1724242424242424,0.17742424242424243
-12,0.1375757575757575,0.1731818181818182,0.1706060606060606,0.1728787878787878,0.1766666666666666,0.1828787878787879,0.185,0.1807575757575757,0.1813636363636363,0.1748484848484848,0.1743939393939394,0.1733333333333333,0.176060606060606,0.1777272727272727,0.176060606060606,0.1857575757575757,0.1834848484848484,0.1803030303030303,0.1833333333333333,0.1884848484848484,0.184090909090909,0.1886363636363636,0.1874242424242424,0.1957575757575757,0.1992424242424242,0.2009090909090909,0.1990909090909091,0.1968181818181818,0.2054545454545454,0.206060606060606,0.2136363636363636,0.2119696969696969,0.215,0.2195454545454545,0.2196969696969697,0.225
-10,0.2106060606060606,0.2515151515151515,0.2554545454545454,0.2586363636363636,0.2665151515151515,0.2657575757575757,0.2686363636363636,0.2653030303030303,0.273030303030303,0.2754545454545454,0.2751515151515151,0.2704545454545454,0.2669696969696969,0.2669696969696969,0.2715151515151515,0.2695454545454545,0.2707575757575757,0.2786363636363636,0.2756060606060606,0.2778787878787879,0.2777272727272727,0.2853030303030303,0.2883333333333333,0.2934848484848484,0.3042424242424242,0.3004545454545455,0.2984848484848484,0.3042424242424242,0.3122727272727272,0.3045454545454545,0.3209090909090909,0.3259090909090909,0.3243939393939394,0.3325757575757576,0.3313636363636363,0.33954545454545454
-8,0.3131818181818182,0.3575757575757576,0.3695454545454545,0.3674242424242424,0.3854545454545454,0.3784848484848485,0.3895454545454545,0.3918181818181818,0.3946969696969697,0.4072727272727273,0.4098484848484848,0.4083333333333333,0.4153030303030303,0.406060606060606,0.4072727272727273,0.4159090909090909,0.4216666666666667,0.4178787878787879,0.4283333333333333,0.4221212121212121,0.4283333333333333,0.43,0.4334848484848485,0.4363636363636363,0.4407575757575757,0.4474242424242424,0.46,0.4534848484848485,0.4519696969696969,0.4563636363636363,0.4734848484848485,0.4737878787878788,0.4783333333333333,0.4807575757575758,0.4874242424242424,0.48409090909090907
-6,0.4372727272727272,0.5081818181818182,0.5213636363636364,0.5234848484848484,0.5348484848484848,0.5401515151515152,0.5468181818181819,0.5503030303030303,0.5575757575757576,0.5662121212121212,0.5692424242424242,0.5715151515151515,0.5807575757575758,0.5954545454545455,0.5922727272727273,0.598030303030303,0.5971212121212122,0.6063636363636363,0.6025757575757575,0.6115151515151516,0.6072727272727273,0.6145454545454545,0.6162121212121212,0.6318181818181818,0.6351515151515151,0.6380303030303031,0.6415151515151515,0.6346969696969696,0.6448484848484849,0.6483333333333333,0.661969696969697,0.6736363636363636,0.6628787878787878,0.6687878787878788,0.6772727272727272,0.6743939393939394
-4,0.5609090909090909,0.6172727272727273,0.634090909090909,0.6498484848484849,0.6589393939393939,0.6630303030303031,0.668939393939394,0.676969696969697,0.6813636363636364,0.6871212121212121,0.6965151515151515,0.7086363636363636,0.7107575757575758,0.723030303030303,0.7234848484848485,0.7327272727272728,0.7318181818181818,0.7342424242424243,0.7365151515151516,0.7456060606060606,0.7415151515151515,0.7506060606060606,0.7537878787878788,0.7712121212121212,0.7698484848484849,0.7734848484848484,0.7724242424242425,0.7721212121212121,0.7786363636363637,0.7796969696969697,0.7912121212121213,0.7925757575757576,0.7946969696969697,0.8022727272727272,0.8059090909090909,0.8092424242424242
-2,0.610909090909091,0.6783333333333333,0.7109090909090909,0.7389393939393939,0.7503030303030302,0.7607575757575757,0.7609090909090909,0.7737878787878788,0.7798484848484849,0.7827272727272727,0.7925757575757576,0.8090909090909091,0.816969696969697,0.8209090909090909,0.8259090909090909,0.8306060606060606,0.8363636363636363,0.8418181818181818,0.8336363636363636,0.8406060606060606,0.8468181818181818,0.8468181818181818,0.848939393939394,0.8589393939393939,0.8621212121212121,0.8636363636363636,0.8639393939393939,0.8674242424242424,0.8674242424242424,0.8637878787878788,0.8781818181818182,0.8816666666666667,0.8831818181818182,0.8778787878787879,0.8845454545454545,0.8868181818181818
