SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
-20,0.1019722222222222,0.1050277777777777,0.1059444444444444,0.1067777777777777,0.1057777777777777,0.1054444444444444,0.10725,0.10675,0.10575,0.1092777777777777,0.1083611111111111,0.1088611111111111,0.1101944444444444,0.1080277777777777,0.1077222222222222,0.1093888888888888,0.1154444444444444,0.1207222222222222,0.1235277777777777,0.1255555555555555,0.1297222222222222,0.1304444444444444,0.1394444444444444,0.1454166666666666,0.1478055555555555,0.1498333333333333,0.1506944444444444,0.1515833333333333,0.1535,0.1695,0.1725277777777777,0.1749444444444444,0.1736111111111111,0.1756388888888889,0.1893055555555555,0.1932777777777777,0.1946666666666666,0.1938333333333333,0.2038333333333333,0.20175,0.2043888888888889,0.2072222222222222,0.2076944444444444,0.2073888888888889,0.2088611111111111,0.2100277777777777,0.2086666666666666,0.2110277777777778,0.21197222222222223
-18,0.1081111111111111,0.1083055555555555,0.1061388888888889,0.1087777777777777,0.1132222222222222,0.11275,0.1113611111111111,0.1105833333333333,0.11125,0.1151944444444444,0.1145,0.1144444444444444,0.1146388888888888,0.1169444444444444,0.1180277777777777,0.1224444444444444,0.1286666666666666,0.1373888888888889,0.1453333333333333,0.1525277777777778,0.1572222222222222,0.1578055555555555,0.1847777777777778,0.1948888888888889,0.2010277777777777,0.2043611111111111,0.2043333333333333,0.2044444444444444,0.2112777777777778,0.2326111111111111,0.2323888888888889,0.23825,0.2374166666666666,0.2394722222222222,0.2501944444444444,0.2530833333333333,0.2540833333333333,0.2558333333333333,0.2589722222222222,0.2622777777777778,0.2617777777777778,0.2628611111111111,0.2627777777777778,0.2663055555555556,0.2645,0.2684722222222222,0.2679722222222222,0.2643611111111111,0.26711111111111113
-16,0.1151388888888888,0.1189166666666666,0.1229722222222222,0.12075,0.1241388888888888,0.1236666666666666,0.1248055555555555,0.1240833333333333,0.1248888888888888,0.1283333333333333,0.1288055555555555,0.1283333333333333,0.1294166666666666,0.1291666666666666,0.1335,0.1421111111111111,0.1481944444444444,0.1588888888888888,0.1688888888888889,0.1813333333333333,0.1883055555555555,0.1918333333333333,0.2226388888888889,0.229,0.2300833333333333,0.2350277777777777,0.2359166666666666,0.23475,0.2376388888888889,0.2532222222222222,0.2555,0.25825,0.2571944444444444,0.2579722222222222,0.2665555555555555,0.2694722222222222,0.26825,0.2663055555555556,0.2719166666666666,0.2725,0.2716388888888889,0.2730555555555555,0.2741666666666666,0.2754444444444444,0.2765555555555555,0.27625,0.27475,0.2747777777777778,0.27644444444444444
-14,0.1368333333333333,0.1490833333333333,0.1540833333333333,0.1561111111111111,0.1588888888888888,0.156,0.1578888888888888,0.1615,0.16075,0.1650555555555555,0.1644722222222222,0.1648611111111111,0.1643888888888889,0.1685277777777777,0.1696944444444444,0.1741944444444444,0.1885833333333333,0.2030833333333333,0.2094722222222222,0.2195,0.2241666666666666,0.2291388888888889,0.2486666666666666,0.2517222222222222,0.2526111111111111,0.25425,0.2575555555555555,0.2541944444444444,0.2584444444444444,0.26475,0.2700555555555555,0.2673611111111111,0.27075,0.2729722222222222,0.2762777777777778,0.2789166666666666,0.2801111111111111,0.2803888888888889,0.2829166666666666,0.2814166666666666,0.2846666666666667,0.2863611111111111,0.2842222222222222,0.2850833333333333,0.2869722222222222,0.2886111111111111,0.2867777777777778,0.2878888888888889,0.2867777777777778
-12,0.1926666666666666,0.2024166666666666,0.2108055555555555,0.2145555555555555,0.2146944444444444,0.2165,0.2164722222222222,0.2211388888888888,0.2201111111111111,0.2165277777777778,0.2184722222222222,0.2206944444444444,0.2213055555555555,0.2262777777777777,0.2231944444444444,0.2315277777777777,0.2428333333333333,0.2515277777777778,0.2588333333333333,0.2619722222222222,0.27125,0.2714722222222222,0.2806111111111111,0.2801666666666667,0.2834722222222222,0.2852222222222222,0.289,0.2886944444444444,0.2911666666666667,0.3013611111111111,0.2998888888888888,0.30175,0.3023888888888889,0.3068611111111111,0.3093333333333333,0.3100277777777778,0.3141388888888889,0.3134444444444444,0.3173611111111111,0.3182777777777777,0.3184444444444444,0.31875,0.3213333333333333,0.3195277777777778,0.3241388888888888,0.3201944444444444,0.3193888888888889,0.3225555555555555,0.3223888888888889
-10,0.2849166666666666,0.2868055555555555,0.2994444444444444,0.2999444444444444,0.3015833333333333,0.3109166666666667,0.3097777777777777,0.3121666666666666,0.3133888888888889,0.3121666666666666,0.3188888888888889,0.3201666666666666,0.3239444444444444,0.3218888888888889,0.3216666666666666,0.33025,0.3388888888888889,0.3446111111111111,0.3488333333333333,0.3538055555555555,0.35825,0.3589166666666666,0.3706944444444444,0.3721388888888889,0.3738055555555555,0.3761111111111111,0.3801944444444444,0.3832777777777778,0.3856944444444444,0.3950555555555555,0.3974444444444444,0.3968055555555556,0.4000555555555555,0.4003333333333333,0.4073333333333333,0.4091944444444444,0.4122777777777778,0.4071666666666667,0.4163055555555555,0.4155555555555555,0.4164444444444444,0.4157777777777778,0.4204722222222222,0.4201111111111111,0.4161111111111111,0.4202222222222222,0.4223611111111111,0.4187222222222222,0.4185
-8,0.3666111111111111,0.3908333333333333,0.3986944444444444,0.4048333333333333,0.4072777777777778,0.4159444444444444,0.4212222222222222,0.4233611111111111,0.4292777777777777,0.4301111111111111,0.4326388888888889,0.4381666666666666,0.4426666666666666,0.4454722222222222,0.4496388888888888,0.4537777777777778,0.4541944444444444,0.4568333333333333,0.4650277777777777,0.47,0.4758055555555555,0.4790277777777778,0.4936666666666666,0.5,0.5020833333333333,0.5054166666666666,0.5080555555555556,0.5121944444444444,0.5103055555555556,0.5265833333333333,0.5294444444444445,0.5323888888888889,0.5315555555555556,0.5315555555555556,0.5433333333333333,0.542,0.5430277777777778,0.5459722222222222,0.5488055555555555,0.5528333333333333,0.5506666666666666,0.5489722222222222,0.5502222222222222,0.5526388888888889,0.5499166666666667,0.5558055555555556,0.5552222222222222,0.5571944444444444,0.5560277777777778
-6,0.4694166666666666,0.5286388888888889,0.54525,0.5565555555555556,0.5615555555555556,0.5668888888888889,0.5710833333333334,0.5763333333333334,0.5816666666666667,0.5862222222222222,0.5856666666666667,0.5940833333333333,0.5975277777777778,0.5997777777777777,0.60125,0.6080833333333333,0.60975,0.6150555555555556,0.6225555555555555,0.6259722222222223,0.6279444444444444,0.6322777777777778,0.6500277777777778,0.65225,0.6579722222222222,0.6596666666666666,0.6621388888888889,0.6635833333333333,0.6680833333333334,0.6789166666666666,0.6791666666666667,0.6818611111111111,0.6838055555555556,0.6845555555555556,0.6929166666666666,0.6940277777777778,0.6948888888888889,0.6973333333333334,0.70025,0.7038333333333333,0.7006111111111111,0.7038611111111112,0.7029166666666666,0.7063333333333334,0.7063333333333334,0.7076111111111111,0.7067222222222223,0.7054444444444444,0.7090277777777778
-4,0.5926111111111111,0.6726944444444445,0.7099166666666666,0.7225833333333334,0.7281111111111112,0.7356944444444444,0.7395555555555555,0.7451388888888889,0.7513611111111111,0.7516944444444444,0.7592777777777778,0.7611111111111111,0.7651666666666667,0.7680555555555556,0.7702222222222223,0.7726388888888889,0.7703333333333333,0.7761111111111111,0.7765,0.7805277777777778,0.7818055555555555,0.7858055555555555,0.8014166666666667,0.80575,0.8074444444444444,0.8086666666666666,0.813,0.8118888888888889,0.8143333333333334,0.8214444444444444,0.8244722222222223,0.8249722222222222,0.831,0.83225,0.8355,0.8368611111111111,0.8392777777777778,0.8390833333333333,0.8427777777777777,0.8424166666666667,0.8441388888888889,0.8431388888888889,0.8449722222222222,0.8461388888888889,0.8459722222222222,0.8466666666666667,0.84675,0.8466944444444444,0.8458333333333333
-2,0.7005833333333333,0.7967222222222222,0.8300277777777778,0.8437777777777777,0.8530555555555556,0.8552222222222222,0.8589722222222222,0.8635555555555555,0.8676944444444444,0.8711111111111111,0.8723333333333333,0.8748611111111111,0.8750833333333333,0.8766388888888889,0.8786666666666667,0.8793888888888889,0.8784166666666666,0.8818055555555555,0.8837777777777778,0.8839444444444444,0.8850555555555556,0.8867222222222222,0.8954166666666666,0.8977222222222222,0.89825,0.9003333333333333,0.9005833333333333,0.8997777777777778,0.9005555555555556,0.9055,0.9059722222222222,0.9069722222222222,0.9067222222222222,0.9074444444444444,0.9095555555555556,0.9111666666666668,0.9087222222222222,0.9099722222222222,0.9128888888888887,0.9124444444444444,0.9120277777777778,0.9121388888888888,0.9133888888888888,0.91375,0.9131111111111112,0.9142777777777776,0.9127222222222222,0.9119444444444444,0.9145
