SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0,0.7700833333333333,0.8610555555555556,0.8881388888888889,0.9004722222222222,0.9029166666666668,0.9072222222222224,0.9085555555555556,0.9095277777777778,0.9114166666666668,0.9138888888888888,0.9153333333333332,0.9161388888888888,0.9177222222222222,0.9175833333333332,0.9186944444444444,0.9176944444444444,0.9193611111111112,0.9179166666666668,0.9194444444444444,0.9201944444444444,0.9213888888888888,0.9211111111111112,0.9244722222222224,0.9255277777777776,0.9245555555555556,0.9255833333333332,0.9243611111111112,0.9260833333333334,0.9258333333333332,0.9277222222222222,0.9269444444444443,0.9277222222222222,0.9271666666666668,0.9272222222222222,0.9291388888888888,0.9288333333333332,0.9297222222222222,0.929,0.9286944444444444,0.9291944444444444,0.9291388888888888,0.9299166666666666,0.9301111111111112,0.9287222222222222,0.9293055555555556,0.9294166666666668,0.9293611111111112,0.9293333333333332,0.9298888888888889
2,0.8,0.88475,0.9075,0.915,0.9172777777777776,0.9206111111111112,0.92125,0.9230555555555556,0.9249166666666668,0.9229444444444443,0.9256666666666666,0.9261111111111112,0.9271666666666668,0.9266666666666666,0.9268611111111112,0.92825,0.927,0.9283333333333332,0.9280277777777778,0.9273611111111112,0.9282222222222222,0.9298888888888888,0.9305833333333332,0.9305555555555556,0.9307222222222222,0.9313888888888888,0.9301111111111112,0.9312222222222222,0.9317222222222222,0.9319166666666666,0.9316944444444444,0.9323611111111112,0.9330833333333334,0.9333055555555556,0.93225,0.9325555555555556,0.9328333333333332,0.9325,0.9336944444444444,0.9328611111111113,0.9328055555555556,0.9341111111111112,0.9336111111111112,0.9338611111111113,0.9331388888888889,0.9335833333333332,0.9331388888888889,0.9329722222222222,0.9335277777777777
4,0.8089166666666666,0.8898055555555555,0.9148888888888888,0.92075,0.9243055555555556,0.9233611111111112,0.9261388888888888,0.9276388888888888,0.9280833333333334,0.9273611111111112,0.9294722222222224,0.9288888888888888,0.9295555555555556,0.9296111111111112,0.9306111111111112,0.9302222222222222,0.9308333333333332,0.9304444444444444,0.9306111111111112,0.93125,0.9299722222222222,0.9318055555555556,0.93275,0.9337777777777778,0.9332222222222222,0.9321666666666668,0.9336111111111112,0.933,0.9328611111111113,0.9343333333333332,0.9338888888888888,0.9341666666666668,0.9341666666666668,0.9343611111111112,0.9350277777777778,0.9341666666666668,0.9341388888888889,0.9351111111111112,0.9355555555555556,0.9351388888888889,0.9352222222222222,0.9343333333333332,0.9346111111111112,0.9349722222222222,0.9350555555555556,0.9342777777777778,0.9348611111111113,0.9346944444444444,0.9352777777777778
6,0.8130833333333334,0.8918888888888888,0.9134166666666668,0.9207222222222222,0.9253888888888888,0.9266666666666666,0.9281388888888888,0.9284722222222224,0.9295555555555556,0.9304444444444444,0.9314166666666668,0.9319166666666666,0.9326111111111112,0.9336111111111112,0.9325277777777776,0.9335555555555556,0.934,0.9334444444444444,0.9335555555555556,0.9328611111111113,0.9337777777777778,0.9333888888888888,0.9356666666666666,0.9347777777777778,0.9351111111111112,0.9350833333333334,0.9340555555555556,0.9350833333333334,0.93475,0.9356666666666666,0.9361944444444444,0.9363333333333334,0.9355833333333332,0.9353333333333332,0.9359444444444444,0.9360277777777778,0.9364166666666668,0.9359722222222222,0.9363888888888888,0.9359722222222222,0.9366944444444444,0.9368055555555556,0.93625,0.9364444444444444,0.93625,0.9364166666666668,0.9369722222222222,0.9362777777777778,0.9367222222222222
8,0.8126666666666666,0.8929166666666667,0.9155833333333332,0.9231666666666668,0.9266388888888888,0.9278055555555556,0.9306111111111112,0.9303055555555556,0.9326111111111112,0.932,0.9323055555555556,0.9326666666666666,0.9321944444444444,0.9338611111111113,0.9344166666666668,0.9329722222222222,0.9336111111111112,0.934,0.9334166666666668,0.9341666666666668,0.9345,0.93525,0.9352222222222222,0.9356666666666666,0.9357222222222222,0.9353055555555556,0.9356666666666666,0.9361944444444444,0.9369166666666666,0.9362777777777778,0.9366666666666666,0.9360833333333334,0.9358611111111113,0.9365555555555556,0.9373611111111112,0.9368611111111113,0.9370277777777778,0.9369722222222222,0.9372777777777778,0.9371944444444444,0.9368055555555556,0.9376944444444444,0.9365555555555556,0.9372777777777778,0.9372777777777778,0.9366944444444444,0.9365833333333332,0.9363611111111112,0.9372222222222222
10,0.8161388888888889,0.8931388888888889,0.9183888888888888,0.9255833333333332,0.9275833333333332,0.9294722222222224,0.9320555555555556,0.9320833333333334,0.9331944444444444,0.9338888888888888,0.9346944444444444,0.9351388888888889,0.9349444444444444,0.9354166666666668,0.9347777777777778,0.9350833333333334,0.9356666666666666,0.9349166666666666,0.9368611111111113,0.9368055555555556,0.9365833333333332,0.936,0.9376388888888888,0.9377222222222222,0.9378055555555556,0.9373611111111112,0.9373055555555556,0.9373888888888888,0.9390833333333334,0.9375555555555556,0.9386111111111112,0.9387777777777778,0.9386666666666666,0.9391111111111112,0.9378333333333332,0.9374166666666668,0.9386388888888888,0.9377777777777778,0.9388055555555556,0.9387222222222222,0.9379166666666666,0.9386111111111112,0.9386111111111112,0.9393888888888888,0.9379166666666666,0.9382222222222222,0.9385555555555556,0.9394166666666668,0.9379444444444445
12,0.8129722222222222,0.8950277777777778,0.9168611111111112,0.9234444444444444,0.9266666666666666,0.9274722222222224,0.9301111111111112,0.9313055555555556,0.9328611111111113,0.931,0.9328055555555556,0.9336111111111112,0.9344166666666668,0.9329722222222222,0.9341944444444444,0.9342222222222222,0.9338333333333332,0.9359166666666666,0.9362222222222222,0.93525,0.9355277777777776,0.9350555555555556,0.9363333333333334,0.9368333333333332,0.9354444444444444,0.9363333333333334,0.9360833333333334,0.9368611111111113,0.9374444444444444,0.9375555555555556,0.9369444444444444,0.9363055555555556,0.9372222222222222,0.9366388888888888,0.9374444444444444,0.9376111111111112,0.9366944444444444,0.9378611111111111,0.9373333333333334,0.9368333333333332,0.9385833333333332,0.9374722222222224,0.9375277777777776,0.9373055555555556,0.93825,0.9375,0.9383333333333334,0.9388333333333332,0.9377777777777778
14,0.8141111111111111,0.8934444444444445,0.9172777777777776,0.9240555555555556,0.9275277777777776,0.9295,0.93,0.9308888888888888,0.9316666666666666,0.9320833333333334,0.9336944444444444,0.9336388888888888,0.9329444444444444,0.9348888888888888,0.9346111111111112,0.935,0.9343333333333332,0.9353333333333332,0.9346388888888888,0.9343611111111112,0.9361666666666668,0.9358333333333332,0.9379166666666666,0.9363055555555556,0.9379166666666666,0.9386111111111112,0.9380833333333334,0.9381388888888887,0.9385277777777776,0.9394444444444444,0.9390555555555556,0.9395555555555556,0.9384166666666668,0.9385833333333332,0.9403888888888888,0.9390555555555556,0.9389166666666666,0.9406944444444444,0.9404444444444444,0.9400833333333334,0.9398611111111111,0.9405,0.9395555555555556,0.9406944444444444,0.9396944444444444,0.9393888888888888,0.9406666666666668,0.9396111111111112,0.9403333333333334
16,0.8134444444444444,0.8954722222222222,0.9186111111111112,0.9245277777777776,0.9272222222222222,0.9270833333333334,0.9291111111111112,0.9307222222222222,0.9316666666666666,0.9320833333333334,0.9329722222222222,0.9328333333333332,0.9341388888888889,0.9342222222222222,0.9336944444444444,0.9340277777777778,0.9342777777777778,0.9358611111111113,0.9328611111111113,0.9338333333333332,0.9345,0.9335,0.9363611111111112,0.9348333333333332,0.9356388888888888,0.9364722222222224,0.9355555555555556,0.9348888888888888,0.9361944444444444,0.9380277777777778,0.9371944444444444,0.9359444444444444,0.9364722222222224,0.9364166666666668,0.9370833333333334,0.9379166666666666,0.9380277777777778,0.9363055555555556,0.9384722222222224,0.9381944444444444,0.9374444444444444,0.9376666666666666,0.9378888888888888,0.9375555555555556,0.9374166666666668,0.9383333333333334,0.9378333333333332,0.93825,0.9384722222222223
18,0.8155277777777777,0.8926111111111111,0.9156388888888888,0.9236388888888888,0.926,0.9272777777777778,0.9301944444444444,0.93025,0.9316111111111112,0.9309166666666666,0.931,0.9334722222222224,0.9326666666666666,0.9337222222222222,0.9333888888888888,0.9335833333333332,0.934,0.9339166666666666,0.9348055555555556,0.9326944444444444,0.93525,0.9353055555555556,0.9350833333333334,0.9368333333333332,0.9361666666666668,0.9361944444444444,0.9364722222222224,0.9369166666666666,0.937,0.9375833333333332,0.9389166666666666,0.9376388888888888,0.9376111111111112,0.9378888888888888,0.9386666666666666,0.9384444444444444,0.9388888888888888,0.9371111111111112,0.9365555555555556,0.9405277777777776,0.9381944444444444,0.9394444444444444,0.9388888888888888,0.9396111111111112,0.9388888888888888,0.9393611111111112,0.9395277777777776,0.9383611111111112,0.9400277777777778
Avg,0.5572902777777777,0.6124777777777778,0.6304791666666667,0.6368013888888889,0.6399916666666666,0.642275,0.6442277777777777,0.6459430555555555,0.6476861111111111,0.6486152777777778,0.6501388888888889,0.6515,0.6526347222222222,0.6536666666666666,0.6543680555555556,0.6569208333333333,0.6596111111111111,0.6633055555555556,0.6661597222222222,0.6686958333333334,0.6712708333333334,0.6725291666666666,0.6814694444444445,0.6835944444444444,0.6848430555555556,0.6861694444444445,0.6871388888888889,0.6875083333333334,0.6890666666666667,0.6952513888888889,0.6961486111111111,0.6969222222222222,0.6974375,0.6982236111111111,0.7020722222222222,0.7028458333333333,0.7035375,0.7034319444444445,0.7059625,0.7064013888888889,0.7063736111111111,0.7069347222222222,0.7072888888888889,0.7079277777777778,0.7077833333333333,0.7085666666666667,0.7083583333333333,0.7082361111111111,0.7087888888888889
