SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,0.6484848484848484,0.7295454545454545,0.7606060606060606,0.7957575757575758,0.8037878787878788,0.8172727272727273,0.8183333333333334,0.828939393939394,0.8333333333333334,0.843939393939394,0.8612121212121212,0.8666666666666667,0.871969696969697,0.8851515151515151,0.8878787878787879,0.8916666666666667,0.8936363636363637,0.8931818181818182,0.8974242424242425,0.8986363636363637,0.8993939393939394,0.9024242424242424,0.9043939393939394,0.9112121212121213,0.9131818181818182,0.9163636363636364,0.9136363636363636,0.9145454545454546,0.9166666666666666,0.9207575757575758,0.9180303030303032,0.9190909090909092,0.9216666666666666,0.9174242424242425
2,0.6516666666666666,0.7486363636363637,0.7854545454545454,0.8157575757575758,0.825,0.8306060606060606,0.8334848484848485,0.8366666666666667,0.8483333333333334,0.8606060606060606,0.8695454545454545,0.8828787878787879,0.8895454545454545,0.8984848484848484,0.901818181818182,0.9059090909090908,0.906818181818182,0.9112121212121213,0.9113636363636364,0.9109090909090908,0.9163636363636364,0.916060606060606,0.9156060606060606,0.918939393939394,0.921969696969697,0.9212121212121211,0.9233333333333332,0.9222727272727272,0.9246969696969696,0.9231818181818182,0.9242424242424242,0.925,0.925,0.9259090909090909
4,0.6674242424242425,0.7554545454545455,0.7937878787878788,0.8246969696969697,0.8290909090909091,0.8359090909090909,0.8422727272727273,0.848030303030303,0.8545454545454545,0.8618181818181818,0.8801515151515151,0.8904545454545455,0.8989393939393939,0.9027272727272728,0.9090909090909092,0.9113636363636364,0.9109090909090908,0.9128787878787878,0.9140909090909092,0.9190909090909092,0.9177272727272728,0.9192424242424242,0.9195454545454546,0.922878787878788,0.9251515151515152,0.9265151515151516,0.9231818181818182,0.923030303030303,0.9263636363636364,0.927121212121212,0.9262121212121212,0.9266666666666666,0.928939393939394,0.9266666666666666
6,0.6668181818181819,0.7557575757575757,0.7992424242424242,0.8259090909090909,0.8340909090909091,0.8413636363636363,0.8487878787878788,0.8474242424242424,0.8583333333333333,0.8718181818181818,0.8887878787878788,0.8956060606060606,0.8987878787878788,0.9034848484848484,0.906060606060606,0.9137878787878788,0.911818181818182,0.9142424242424242,0.9174242424242424,0.9175757575757576,0.9206060606060606,0.9237878787878788,0.921818181818182,0.9248484848484848,0.9268181818181818,0.9263636363636364,0.9240909090909092,0.923939393939394,0.9256060606060608,0.9262121212121212,0.9256060606060608,0.9256060606060608,0.9242424242424242,0.9277272727272727
8,0.6651515151515152,0.7587878787878788,0.7998484848484848,0.8259090909090909,0.8331818181818181,0.8333333333333334,0.8398484848484848,0.8519696969696969,0.8575757575757575,0.8690909090909091,0.8898484848484849,0.8934848484848484,0.899090909090909,0.9054545454545454,0.9072727272727272,0.9125757575757576,0.9156060606060606,0.9148484848484848,0.9184848484848483,0.922121212121212,0.916969696969697,0.9177272727272728,0.9257575757575758,0.9237878787878788,0.9227272727272728,0.9286363636363636,0.9251515151515152,0.9275757575757576,0.9274242424242424,0.9287878787878788,0.9284848484848484,0.926060606060606,0.9292424242424242,0.9292424242424242
10,0.6631818181818182,0.7643939393939394,0.7992424242424242,0.8362121212121212,0.8331818181818181,0.8459090909090909,0.8507575757575757,0.8495454545454545,0.8501515151515151,0.8693939393939394,0.8906060606060606,0.8978787878787878,0.9004545454545455,0.9084848484848485,0.9128787878787878,0.9145454545454546,0.9166666666666666,0.9162121212121213,0.917121212121212,0.9195454545454546,0.9195454545454546,0.9222727272727272,0.9251515151515152,0.926060606060606,0.927121212121212,0.925,0.9275757575757576,0.9266666666666666,0.926969696969697,0.9284848484848484,0.926969696969697,0.9262121212121212,0.9283333333333332,0.9277272727272727
12,0.6778787878787879,0.7601515151515151,0.7945454545454546,0.8251515151515152,0.8357575757575758,0.8346969696969697,0.843030303030303,0.8462121212121212,0.8536363636363636,0.8656060606060606,0.8803030303030303,0.895,0.8951515151515151,0.9057575757575758,0.9059090909090908,0.9078787878787878,0.9140909090909092,0.9143939393939394,0.9183333333333332,0.9224242424242424,0.9209090909090908,0.9192424242424242,0.9243939393939394,0.926060606060606,0.9262121212121212,0.927121212121212,0.9277272727272728,0.9251515151515152,0.9283333333333332,0.9272727272727272,0.927878787878788,0.9274242424242424,0.9277272727272728,0.9271212121212121
14,0.66,0.7601515151515151,0.791060606060606,0.8283333333333334,0.8254545454545454,0.8372727272727273,0.8359090909090909,0.8431818181818181,0.8543939393939394,0.875,0.8822727272727273,0.8877272727272727,0.8962121212121212,0.9045454545454544,0.9065151515151516,0.9101515151515152,0.9148484848484848,0.917121212121212,0.9180303030303032,0.9198484848484848,0.9206060606060606,0.9193939393939394,0.925,0.9275757575757576,0.9266666666666666,0.9303030303030304,0.9272727272727272,0.9268181818181818,0.927121212121212,0.9251515151515152,0.9272727272727272,0.927878787878788,0.9268181818181818,0.9275757575757576
16,0.6703030303030303,0.7524242424242424,0.7936363636363636,0.826060606060606,0.8283333333333334,0.8324242424242424,0.8403030303030303,0.8442424242424242,0.8483333333333334,0.8668181818181818,0.8834848484848485,0.8896969696969697,0.9006060606060606,0.9034848484848484,0.9037878787878788,0.9054545454545454,0.912121212121212,0.9142424242424242,0.911969696969697,0.9156060606060606,0.9140909090909092,0.9125757575757576,0.9165151515151516,0.9227272727272728,0.9248484848484848,0.9234848484848484,0.9222727272727272,0.9201515151515152,0.9265151515151516,0.9253030303030304,0.9222727272727272,0.9227272727272728,0.9263636363636364,0.9253030303030303
18,0.6674242424242425,0.7625757575757576,0.7993939393939394,0.8254545454545454,0.8353030303030303,0.8418181818181818,0.8433333333333334,0.8457575757575757,0.8539393939393939,0.8666666666666667,0.8854545454545455,0.8924242424242425,0.894090909090909,0.901060606060606,0.9109090909090908,0.9093939393939394,0.9125757575757576,0.9131818181818182,0.9175757575757576,0.9172727272727272,0.9186363636363636,0.9201515151515152,0.921060606060606,0.9224242424242424,0.9236363636363636,0.9222727272727272,0.9240909090909092,0.9242424242424242,0.9268181818181818,0.9266666666666666,0.927121212121212,0.9257575757575758,0.9272727272727272,0.9253030303030303
Avg,0.4644015151515152,0.5273712121212121,0.5486969696969697,0.5678409090909091,0.5717651515151515,0.5783712121212121,0.5820606060606061,0.5859621212121212,0.5901742424242424,0.5994848484848485,0.6095227272727273,0.6143181818181818,0.6188712121212121,0.6230530303030303,0.6269848484848485,0.6282272727272727,0.6306363636363637,0.633030303030303,0.6346515151515152,0.6366439393939394,0.6381212121212121,0.6388787878787878,0.6405984848484848,0.6481969696969697,0.6503106060606061,0.6514166666666666,0.6521666666666667,0.6543181818181818,0.6594015151515151,0.662,0.6624318181818182,0.66325,0.6678787878787878,0.6684621212121212
