SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,0.7333611111111111,0.8111944444444444,0.8664166666666666,0.8860833333333333,0.8970277777777778,0.9025555555555556,0.9058333333333334,0.9081388888888888,0.911,0.91075,0.9120555555555556,0.9144722222222222,0.9139166666666668,0.9156111111111112,0.9161388888888888,0.9180277777777778,0.9218055555555555,0.9217777777777778,0.9211666666666668,0.9233333333333332,0.9216666666666666,0.9238055555555555,0.9253611111111112,0.9255555555555556,0.9248333333333332,0.9264722222222224,0.9271666666666668,0.9268611111111112,0.9266111111111112,0.9270555555555556,0.9274166666666668,0.9281944444444444,0.9268611111111112,0.9275833333333333
2,0.7601944444444444,0.8283888888888888,0.8885555555555555,0.9064166666666666,0.9138055555555556,0.9175277777777778,0.9201111111111112,0.9214444444444444,0.923,0.9234444444444444,0.9246944444444444,0.9254444444444444,0.9263055555555556,0.9260833333333334,0.9271944444444444,0.9275555555555556,0.9302777777777778,0.9299444444444444,0.9297777777777778,0.9299722222222222,0.92975,0.9319722222222222,0.9321666666666668,0.932,0.9318888888888888,0.9328611111111113,0.9323888888888888,0.933,0.9323888888888888,0.9327222222222222,0.932,0.933,0.9325833333333332,0.93275
4,0.7662777777777777,0.8365277777777778,0.894,0.9131666666666668,0.9216666666666666,0.9241388888888888,0.9248333333333332,0.92625,0.9272222222222222,0.9288055555555556,0.9282222222222222,0.9293888888888888,0.9280277777777778,0.9293611111111112,0.9308333333333332,0.9296666666666666,0.932,0.9326944444444444,0.93175,0.9329444444444444,0.9319444444444444,0.9330555555555556,0.9332222222222222,0.9330555555555556,0.9329166666666666,0.9335277777777776,0.9338611111111113,0.9343888888888888,0.9335833333333332,0.93425,0.9341666666666668,0.9334166666666668,0.9336388888888888,0.9339166666666666
6,0.7768055555555555,0.8410277777777778,0.8989166666666667,0.91675,0.9233888888888888,0.9261666666666668,0.9274444444444444,0.9302777777777778,0.9309166666666666,0.9314166666666668,0.9305833333333332,0.9337777777777778,0.9320277777777778,0.9323333333333332,0.9324444444444444,0.9328333333333332,0.9353888888888888,0.9349444444444444,0.9349722222222222,0.9353888888888888,0.9348888888888888,0.9366388888888888,0.9358888888888888,0.9359166666666666,0.935,0.9357222222222222,0.9362222222222222,0.9364722222222224,0.9369166666666666,0.9364444444444444,0.9359722222222222,0.9375277777777776,0.9367777777777778,0.937
8,0.7782777777777777,0.8428333333333333,0.9028611111111112,0.9184722222222222,0.9243611111111112,0.92775,0.9293611111111112,0.9297777777777778,0.9311111111111112,0.9319444444444444,0.9334722222222224,0.9338333333333332,0.9325555555555556,0.9346666666666666,0.9345833333333332,0.9341111111111112,0.936,0.93625,0.936,0.9362222222222222,0.9360555555555556,0.9371111111111112,0.9366666666666666,0.93675,0.9373611111111112,0.9365277777777776,0.9372777777777778,0.9375,0.9368611111111113,0.9378055555555556,0.9375277777777776,0.9376666666666666,0.9374722222222224,0.9379722222222222
10,0.7809444444444444,0.8483333333333334,0.9055555555555556,0.9214166666666668,0.928,0.9311944444444444,0.9348055555555556,0.93525,0.9355277777777776,0.9356388888888888,0.9348055555555556,0.93575,0.9368888888888888,0.9371388888888889,0.9378055555555556,0.9375,0.9382777777777778,0.93875,0.9384166666666668,0.9398611111111111,0.9390833333333334,0.9394444444444444,0.939,0.93925,0.9392777777777778,0.9397222222222222,0.9398611111111111,0.9391388888888887,0.94025,0.9399444444444444,0.9396388888888888,0.9390833333333334,0.9399166666666666,0.9399166666666666
12,0.7778333333333334,0.8471666666666666,0.9034166666666666,0.9218888888888888,0.929,0.9308888888888888,0.9332777777777778,0.9340277777777778,0.9345,0.9353055555555556,0.936,0.9343888888888888,0.9365277777777776,0.9352777777777778,0.9365,0.9361666666666668,0.9375,0.9378333333333332,0.9391944444444444,0.93825,0.9398055555555556,0.9386944444444444,0.9388888888888888,0.9395,0.9394722222222224,0.9392222222222222,0.9396388888888888,0.9396111111111112,0.9401666666666668,0.9395555555555556,0.9393055555555556,0.9396111111111112,0.9396666666666668,0.9401666666666667
14,0.7783611111111111,0.8487777777777777,0.90525,0.9247777777777778,0.9295277777777776,0.9326944444444444,0.9340277777777778,0.9351388888888889,0.9346944444444444,0.9348888888888888,0.9371388888888889,0.9378888888888888,0.9377777777777778,0.9369444444444444,0.93675,0.938,0.9403333333333334,0.9392222222222222,0.9411111111111112,0.9391388888888887,0.9408055555555556,0.9404722222222224,0.9406388888888888,0.9418888888888888,0.9406388888888888,0.9416111111111112,0.9419166666666666,0.9421666666666668,0.9414166666666668,0.9423055555555556,0.9418888888888888,0.9415833333333332,0.9416388888888888,0.942
16,0.7812222222222223,0.8499722222222222,0.9088055555555556,0.92575,0.9316944444444444,0.9347222222222222,0.9356388888888888,0.9367222222222222,0.9378333333333332,0.93875,0.93925,0.9396666666666668,0.9408333333333332,0.9409722222222222,0.9411944444444444,0.9419444444444444,0.9431388888888887,0.9439166666666666,0.9437222222222222,0.9439722222222222,0.9435555555555556,0.9449722222222222,0.9451111111111112,0.9452222222222222,0.9458333333333332,0.9462777777777778,0.9459166666666666,0.9454722222222224,0.9455,0.9459444444444444,0.9466666666666668,0.9465833333333332,0.9455555555555556,0.9463055555555555
18,0.7798333333333334,0.8521111111111112,0.9089166666666668,0.9260833333333334,0.9327222222222222,0.936,0.9366944444444444,0.9386388888888888,0.9396388888888888,0.9399722222222222,0.9399722222222222,0.9403055555555556,0.9408055555555556,0.9415555555555556,0.9422222222222222,0.9416388888888888,0.9441111111111112,0.9440555555555556,0.9447777777777778,0.9447222222222222,0.9453333333333334,0.9458333333333332,0.9461111111111112,0.9464166666666668,0.9465555555555556,0.9468055555555556,0.9466944444444444,0.9460833333333334,0.9466944444444444,0.9473611111111112,0.9465277777777776,0.9469722222222222,0.9475,0.9481388888888889
