SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
-20,0.0919696969696969,0.095,0.0937878787878787,0.0956060606060606,0.0939393939393939,0.0959090909090909,0.0977272727272727,0.0993939393939394,0.1016666666666666,0.0992424242424242,0.1007575757575757,0.1054545454545454,0.1037878787878787,0.1042424242424242,0.1068181818181818,0.1092424242424242,0.1086363636363636,0.111060606060606,0.1121212121212121,0.1139393939393939,0.1201515151515151,0.1242424242424242,0.1224242424242424,0.1272727272727272,0.1342424242424242,0.1372727272727272,0.1421212121212121,0.1401515151515151,0.1478787878787879,0.1503030303030303,0.1481818181818182,0.153030303030303,0.1498484848484848,0.1474242424242424,0.1578787878787878,0.15696969696969698
-18,0.094090909090909,0.0925757575757575,0.0939393939393939,0.0975757575757575,0.0974242424242424,0.0984848484848484,0.1015151515151515,0.1009090909090909,0.0993939393939394,0.1024242424242424,0.1036363636363636,0.1053030303030303,0.1068181818181818,0.1096969696969697,0.1109090909090909,0.1125757575757575,0.1163636363636363,0.1186363636363636,0.1131818181818181,0.1178787878787878,0.1266666666666666,0.1281818181818181,0.1295454545454545,0.1316666666666666,0.14,0.1431818181818182,0.1434848484848485,0.1484848484848485,0.1533333333333333,0.1548484848484848,0.1559090909090909,0.1546969696969697,0.1603030303030303,0.1616666666666666,0.1595454545454545,0.16803030303030303
-16,0.0943939393939393,0.0977272727272727,0.0968181818181818,0.1015151515151515,0.1003030303030303,0.1024242424242424,0.1059090909090909,0.1054545454545454,0.1084848484848484,0.1089393939393939,0.1092424242424242,0.1169696969696969,0.113030303030303,0.1181818181818181,0.12,0.1251515151515151,0.1246969696969697,0.1266666666666666,0.1298484848484848,0.1351515151515151,0.1375757575757575,0.1443939393939394,0.1478787878787879,0.1472727272727272,0.154090909090909,0.1554545454545454,0.1598484848484848,0.1654545454545454,0.1690909090909091,0.1675757575757575,0.1724242424242424,0.1731818181818182,0.1801515151515151,0.1821212121212121,0.1784848484848485,0.1831818181818182
-14,0.1089393939393939,0.1231818181818181,0.123030303030303,0.1313636363636363,0.1296969696969697,0.1333333333333333,0.1351515151515151,0.1393939393939394,0.1393939393939394,0.1403030303030303,0.146060606060606,0.148030303030303,0.1492424242424242,0.1536363636363636,0.1559090909090909,0.1569696969696969,0.161060606060606,0.1631818181818181,0.1701515151515151,0.1628787878787878,0.1769696969696969,0.178030303030303,0.1822727272727272,0.1866666666666666,0.1933333333333333,0.2036363636363636,0.206060606060606,0.201060606060606,0.2081818181818182,0.2107575757575757,0.2104545454545454,0.2172727272727272,0.2165151515151515,0.2206060606060606,0.2184848484848484,0.22196969696969698
-12,0.1462121212121212,0.176060606060606,0.1886363636363636,0.1884848484848484,0.1854545454545454,0.1922727272727272,0.1936363636363636,0.1966666666666666,0.1992424242424242,0.1931818181818181,0.1966666666666666,0.1995454545454545,0.201060606060606,0.1957575757575757,0.2054545454545454,0.206060606060606,0.2095454545454545,0.2109090909090909,0.2093939393939393,0.2146969696969697,0.2292424242424242,0.2319696969696969,0.2383333333333333,0.2398484848484848,0.2545454545454545,0.2563636363636363,0.2548484848484848,0.2524242424242424,0.268030303030303,0.2643939393939394,0.2716666666666666,0.2698484848484848,0.28,0.2801515151515151,0.2801515151515151,0.2821212121212121
-10,0.2274242424242424,0.2601515151515151,0.2654545454545454,0.2666666666666666,0.2678787878787879,0.2692424242424242,0.2775757575757576,0.2804545454545454,0.2818181818181818,0.2821212121212121,0.2884848484848485,0.2845454545454545,0.2868181818181818,0.2921212121212121,0.2987878787878787,0.3068181818181818,0.2983333333333333,0.2984848484848484,0.3042424242424242,0.2998484848484848,0.3125757575757575,0.3286363636363636,0.3275757575757576,0.3313636363636363,0.3454545454545454,0.3527272727272727,0.3542424242424242,0.3551515151515151,0.3621212121212121,0.3713636363636363,0.3725757575757575,0.3731818181818181,0.3762121212121212,0.3719696969696969,0.3798484848484848,0.3781818181818182
-8,0.3343939393939394,0.3751515151515151,0.3843939393939394,0.3878787878787879,0.395,0.4042424242424242,0.4107575757575757,0.4101515151515151,0.4083333333333333,0.4233333333333333,0.423030303030303,0.4272727272727272,0.435,0.4346969696969697,0.4390909090909091,0.4471212121212121,0.4493939393939394,0.4481818181818182,0.4525757575757576,0.4537878787878788,0.4783333333333333,0.4742424242424242,0.478030303030303,0.4845454545454545,0.5056060606060606,0.5075757575757576,0.5115151515151515,0.5103030303030303,0.5186363636363637,0.5306060606060606,0.5196969696969697,0.525,0.5359090909090909,0.5365151515151515,0.5359090909090909,0.5404545454545454
-6,0.4412121212121212,0.5148484848484849,0.5337878787878788,0.5392424242424242,0.5584848484848485,0.5615151515151515,0.566060606060606,0.5759090909090909,0.5866666666666667,0.5798484848484848,0.5910606060606061,0.6031818181818182,0.5971212121212122,0.6042424242424242,0.6113636363636363,0.6060606060606061,0.6134848484848485,0.6354545454545455,0.6203030303030304,0.6356060606060606,0.6543939393939394,0.6537878787878788,0.6565151515151515,0.666060606060606,0.675,0.6806060606060607,0.6792424242424242,0.6859090909090909,0.6946969696969697,0.6957575757575758,0.7042424242424242,0.695,0.7153030303030303,0.7074242424242424,0.7103030303030303,0.7128787878787879
-4,0.5406060606060606,0.6263636363636363,0.6521212121212121,0.6522727272727272,0.6698484848484848,0.6792424242424242,0.6951515151515152,0.7103030303030303,0.708030303030303,0.7107575757575758,0.7183333333333334,0.7225757575757575,0.7384848484848485,0.7421212121212121,0.7446969696969697,0.7493939393939394,0.7536363636363637,0.7610606060606061,0.7672727272727272,0.7609090909090909,0.7793939393939394,0.7901515151515152,0.7907575757575758,0.7925757575757576,0.8077272727272727,0.8096969696969697,0.8118181818181818,0.8153030303030303,0.818939393939394,0.8225757575757576,0.8221212121212121,0.8262121212121212,0.8337878787878787,0.8340909090909091,0.8351515151515152,0.8240909090909091
-2,0.5910606060606061,0.6836363636363636,0.7166666666666667,0.7383333333333333,0.7578787878787879,0.7674242424242425,0.771969696969697,0.7881818181818182,0.79,0.795,0.8157575757575758,0.8148484848484848,0.8272727272727273,0.8363636363636363,0.8384848484848485,0.8403030303030303,0.8427272727272728,0.843939393939394,0.8454545454545455,0.8510606060606061,0.8709090909090909,0.8690909090909091,0.8704545454545455,0.8721212121212121,0.8784848484848485,0.889090909090909,0.8804545454545455,0.8796969696969696,0.8933333333333333,0.8874242424242424,0.8874242424242424,0.8874242424242424,0.8936363636363637,0.8906060606060606,0.8937878787878788,0.8883333333333333
