SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
-20,0.0924242424242424,0.0904545454545454,0.0927272727272727,0.0931818181818181,0.0928787878787878,0.0946969696969697,0.0953030303030303,0.0937878787878787,0.0927272727272727,0.0948484848484848,0.093030303030303,0.0954545454545454,0.0943939393939393,0.0925757575757575,0.0936363636363636,0.094090909090909,0.0934848484848484,0.0945454545454545,0.094090909090909,0.0915151515151515,0.0925757575757575,0.0948484848484848,0.095,0.0953030303030303,0.0942424242424242,0.0957575757575757,0.0942424242424242,0.096060606060606,0.0951515151515151,0.0928787878787878,0.0939393939393939,0.0936363636363636,0.0957575757575757,0.0943939393939393,0.0974242424242424,0.0953030303030303,0.0968181818181818,0.0965151515151515,0.0939393939393939,0.0969696969696969,0.0957575757575757,0.0954545454545454,0.0954545454545454,0.0956060606060606,0.0963636363636363,0.0942424242424242,0.0969696969696969,0.099090909090909,0.0968181818181818,0.0962121212121212,0.0981818181818181,0.0969696969696969,0.0969696969696969,0.0972727272727272,0.0972727272727272,0.096060606060606,0.0963636363636363,0.0983333333333333,0.0995454545454545,0.0993939393939394
-18,0.0942424242424242,0.0972727272727272,0.0968181818181818,0.094090909090909,0.0972727272727272,0.0966666666666666,0.0963636363636363,0.0956060606060606,0.0986363636363636,0.0972727272727272,0.0965151515151515,0.0975757575757575,0.0977272727272727,0.0968181818181818,0.0966666666666666,0.0983333333333333,0.0996969696969697,0.0963636363636363,0.098030303030303,0.0951515151515151,0.0946969696969697,0.0953030303030303,0.0975757575757575,0.0974242424242424,0.0969696969696969,0.0975757575757575,0.098030303030303,0.0969696969696969,0.096060606060606,0.0971212121212121,0.0972727272727272,0.0975757575757575,0.0971212121212121,0.0954545454545454,0.0972727272727272,0.0975757575757575,0.0966666666666666,0.0987878787878787,0.0953030303030303,0.0989393939393939,0.0987878787878787,0.0978787878787878,0.0989393939393939,0.0969696969696969,0.0995454545454545,0.1003030303030303,0.0986363636363636,0.1001515151515151,0.0993939393939394,0.0987878787878787,0.0995454545454545,0.1019696969696969,0.101060606060606,0.101060606060606,0.1022727272727272,0.1024242424242424,0.1007575757575757,0.1012121212121212,0.1027272727272727,0.10196969696969697
-16,0.0951515151515151,0.0951515151515151,0.0981818181818181,0.0984848484848484,0.1013636363636363,0.101060606060606,0.098030303030303,0.1013636363636363,0.1027272727272727,0.1036363636363636,0.1040909090909091,0.1056060606060606,0.1024242424242424,0.0984848484848484,0.1028787878787878,0.1043939393939394,0.101060606060606,0.1036363636363636,0.1019696969696969,0.103030303030303,0.1045454545454545,0.1022727272727272,0.1042424242424242,0.103030303030303,0.1019696969696969,0.1013636363636363,0.1012121212121212,0.1042424242424242,0.105,0.1028787878787878,0.1012121212121212,0.1034848484848484,0.1059090909090909,0.1042424242424242,0.1072727272727272,0.1027272727272727,0.1040909090909091,0.1071212121212121,0.105,0.1046969696969696,0.1037878787878787,0.1069696969696969,0.1048484848484848,0.1039393939393939,0.105,0.1075757575757575,0.1077272727272727,0.1096969696969697,0.1062121212121212,0.1068181818181818,0.1074242424242424,0.1059090909090909,0.1053030303030303,0.1089393939393939,0.1086363636363636,0.1115151515151515,0.1101515151515151,0.109090909090909,0.1107575757575757,0.11515151515151516
-14,0.1042424242424242,0.1154545454545454,0.1306060606060606,0.125,0.1268181818181818,0.1256060606060606,0.1296969696969697,0.1318181818181818,0.1334848484848484,0.1366666666666666,0.1284848484848484,0.1339393939393939,0.1312121212121212,0.1296969696969697,0.1307575757575757,0.1328787878787878,0.131060606060606,0.1342424242424242,0.1313636363636363,0.1301515151515151,0.1339393939393939,0.1342424242424242,0.1331818181818181,0.1337878787878788,0.1386363636363636,0.1309090909090909,0.1289393939393939,0.1357575757575757,0.1324242424242424,0.1324242424242424,0.1353030303030303,0.133030303030303,0.1328787878787878,0.1324242424242424,0.1366666666666666,0.1333333333333333,0.1351515151515151,0.1369696969696969,0.1307575757575757,0.1374242424242424,0.1372727272727272,0.1318181818181818,0.1375757575757575,0.1322727272727272,0.1359090909090909,0.1365151515151515,0.135,0.1412121212121212,0.1328787878787878,0.141060606060606,0.1421212121212121,0.1363636363636363,0.1421212121212121,0.143030303030303,0.1392424242424242,0.1448484848484848,0.1412121212121212,0.1433333333333333,0.1427272727272727,0.14181818181818182
-12,0.1201515151515151,0.1489393939393939,0.166060606060606,0.1640909090909091,0.168030303030303,0.1716666666666666,0.1739393939393939,0.1695454545454545,0.1696969696969697,0.1724242424242424,0.1725757575757575,0.1746969696969696,0.1692424242424242,0.1736363636363636,0.1692424242424242,0.1753030303030303,0.1728787878787878,0.1739393939393939,0.1733333333333333,0.1696969696969697,0.173030303030303,0.1707575757575757,0.1715151515151515,0.1754545454545454,0.1778787878787879,0.176060606060606,0.1756060606060606,0.1724242424242424,0.1751515151515151,0.1736363636363636,0.1754545454545454,0.1795454545454545,0.176060606060606,0.1784848484848485,0.1781818181818182,0.18,0.1854545454545454,0.1798484848484848,0.1774242424242424,0.1771212121212121,0.1815151515151515,0.1819696969696969,0.1831818181818182,0.181060606060606,0.1854545454545454,0.1837878787878787,0.1901515151515151,0.19,0.1907575757575757,0.1884848484848484,0.1912121212121212,0.1924242424242424,0.1906060606060606,0.1931818181818181,0.1925757575757575,0.1928787878787878,0.1969696969696969,0.1975757575757575,0.2046969696969697,0.19924242424242425
-10,0.1740909090909091,0.2287878787878788,0.2451515151515151,0.2483333333333333,0.2553030303030303,0.2512121212121212,0.2489393939393939,0.2509090909090909,0.2519696969696969,0.2551515151515151,0.2537878787878788,0.2515151515151515,0.2539393939393939,0.2531818181818182,0.2503030303030303,0.2548484848484848,0.2524242424242424,0.256060606060606,0.2516666666666666,0.2507575757575757,0.2584848484848485,0.2606060606060606,0.2606060606060606,0.256060606060606,0.2571212121212121,0.26,0.2577272727272727,0.2537878787878788,0.2536363636363636,0.2622727272727272,0.258030303030303,0.2581818181818182,0.2533333333333333,0.261060606060606,0.2607575757575757,0.268030303030303,0.265,0.2619696969696969,0.2651515151515151,0.2609090909090909,0.2681818181818182,0.2657575757575757,0.2628787878787879,0.2713636363636363,0.261060606060606,0.271969696969697,0.2775757575757576,0.2836363636363636,0.2821212121212121,0.2821212121212121,0.2795454545454545,0.2853030303030303,0.2871212121212121,0.2928787878787879,0.2913636363636364,0.2928787878787879,0.2960606060606061,0.2965151515151515,0.3027272727272727,0.3059090909090909
-8,0.265,0.3372727272727273,0.3424242424242424,0.3533333333333333,0.356969696969697,0.3616666666666667,0.3607575757575758,0.3660606060606061,0.3666666666666666,0.3718181818181818,0.3695454545454545,0.3677272727272727,0.3807575757575757,0.383030303030303,0.3878787878787879,0.3883333333333333,0.3916666666666666,0.3895454545454545,0.3957575757575757,0.3959090909090909,0.3934848484848485,0.3953030303030303,0.4003030303030303,0.4040909090909091,0.3983333333333333,0.4034848484848485,0.4018181818181818,0.4072727272727273,0.4036363636363636,0.4089393939393939,0.4065151515151515,0.4089393939393939,0.4071212121212121,0.4087878787878788,0.4136363636363636,0.4122727272727273,0.4146969696969697,0.4139393939393939,0.4154545454545454,0.4160606060606061,0.419090909090909,0.4198484848484848,0.4163636363636364,0.4248484848484848,0.4256060606060606,0.4222727272727273,0.4334848484848485,0.4290909090909091,0.4351515151515152,0.4356060606060606,0.4386363636363636,0.4409090909090909,0.4393939393939394,0.4424242424242424,0.446060606060606,0.4442424242424242,0.451060606060606,0.4445454545454545,0.4604545454545454,0.461969696969697
-6,0.3754545454545454,0.4472727272727272,0.4686363636363636,0.4983333333333333,0.5045454545454545,0.5092424242424243,0.5101515151515151,0.5143939393939394,0.5277272727272727,0.531060606060606,0.5295454545454545,0.5395454545454546,0.5404545454545454,0.545,0.5453030303030303,0.5454545454545454,0.553030303030303,0.5556060606060607,0.5604545454545454,0.5572727272727273,0.5681818181818182,0.573030303030303,0.5756060606060606,0.5709090909090909,0.5745454545454546,0.5725757575757576,0.5783333333333334,0.5821212121212122,0.5753030303030303,0.5828787878787879,0.5806060606060606,0.5868181818181818,0.5963636363636363,0.5834848484848485,0.5859090909090909,0.59,0.595,0.6025757575757575,0.5922727272727273,0.5916666666666667,0.5998484848484849,0.598030303030303,0.6053030303030303,0.5936363636363636,0.6092424242424243,0.6133333333333333,0.6209090909090909,0.6240909090909091,0.6213636363636363,0.6271212121212121,0.6283333333333333,0.6374242424242424,0.628030303030303,0.6256060606060606,0.6366666666666667,0.6357575757575757,0.639090909090909,0.6327272727272727,0.6530303030303031,0.651969696969697
-4,0.4768181818181818,0.5613636363636364,0.5981818181818181,0.6307575757575757,0.6368181818181818,0.6536363636363637,0.6501515151515151,0.6565151515151515,0.665,0.6701515151515152,0.6765151515151515,0.6774242424242424,0.676060606060606,0.6786363636363636,0.686060606060606,0.6884848484848485,0.6868181818181818,0.6924242424242424,0.6998484848484848,0.698030303030303,0.7031818181818181,0.7004545454545454,0.7090909090909091,0.7075757575757575,0.7116666666666667,0.7107575757575758,0.7104545454545454,0.7163636363636363,0.7133333333333334,0.7187878787878788,0.7228787878787879,0.7253030303030303,0.7295454545454545,0.7269696969696969,0.725909090909091,0.7307575757575757,0.7346969696969697,0.7346969696969697,0.7342424242424243,0.7392424242424243,0.7366666666666667,0.74,0.7407575757575757,0.738030303030303,0.7421212121212121,0.7606060606060606,0.7681818181818182,0.7715151515151515,0.7724242424242425,0.7731818181818182,0.7766666666666666,0.7809090909090909,0.7766666666666666,0.7786363636363637,0.7793939393939394,0.7831818181818182,0.7836363636363637,0.7918181818181819,0.7996969696969697,0.7992424242424242
-2,0.5233333333333333,0.6351515151515151,0.6704545454545454,0.6895454545454546,0.7137878787878787,0.7243939393939394,0.7433333333333333,0.7501515151515151,0.7618181818181818,0.7646969696969697,0.7701515151515151,0.7845454545454545,0.7937878787878788,0.795,0.8025757575757576,0.801969696969697,0.8015151515151515,0.8054545454545454,0.808030303030303,0.8136363636363636,0.815,0.8143939393939394,0.8153030303030303,0.8175757575757576,0.8253030303030303,0.8257575757575758,0.8234848484848485,0.8225757575757576,0.826969696969697,0.8318181818181818,0.8327272727272728,0.8336363636363636,0.8346969696969697,0.8383333333333334,0.8356060606060606,0.8387878787878787,0.8404545454545455,0.8419696969696969,0.8456060606060606,0.843030303030303,0.8465151515151516,0.8459090909090909,0.8527272727272728,0.8574242424242424,0.8534848484848485,0.8540909090909091,0.866969696969697,0.8701515151515151,0.8695454545454545,0.8653030303030304,0.8716666666666667,0.8789393939393939,0.8751515151515151,0.8777272727272727,0.8757575757575757,0.8798484848484849,0.8812121212121212,0.8754545454545455,0.8877272727272727,0.8930303030303031
