SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
-20,0.10475,0.1053611111111111,0.1072222222222222,0.1072777777777777,0.1070277777777777,0.1058333333333333,0.1070277777777777,0.1068333333333333,0.106,0.1026666666666666,0.1043888888888888,0.1054444444444444,0.1055277777777777,0.1096111111111111,0.1089722222222222,0.1073055555555555,0.1061944444444444,0.1107777777777777,0.109,0.1113333333333333,0.1114166666666666,0.1114444444444444,0.1157222222222222,0.1193055555555555,0.1223055555555555,0.1190833333333333,0.1226111111111111,0.1271111111111111,0.12825,0.1321944444444444,0.1313333333333333,0.1345277777777777,0.13644444444444445
-18,0.1090555555555555,0.1111388888888888,0.1071944444444444,0.1069722222222222,0.1071111111111111,0.1108888888888888,0.1111666666666666,0.1126111111111111,0.1123333333333333,0.1130277777777777,0.1137222222222222,0.1133055555555555,0.1119444444444444,0.1146388888888888,0.115,0.1144722222222222,0.1141111111111111,0.1154166666666666,0.1165833333333333,0.1184166666666666,0.1191111111111111,0.1190833333333333,0.1243055555555555,0.1247222222222222,0.1249444444444444,0.1278333333333333,0.1267222222222222,0.1315833333333333,0.1340277777777777,0.1376944444444444,0.1386388888888889,0.1406388888888889,0.1411111111111111
-16,0.1159722222222222,0.119,0.1209444444444444,0.12225,0.1225277777777777,0.1209722222222222,0.1226388888888889,0.1239166666666666,0.125,0.1262222222222222,0.1232222222222222,0.126,0.1241388888888888,0.1275555555555555,0.1275,0.1270277777777777,0.1287777777777777,0.1285277777777777,0.1306388888888889,0.1310277777777777,0.1314166666666666,0.1326666666666666,0.1350277777777777,0.1376944444444444,0.1416666666666666,0.1412777777777777,0.1437222222222222,0.1500555555555555,0.1525833333333333,0.1537222222222222,0.1549722222222222,0.1575555555555555,0.15780555555555556
-14,0.1381666666666666,0.1526111111111111,0.1568055555555555,0.1583333333333333,0.161,0.1621944444444444,0.1596388888888888,0.15925,0.1614166666666666,0.1605,0.1590555555555555,0.1629722222222222,0.1625833333333333,0.1646666666666666,0.1648333333333333,0.1640833333333333,0.1654722222222222,0.1656944444444444,0.1656666666666666,0.1705277777777777,0.1700555555555555,0.17025,0.1780277777777777,0.1807777777777778,0.1826666666666666,0.1840277777777778,0.1850555555555555,0.1913333333333333,0.1942222222222222,0.197,0.1977777777777777,0.2018611111111111,0.2026388888888889
-12,0.1918611111111111,0.2026111111111111,0.2138333333333333,0.2102222222222222,0.2117777777777778,0.2096944444444444,0.2119722222222222,0.2121388888888888,0.2135,0.2128055555555555,0.2155833333333333,0.2156111111111111,0.2172222222222222,0.2215277777777777,0.2170277777777777,0.2193333333333333,0.2213055555555555,0.2231111111111111,0.22125,0.2244444444444444,0.223,0.2218611111111111,0.2322777777777777,0.2368611111111111,0.2349444444444444,0.2419722222222222,0.2382777777777777,0.2467777777777778,0.2480555555555555,0.2513055555555555,0.2504722222222222,0.2561388888888889,0.25875
-10,0.2771111111111111,0.2878611111111111,0.2856666666666667,0.2908611111111111,0.2941666666666667,0.2971388888888889,0.2994166666666666,0.2989166666666666,0.2991111111111111,0.3025,0.3069166666666666,0.3048333333333333,0.3072777777777777,0.3118611111111111,0.3087777777777777,0.3115555555555555,0.3148333333333333,0.3181944444444444,0.3204722222222222,0.3197777777777777,0.3209722222222222,0.3214166666666667,0.3328888888888889,0.3347222222222222,0.3403611111111111,0.3433055555555555,0.3440277777777777,0.35275,0.3532222222222222,0.3566944444444444,0.3603611111111111,0.3624722222222222,0.3630833333333333
-8,0.3606388888888889,0.3853055555555555,0.3863888888888889,0.3940277777777777,0.4035277777777777,0.4073888888888889,0.4059444444444444,0.4151666666666667,0.4133055555555555,0.4158055555555555,0.418,0.4232777777777777,0.4230555555555556,0.4294444444444444,0.4281388888888889,0.43175,0.4338611111111111,0.4354166666666667,0.4381388888888889,0.4423333333333333,0.4427222222222222,0.4448333333333333,0.4578055555555556,0.4628333333333333,0.4639166666666666,0.4655,0.4679722222222222,0.4786388888888889,0.4811388888888889,0.4827777777777777,0.4844722222222222,0.4891111111111111,0.492
-6,0.4756666666666667,0.5091388888888889,0.5293333333333333,0.5371944444444444,0.5430555555555555,0.5491111111111111,0.5527222222222222,0.5582777777777778,0.5645555555555556,0.5663611111111111,0.5676666666666667,0.5751666666666667,0.5756111111111111,0.5800833333333333,0.5845833333333333,0.5849722222222222,0.5893888888888889,0.5919166666666666,0.5941944444444445,0.5968611111111111,0.6016944444444444,0.6011388888888889,0.6164722222222222,0.6201944444444445,0.6213611111111111,0.6248055555555555,0.6296944444444444,0.6379166666666667,0.6423611111111112,0.6450833333333333,0.6478055555555555,0.6547222222222222,0.6568055555555555
-4,0.608,0.6620277777777778,0.6894722222222223,0.7047777777777777,0.7121111111111111,0.7176388888888889,0.7249166666666667,0.7283055555555555,0.7349444444444444,0.7393055555555555,0.7418333333333333,0.74675,0.7470555555555556,0.7503611111111111,0.7535,0.7535833333333334,0.7573333333333333,0.7591388888888889,0.7602777777777778,0.7618333333333334,0.7642222222222222,0.7647777777777778,0.7789166666666667,0.7803333333333333,0.78525,0.7853888888888889,0.7874444444444444,0.7964444444444444,0.8009722222222222,0.7988055555555555,0.8016944444444445,0.80575,0.8065555555555556
-2,0.7181388888888889,0.7899444444444444,0.8185277777777777,0.8315277777777778,0.8405277777777778,0.8450555555555556,0.8502222222222222,0.85475,0.8574722222222222,0.8613611111111111,0.8611944444444445,0.8639722222222223,0.8655,0.8668055555555556,0.8694166666666666,0.8712222222222222,0.8702222222222222,0.8716111111111111,0.8720833333333333,0.8748055555555555,0.8751388888888889,0.8765833333333334,0.8848055555555555,0.8851666666666667,0.8857777777777778,0.8859722222222223,0.8870277777777777,0.8917777777777778,0.8916388888888889,0.8930277777777778,0.8929444444444444,0.8954722222222222,0.8966666666666666
0,0.7833333333333333,0.8554166666666667,0.8853333333333333,0.9001111111111111,0.9025,0.9053055555555556,0.9091111111111112,0.9100277777777778,0.9129166666666668,0.9127777777777778,0.9141111111111112,0.9149166666666668,0.9150833333333334,0.9156388888888888,0.9150277777777778,0.9171388888888888,0.9180277777777778,0.9165277777777778,0.918,0.9188333333333332,0.9177777777777778,0.9198888888888888,0.9226666666666666,0.9227777777777778,0.9227777777777778,0.9228888888888888,0.9224166666666668,0.9241944444444444,0.92425,0.9253611111111112,0.926,0.9257222222222222,0.9258333333333333
2,0.8056944444444445,0.8766944444444444,0.9040833333333332,0.9158055555555557,0.9193611111111112,0.92075,0.9226944444444444,0.9243333333333332,0.9249166666666668,0.9257777777777778,0.9255555555555556,0.9265277777777776,0.9271944444444444,0.9286388888888888,0.9277777777777778,0.9267222222222222,0.9282777777777778,0.9284166666666668,0.9271944444444444,0.9289166666666666,0.9279722222222222,0.9291111111111112,0.93025,0.9304722222222224,0.9309444444444444,0.931,0.9303611111111112,0.9315,0.9318611111111113,0.9316388888888888,0.9318333333333332,0.9323333333333332,0.9320277777777778
4,0.8132222222222222,0.8844166666666666,0.9113333333333332,0.9209722222222222,0.9249166666666668,0.9255833333333332,0.9264444444444444,0.9280833333333334,0.9290555555555556,0.9310555555555556,0.9295277777777776,0.93025,0.9304444444444444,0.9317222222222222,0.9311111111111112,0.9318611111111113,0.9314444444444444,0.9309166666666666,0.9315833333333332,0.93175,0.9324166666666668,0.9319166666666666,0.9332222222222222,0.93325,0.9338055555555556,0.9341111111111112,0.9337222222222222,0.9333611111111112,0.9341666666666668,0.9333611111111112,0.9335833333333332,0.9343333333333332,0.9346111111111111
6,0.8136111111111111,0.8850833333333333,0.9131944444444444,0.9236388888888888,0.9270833333333334,0.929,0.9296388888888888,0.9308055555555556,0.9318888888888888,0.9321111111111112,0.9318888888888888,0.9331388888888889,0.9335,0.9338055555555556,0.9330833333333334,0.9333888888888888,0.9341111111111112,0.9335833333333332,0.9345,0.9340833333333334,0.9344166666666668,0.9347777777777778,0.9355,0.9356388888888888,0.9362222222222222,0.9356944444444444,0.9362222222222222,0.9361111111111112,0.93625,0.9365277777777776,0.9359444444444444,0.9361666666666668,0.9365833333333333
8,0.8173888888888889,0.8860555555555556,0.9162222222222224,0.9254722222222224,0.9285,0.9305277777777776,0.932,0.9326944444444444,0.933,0.9331666666666668,0.9331944444444444,0.9353611111111112,0.9344166666666668,0.936,0.9345833333333332,0.9340833333333334,0.9360833333333334,0.9352222222222222,0.9346388888888888,0.9351944444444444,0.9353611111111112,0.9358611111111113,0.9373888888888888,0.9368333333333332,0.9367222222222222,0.9364722222222224,0.9361111111111112,0.9369166666666666,0.9374444444444444,0.93725,0.9370555555555556,0.9365833333333332,0.9369444444444445
10,0.8178055555555556,0.8886944444444445,0.9159722222222222,0.9275277777777776,0.9315555555555556,0.9330555555555556,0.9340833333333334,0.9344444444444444,0.9359444444444444,0.9366944444444444,0.9363055555555556,0.9361111111111112,0.9368888888888888,0.9366388888888888,0.9371944444444444,0.9365,0.9367222222222222,0.938,0.9381111111111112,0.9363888888888888,0.9376666666666666,0.93875,0.9382777777777778,0.9387777777777778,0.9392777777777778,0.9385,0.9385833333333332,0.9381388888888887,0.9385277777777776,0.9388055555555556,0.9390833333333334,0.9401388888888887,0.9389722222222222
12,0.8190833333333334,0.8886666666666667,0.9172222222222224,0.9268611111111112,0.9308611111111113,0.932,0.9325833333333332,0.9330555555555556,0.93425,0.9374444444444444,0.9363055555555556,0.9353055555555556,0.9361944444444444,0.9365833333333332,0.9361388888888889,0.9359722222222222,0.9360277777777778,0.9373055555555556,0.9378333333333332,0.9369444444444444,0.9375277777777776,0.9365833333333332,0.9380833333333334,0.9376666666666666,0.9385,0.9375,0.9387777777777778,0.9385277777777776,0.9389166666666666,0.9381666666666668,0.939,0.9391111111111112,0.9386944444444445
14,0.81725,0.8875277777777778,0.9161666666666668,0.9266388888888888,0.9300555555555556,0.9326944444444444,0.9342222222222222,0.9337777777777778,0.9333888888888888,0.9356944444444444,0.9351944444444444,0.9355833333333332,0.9361944444444444,0.9374722222222224,0.9370277777777778,0.9359722222222222,0.937,0.9378333333333332,0.9371944444444444,0.93575,0.9369722222222222,0.93875,0.9389722222222222,0.9389722222222222,0.93975,0.9387222222222222,0.9379444444444444,0.9397777777777778,0.9378611111111111,0.9391111111111112,0.9383333333333334,0.9403611111111112,0.9401111111111111
16,0.82025,0.8863888888888889,0.9158888888888888,0.92675,0.9296388888888888,0.9319166666666666,0.9333055555555556,0.9345555555555556,0.9326388888888888,0.9358055555555556,0.9351388888888889,0.936,0.9354444444444444,0.9358333333333332,0.9366666666666666,0.9355,0.9364444444444444,0.9372777777777778,0.9366944444444444,0.9374722222222224,0.9369722222222222,0.9375277777777776,0.9376666666666666,0.9372222222222222,0.9376388888888888,0.9366666666666666,0.9380277777777778,0.93825,0.9381666666666668,0.9382777777777778,0.9387777777777778,0.9386111111111112,0.9384444444444444
18,0.8161666666666667,0.8857777777777778,0.9151944444444444,0.9253888888888888,0.9298611111111112,0.93225,0.93125,0.9322222222222222,0.9336388888888888,0.9345555555555556,0.9339444444444444,0.9360555555555556,0.9352777777777778,0.9367777777777778,0.9368333333333332,0.9359166666666666,0.9360277777777778,0.93475,0.9366944444444444,0.9373888888888888,0.9380555555555556,0.9373333333333334,0.9379722222222222,0.9372777777777778,0.9378333333333332,0.9396944444444444,0.9370555555555556,0.9380277777777778,0.9396944444444444,0.93925,0.9405833333333332,0.9398333333333332,0.9397777777777778
Avg,0.5611583333333333,0.6074861111111111,0.6263,0.6341305555555555,0.6378583333333333,0.63995,0.64155,0.6432083333333334,0.6444638888888888,0.6457819444444445,0.6461375,0.6478291666666667,0.6480277777777778,0.6502833333333333,0.6501597222222222,0.6504180555555555,0.6515833333333333,0.6524819444444444,0.6530375,0.6542041666666667,0.6547444444444445,0.6552277777777777,0.6603125,0.661575,0.6628333333333334,0.6635208333333333,0.6640888888888888,0.6679597222222222,0.6691805555555556,0.6703027777777778,0.6710333333333334,0.6730722222222222,0.6736930555555556
