SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
-20,0.1058055555555555,0.1056388888888889,0.1068888888888889,0.1030277777777777,0.1046388888888888,0.1074166666666666,0.1100555555555555,0.1091666666666666,0.11,0.1087777777777777,0.1075833333333333,0.1061111111111111,0.1077777777777777,0.1085555555555555,0.10975,0.1118888888888888,0.1111666666666666,0.1131111111111111,0.1126666666666666,0.1167777777777777,0.1162222222222222,0.1151944444444444,0.1178333333333333,0.1186388888888888,0.1191111111111111,0.1193611111111111,0.1200833333333333,0.1217222222222222,0.1220277777777777,0.1213888888888889,0.1211388888888889
-18,0.1113055555555555,0.1095833333333333,0.1084166666666666,0.1117222222222222,0.1116666666666666,0.1114722222222222,0.1118333333333333,0.1153055555555555,0.1112777777777777,0.1108888888888888,0.1123055555555555,0.1131666666666666,0.1149166666666666,0.1139444444444444,0.1170277777777777,0.1152777777777777,0.1161944444444444,0.1166111111111111,0.1169444444444444,0.1201111111111111,0.1208888888888888,0.1219166666666666,0.1218055555555555,0.1239444444444444,0.1251666666666666,0.1260277777777777,0.1262222222222222,0.1282222222222222,0.1264444444444444,0.1278888888888888,0.1287222222222222
-16,0.1149166666666666,0.1211111111111111,0.123,0.12375,0.1241111111111111,0.1212222222222222,0.1238333333333333,0.1246111111111111,0.1237777777777777,0.1263333333333333,0.1255555555555555,0.1260833333333333,0.1303611111111111,0.1287777777777777,0.1356111111111111,0.1336944444444444,0.1331111111111111,0.1331666666666666,0.1378888888888889,0.137,0.1415555555555555,0.1398888888888889,0.1412777777777777,0.1462222222222222,0.1457222222222222,0.1475277777777777,0.1491111111111111,0.1491944444444444,0.1477777777777777,0.1480277777777777,0.15047222222222223
-14,0.1393611111111111,0.1523333333333333,0.15775,0.1575555555555555,0.1601944444444444,0.1611666666666666,0.1602777777777777,0.1624166666666666,0.15925,0.1619444444444444,0.1638888888888889,0.1639722222222222,0.1668055555555555,0.1646666666666666,0.1703333333333333,0.1698055555555555,0.1696944444444444,0.1714722222222222,0.171,0.1761111111111111,0.1786944444444444,0.1810555555555555,0.1808611111111111,0.1859166666666666,0.1846111111111111,0.1846111111111111,0.1866111111111111,0.1869722222222222,0.1877777777777777,0.1916666666666666,0.19052777777777777
-12,0.1924166666666666,0.21,0.2139444444444444,0.2125833333333333,0.21625,0.2160555555555555,0.2194166666666666,0.2170277777777777,0.2191388888888888,0.2181666666666666,0.2208333333333333,0.2205833333333333,0.2197222222222222,0.2249722222222222,0.2233055555555555,0.2259722222222222,0.2241111111111111,0.2279722222222222,0.2268611111111111,0.2339166666666666,0.2338333333333333,0.2329722222222222,0.23625,0.2382777777777777,0.2386944444444444,0.2396388888888889,0.2415,0.2400277777777777,0.2447222222222222,0.2453333333333333,0.24230555555555555
-10,0.2809722222222222,0.284,0.2858055555555555,0.2931111111111111,0.2985,0.3023333333333333,0.3065833333333333,0.30925,0.3115555555555555,0.3065,0.3117222222222222,0.3128333333333333,0.3164444444444444,0.3171666666666666,0.3213333333333333,0.3275833333333333,0.3289722222222222,0.3301111111111111,0.3323888888888889,0.3388333333333333,0.3390833333333333,0.3404444444444444,0.34275,0.34525,0.3474444444444444,0.3495833333333333,0.3513611111111111,0.3536111111111111,0.3551944444444444,0.3557777777777778,0.35455555555555557
-8,0.3736666666666666,0.38875,0.3958055555555556,0.4025833333333333,0.4091388888888889,0.4136944444444444,0.4168333333333333,0.4212777777777777,0.4225277777777778,0.4257777777777777,0.4292777777777777,0.4327222222222222,0.4389722222222222,0.4368888888888889,0.4468888888888889,0.4526944444444444,0.4515555555555555,0.4541388888888888,0.4582777777777778,0.4655277777777777,0.4704166666666666,0.4731666666666667,0.4725277777777777,0.4776666666666667,0.4830277777777778,0.4835277777777778,0.48425,0.4868888888888888,0.4880833333333333,0.4879722222222222,0.4904722222222222
-6,0.4881666666666667,0.5378333333333334,0.5558611111111111,0.5615833333333333,0.5679722222222222,0.5704166666666667,0.5737222222222222,0.5801944444444445,0.5813611111111111,0.5856388888888889,0.5872222222222222,0.5926388888888889,0.5925,0.5965833333333334,0.6090277777777777,0.6127222222222222,0.6155,0.6193888888888889,0.6172777777777778,0.6322777777777778,0.6347222222222222,0.6376944444444445,0.6399166666666667,0.64775,0.6471666666666667,0.6515833333333333,0.6525833333333333,0.6604444444444444,0.6565277777777778,0.6589444444444444,0.6615833333333333
-4,0.6159722222222223,0.6874722222222223,0.7134166666666667,0.7230277777777778,0.7280833333333333,0.7345555555555555,0.7403055555555556,0.74225,0.7456666666666667,0.7521388888888889,0.7568611111111111,0.7560277777777777,0.7603611111111112,0.7638888888888888,0.77925,0.7784166666666666,0.7831388888888889,0.7834166666666667,0.7856944444444445,0.7946944444444445,0.7994444444444444,0.8017222222222222,0.8038055555555556,0.8089722222222222,0.8123333333333334,0.812,0.8120277777777778,0.8203055555555555,0.8180833333333334,0.8198055555555556,0.8217777777777778
-2,0.7283333333333334,0.8138888888888889,0.8352222222222222,0.8482777777777778,0.8529722222222222,0.8571111111111112,0.85875,0.8652222222222222,0.8679444444444444,0.8689444444444444,0.8689444444444444,0.8718055555555555,0.8738888888888889,0.8760277777777777,0.8848611111111111,0.8851111111111111,0.887,0.8868055555555555,0.8876666666666667,0.8931111111111111,0.8948055555555555,0.8955555555555555,0.8953611111111112,0.8995,0.8997222222222222,0.8998888888888888,0.9005,0.90225,0.9038611111111112,0.9031944444444444,0.9029444444444444
