SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,0.6909090909090909,0.781060606060606,0.8006060606060607,0.8146969696969697,0.8256060606060606,0.8437878787878788,0.85,0.8565151515151516,0.8595454545454545,0.8692424242424243,0.8687878787878788,0.8692424242424243,0.8775757575757576,0.8831818181818182,0.88,0.8859090909090909,0.8877272727272727,0.8922727272727272,0.895,0.8980303030303031,0.9034848484848484,0.9004545454545455,0.9,0.9022727272727272,0.9048484848484848,0.9084848484848485,0.9037878787878788,0.9143939393939394,0.9157575757575758,0.9148484848484848,0.9143939393939394,0.911060606060606,0.9166666666666666,0.92,0.9178787878787878,0.9151515151515152,0.9213636363636364,0.9177272727272727
2,0.7109090909090909,0.8051515151515152,0.8298484848484848,0.8372727272727273,0.8513636363636363,0.8631818181818182,0.8765151515151515,0.8854545454545455,0.8831818181818182,0.8898484848484849,0.8916666666666667,0.8931818181818182,0.9022727272727272,0.9036363636363636,0.9022727272727272,0.907121212121212,0.9075757575757576,0.9081818181818182,0.9174242424242424,0.9181818181818182,0.9137878787878788,0.916818181818182,0.916060606060606,0.9156060606060606,0.9192424242424242,0.9180303030303032,0.9254545454545454,0.9183333333333332,0.9231818181818182,0.9206060606060606,0.9222727272727272,0.9246969696969696,0.9243939393939394,0.9225757575757576,0.9227272727272728,0.921818181818182,0.9231818181818182,0.9251515151515152
4,0.7183333333333334,0.8266666666666667,0.8371212121212122,0.8428787878787879,0.8584848484848485,0.873030303030303,0.8790909090909091,0.8863636363636364,0.8910606060606061,0.8986363636363637,0.9012121212121212,0.8984848484848484,0.9106060606060606,0.906818181818182,0.9103030303030304,0.9101515151515152,0.9156060606060606,0.9151515151515152,0.9154545454545454,0.916818181818182,0.9192424242424242,0.9216666666666666,0.9203030303030304,0.9190909090909092,0.9198484848484848,0.922121212121212,0.9227272727272728,0.9257575757575758,0.923030303030303,0.925,0.9242424242424242,0.9236363636363636,0.9257575757575758,0.925,0.9234848484848484,0.922121212121212,0.9262121212121212,0.9278787878787879
6,0.7248484848484849,0.8327272727272728,0.8451515151515151,0.8574242424242424,0.8646969696969697,0.8760606060606061,0.8865151515151515,0.8924242424242425,0.8986363636363637,0.8981818181818182,0.9004545454545455,0.9030303030303032,0.9078787878787878,0.9090909090909092,0.9074242424242424,0.9122727272727272,0.9127272727272728,0.9140909090909092,0.9165151515151516,0.9193939393939394,0.9231818181818182,0.9207575757575758,0.923030303030303,0.9257575757575758,0.9231818181818182,0.9234848484848484,0.9242424242424242,0.9268181818181818,0.9272727272727272,0.9234848484848484,0.927878787878788,0.923030303030303,0.9253030303030304,0.9265151515151516,0.9242424242424242,0.9237878787878788,0.9242424242424242,0.9243939393939394
8,0.7128787878787879,0.8333333333333334,0.8469696969696969,0.8610606060606061,0.8686363636363637,0.8768181818181818,0.8896969696969697,0.8981818181818182,0.891969696969697,0.894090909090909,0.901060606060606,0.9037878787878788,0.9075757575757576,0.9109090909090908,0.9104545454545454,0.9106060606060606,0.9134848484848485,0.9183333333333332,0.9143939393939394,0.9195454545454546,0.922121212121212,0.923030303030303,0.9201515151515152,0.9222727272727272,0.922878787878788,0.9233333333333332,0.9240909090909092,0.9242424242424242,0.927121212121212,0.9243939393939394,0.9274242424242424,0.9236363636363636,0.9272727272727272,0.92,0.9268181818181818,0.9225757575757576,0.9265151515151516,0.9243939393939394
10,0.7287878787878788,0.8274242424242424,0.8459090909090909,0.8521212121212122,0.8725757575757576,0.8822727272727273,0.8904545454545455,0.8981818181818182,0.896969696969697,0.9,0.9036363636363636,0.9059090909090908,0.9065151515151516,0.9075757575757576,0.9157575757575758,0.911818181818182,0.916969696969697,0.9163636363636364,0.9186363636363636,0.9186363636363636,0.9222727272727272,0.921818181818182,0.9213636363636364,0.9215151515151516,0.9243939393939394,0.9256060606060608,0.9225757575757576,0.9248484848484848,0.9275757575757576,0.928939393939394,0.9274242424242424,0.9248484848484848,0.9240909090909092,0.9237878787878788,0.9259090909090908,0.9274242424242424,0.9259090909090908,0.9266666666666666
12,0.7218181818181818,0.8307575757575758,0.8442424242424242,0.8578787878787879,0.8642424242424243,0.8798484848484849,0.884090909090909,0.8907575757575757,0.8924242424242425,0.8956060606060606,0.8945454545454545,0.8992424242424243,0.9054545454545454,0.9083333333333332,0.9104545454545454,0.9109090909090908,0.9153030303030304,0.9186363636363636,0.9153030303030304,0.9201515151515152,0.9240909090909092,0.9227272727272728,0.9251515151515152,0.9222727272727272,0.9254545454545454,0.9206060606060606,0.9248484848484848,0.9253030303030304,0.9243939393939394,0.9240909090909092,0.9263636363636364,0.926969696969697,0.9266666666666666,0.927121212121212,0.9284848484848484,0.9274242424242424,0.926060606060606,0.9263636363636364
14,0.7265151515151516,0.8231818181818182,0.8398484848484848,0.8557575757575757,0.8637878787878788,0.8804545454545455,0.8892424242424243,0.8910606060606061,0.8995454545454545,0.8992424242424243,0.9036363636363636,0.9036363636363636,0.9081818181818182,0.9115151515151516,0.9140909090909092,0.9104545454545454,0.9133333333333332,0.9162121212121213,0.9157575757575758,0.9222727272727272,0.9181818181818182,0.9222727272727272,0.9248484848484848,0.9245454545454546,0.9215151515151516,0.9233333333333332,0.9198484848484848,0.9236363636363636,0.9237878787878788,0.922878787878788,0.923030303030303,0.9233333333333332,0.926969696969697,0.923939393939394,0.9248484848484848,0.9253030303030304,0.9266666666666666,0.9246969696969697
16,0.7187878787878788,0.8275757575757576,0.8421212121212122,0.8512121212121212,0.8590909090909091,0.8798484848484849,0.8856060606060606,0.8880303030303031,0.8896969696969697,0.8954545454545455,0.8981818181818182,0.901969696969697,0.9045454545454544,0.9062121212121212,0.9116666666666666,0.9092424242424244,0.9096969696969696,0.9151515151515152,0.9146969696969696,0.9187878787878788,0.9163636363636364,0.917121212121212,0.9190909090909092,0.9203030303030304,0.9192424242424242,0.9224242424242424,0.9181818181818182,0.9227272727272728,0.9237878787878788,0.9206060606060606,0.9236363636363636,0.9234848484848484,0.9215151515151516,0.922121212121212,0.9227272727272728,0.921060606060606,0.9236363636363636,0.921060606060606
18,0.7278787878787879,0.8331818181818181,0.8484848484848485,0.8487878787878788,0.8657575757575757,0.8789393939393939,0.8859090909090909,0.8887878787878788,0.8937878787878788,0.895,0.8971212121212121,0.9012121212121212,0.9056060606060606,0.9081818181818182,0.9075757575757576,0.9142424242424242,0.915,0.9166666666666666,0.9198484848484848,0.9186363636363636,0.9203030303030304,0.9206060606060606,0.9234848484848484,0.9195454545454546,0.9237878787878788,0.9242424242424242,0.9227272727272728,0.9213636363636364,0.9224242424242424,0.9253030303030304,0.9245454545454546,0.921969696969697,0.9248484848484848,0.9224242424242424,0.9237878787878788,0.9251515151515152,0.9192424242424242,0.9215151515151515
