SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.7829444444444444,0.8655277777777778,0.8893888888888889,0.9018055555555556,0.9066388888888888,0.9080555555555556,0.9088611111111112,0.9101944444444444,0.9121944444444444,0.9146666666666666,0.9134444444444444,0.9138611111111112,0.9160555555555556,0.9168888888888888,0.9172222222222224,0.9175555555555556,0.9168611111111112,0.9189444444444445,0.9194166666666668,0.9191111111111112,0.9206388888888888,0.9235277777777776,0.9238611111111112,0.9226666666666666,0.9235555555555556,0.9251944444444444,0.9263333333333332,0.9266944444444444,0.9260277777777778,0.9252222222222222,0.92775,0.9277777777777778
2,0.8094444444444444,0.8896111111111111,0.9079722222222222,0.9172777777777776,0.9209166666666668,0.9226111111111112,0.923,0.9256388888888888,0.9249166666666668,0.9260555555555556,0.9257222222222222,0.9267222222222222,0.927,0.9281666666666668,0.9270555555555556,0.9272777777777778,0.9278333333333332,0.9295277777777776,0.9301666666666668,0.9285277777777776,0.9293611111111112,0.9304722222222224,0.9304444444444444,0.9313333333333332,0.931,0.9313055555555556,0.9323888888888888,0.9326666666666666,0.9324166666666668,0.9326388888888888,0.9323333333333332,0.9320833333333334
4,0.8175833333333333,0.8954166666666666,0.91275,0.9211111111111112,0.9251111111111112,0.9264444444444444,0.9277222222222222,0.9281666666666668,0.9286111111111112,0.9283333333333332,0.9303888888888888,0.9292222222222222,0.9306666666666666,0.9301944444444444,0.9314444444444444,0.9301666666666668,0.9310833333333334,0.9318888888888888,0.9311111111111112,0.9316666666666666,0.9315277777777776,0.9336111111111112,0.9332777777777778,0.9337222222222222,0.9325,0.9336944444444444,0.9331388888888889,0.9336111111111112,0.9338333333333332,0.9333888888888888,0.9339166666666666,0.9339722222222222
6,0.8175277777777777,0.8963888888888889,0.9136388888888888,0.9238333333333332,0.9261388888888888,0.9281666666666668,0.9290555555555556,0.9295277777777776,0.9305277777777776,0.9318611111111113,0.9316666666666666,0.9321944444444444,0.9323055555555556,0.933,0.9331388888888889,0.9339166666666666,0.9326944444444444,0.9337777777777778,0.9341666666666668,0.9341111111111112,0.9346388888888888,0.9352222222222222,0.9355,0.9347222222222222,0.93525,0.9353611111111112,0.9365277777777776,0.9361666666666668,0.9359722222222222,0.9361111111111112,0.9362777777777778,0.9369444444444445
8,0.8231111111111111,0.8972777777777777,0.9159166666666668,0.9243055555555556,0.928,0.9286388888888888,0.9308888888888888,0.9307222222222222,0.9318333333333332,0.9333333333333332,0.9321666666666668,0.9322777777777778,0.9328333333333332,0.934,0.9337222222222222,0.9338055555555556,0.9336388888888888,0.9344166666666668,0.9336666666666666,0.9339722222222222,0.9348055555555556,0.9361388888888889,0.9363888888888888,0.9362222222222222,0.9360555555555556,0.9364444444444444,0.9372777777777778,0.9365833333333332,0.9371666666666668,0.9369722222222222,0.9361666666666668,0.9371944444444444
10,0.8240833333333333,0.8987777777777778,0.9171111111111112,0.9266111111111112,0.9298611111111112,0.9301666666666668,0.9327222222222222,0.9339722222222222,0.9345555555555556,0.9340833333333334,0.9338611111111113,0.9349166666666666,0.9353888888888888,0.935,0.93575,0.9356388888888888,0.9354444444444444,0.9363888888888888,0.93675,0.9358055555555556,0.9370555555555556,0.937,0.9378055555555556,0.9385,0.9376666666666666,0.9381111111111112,0.9385,0.9393611111111112,0.9381111111111112,0.9386666666666666,0.93925,0.93875
12,0.8206666666666667,0.89775,0.9151944444444444,0.9247777777777778,0.9296666666666666,0.9291944444444444,0.9298333333333332,0.9317777777777778,0.9314166666666668,0.9322777777777778,0.9331944444444444,0.9328888888888888,0.9340277777777778,0.93475,0.9355,0.9344166666666668,0.9348055555555556,0.9356111111111112,0.9352222222222222,0.9355,0.9349722222222222,0.9360277777777778,0.93575,0.9361388888888889,0.93525,0.9374166666666668,0.9357222222222222,0.9363055555555556,0.9359722222222222,0.9382777777777778,0.9368611111111113,0.9369166666666666
14,0.8232777777777778,0.8969166666666667,0.9158888888888888,0.9256111111111112,0.9283888888888888,0.9287777777777778,0.9299444444444444,0.9313611111111112,0.9319166666666666,0.9330833333333334,0.9318333333333332,0.9340277777777778,0.9341666666666668,0.9347777777777778,0.9348611111111113,0.9356944444444444,0.9349722222222222,0.9334166666666668,0.9354722222222224,0.9343055555555556,0.9358333333333332,0.9376388888888888,0.9373055555555556,0.9373333333333334,0.9384166666666668,0.9381388888888887,0.9399444444444444,0.9383888888888888,0.9385555555555556,0.9390555555555556,0.9393611111111112,0.9409722222222222
16,0.8199722222222222,0.8998055555555555,0.9146944444444444,0.9258055555555555,0.9284444444444444,0.9303055555555556,0.9308888888888888,0.9313888888888888,0.9320833333333334,0.9323055555555556,0.9318333333333332,0.9328611111111113,0.9337777777777778,0.9339444444444444,0.9342777777777778,0.9341666666666668,0.9343888888888888,0.9338055555555556,0.935,0.9358333333333332,0.9353888888888888,0.9375,0.9361388888888889,0.9355,0.9362777777777778,0.9361944444444444,0.9360555555555556,0.9351111111111112,0.9368055555555556,0.9357777777777778,0.9372222222222222,0.9373888888888889
18,0.8207777777777778,0.89675,0.9145555555555556,0.9243055555555556,0.9267222222222222,0.9298333333333332,0.9289166666666666,0.9300555555555556,0.93225,0.9327777777777778,0.9326111111111112,0.93275,0.9318333333333332,0.9350833333333334,0.9341388888888889,0.9341111111111112,0.9336388888888888,0.9338611111111113,0.9341388888888889,0.9349444444444444,0.9341388888888889,0.9363888888888888,0.9380833333333334,0.9377222222222222,0.9376388888888888,0.9369444444444444,0.9394722222222224,0.9395555555555556,0.9370833333333334,0.93775,0.9393888888888888,0.9381388888888889
