SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,0.4393888888888889,0.7356944444444444,0.7785833333333333,0.7999722222222222,0.8246666666666667,0.8415833333333333,0.8511944444444445,0.8547777777777777,0.8610277777777777,0.8673888888888889,0.8735555555555555,0.8794166666666666,0.8839444444444444,0.8888888888888888,0.8920833333333333,0.8943055555555556,0.8976388888888889,0.8988055555555555,0.9023333333333332,0.9015,0.9045555555555556,0.9125,0.9134166666666668,0.9141666666666668,0.9156666666666666,0.9157777777777778,0.9150277777777778,0.9165277777777778,0.9205277777777776,0.9218055555555555,0.9221944444444444,0.9230555555555556,0.9263888888888888,0.92675
2,0.4573333333333333,0.7666388888888889,0.8081111111111111,0.8293888888888888,0.8535833333333334,0.867,0.8736111111111111,0.8796666666666667,0.8848888888888888,0.8895833333333333,0.8948055555555555,0.8984722222222222,0.9046666666666666,0.90625,0.9088333333333334,0.9124444444444444,0.9158055555555557,0.9156111111111112,0.9168888888888888,0.9184166666666668,0.918,0.9256944444444444,0.9253611111111112,0.9268055555555555,0.9260277777777778,0.92625,0.9268055555555555,0.9275,0.9294444444444444,0.9315277777777776,0.93175,0.9313888888888888,0.9327777777777778,0.9322222222222222
4,0.4698611111111111,0.77425,0.8241666666666667,0.8443888888888889,0.8685,0.8806388888888889,0.8830555555555556,0.8893333333333333,0.8941944444444444,0.89875,0.9050277777777778,0.908,0.9133611111111112,0.9173888888888888,0.9193611111111112,0.9200833333333334,0.9219444444444445,0.9235277777777776,0.92525,0.9254722222222224,0.9258611111111112,0.9301111111111112,0.9301388888888888,0.9296388888888888,0.9308888888888888,0.93125,0.9309722222222222,0.9319166666666666,0.9329722222222222,0.9331388888888889,0.9332222222222222,0.9334722222222224,0.9344722222222224,0.9351388888888889
6,0.4702222222222222,0.7862222222222223,0.8275833333333333,0.8491111111111111,0.8736944444444444,0.8832777777777778,0.8890555555555556,0.8953611111111112,0.8969166666666667,0.9022777777777776,0.9080833333333334,0.91175,0.9149444444444444,0.9189166666666668,0.9205555555555556,0.9228333333333332,0.9249444444444443,0.9255555555555556,0.9271666666666668,0.9270277777777778,0.9272222222222222,0.9321666666666668,0.9321111111111112,0.933,0.9326666666666666,0.9316111111111112,0.9337777777777778,0.9321388888888889,0.93475,0.9341388888888889,0.9358055555555556,0.9358611111111113,0.9372777777777778,0.9365833333333333
8,0.4728888888888889,0.7816111111111111,0.8301944444444445,0.8501666666666666,0.8746666666666667,0.8850277777777777,0.8881944444444444,0.8932777777777777,0.9010277777777778,0.9046111111111113,0.9090833333333334,0.9141666666666668,0.9185833333333332,0.9218611111111112,0.9236111111111112,0.9252222222222222,0.9275555555555556,0.9273611111111112,0.929,0.9284444444444444,0.9294166666666668,0.9333055555555556,0.9340555555555556,0.9334444444444444,0.9343888888888888,0.9335277777777776,0.9339444444444444,0.9347222222222222,0.9369444444444444,0.9361388888888889,0.9365,0.9366111111111112,0.9373333333333334,0.9372777777777778
10,0.4757777777777778,0.7868055555555555,0.8315,0.8516944444444444,0.8763055555555556,0.8883611111111112,0.8911666666666667,0.8979722222222222,0.9033333333333332,0.9077777777777778,0.9122222222222224,0.9161388888888888,0.9193888888888888,0.9233888888888888,0.9251111111111112,0.9261666666666668,0.9275833333333332,0.9286388888888888,0.9300277777777778,0.9304166666666668,0.9304444444444444,0.9343888888888888,0.9344166666666668,0.9347777777777778,0.9351111111111112,0.93525,0.9365833333333332,0.9359444444444444,0.9377777777777778,0.9376111111111112,0.9380555555555556,0.938,0.9393888888888888,0.9392777777777778
12,0.4740833333333333,0.7832222222222223,0.8316111111111111,0.8506944444444444,0.8757222222222222,0.88475,0.8914166666666666,0.8966388888888889,0.9019444444444444,0.9064166666666666,0.9108611111111112,0.9153888888888888,0.9195,0.9228333333333332,0.9229722222222222,0.9257222222222222,0.9276388888888888,0.9283888888888888,0.9288333333333332,0.9281388888888888,0.9283888888888888,0.9335,0.9349444444444444,0.9336666666666666,0.9345,0.9351111111111112,0.9355833333333332,0.9349722222222222,0.9365555555555556,0.9375,0.9375277777777776,0.9373611111111112,0.9392777777777778,0.9388888888888889
14,0.4775277777777778,0.7840555555555555,0.8293611111111111,0.8531111111111112,0.8749444444444444,0.8848055555555555,0.8904444444444445,0.8964722222222222,0.8994166666666666,0.9055,0.9095833333333332,0.9150555555555556,0.9168611111111112,0.9206666666666666,0.9238611111111112,0.9257777777777778,0.9272222222222222,0.9286944444444444,0.92825,0.9298888888888888,0.92975,0.9346666666666666,0.9338611111111113,0.9346388888888888,0.9351666666666668,0.934,0.9347777777777778,0.9351944444444444,0.9380555555555556,0.9377222222222222,0.9379444444444444,0.9379166666666666,0.9400277777777778,0.9394444444444444
16,0.4738888888888889,0.7845555555555556,0.8341111111111111,0.8524444444444444,0.8766111111111111,0.8876111111111111,0.8929722222222222,0.8984444444444445,0.9010277777777778,0.9077222222222222,0.9107777777777778,0.9144444444444444,0.9182222222222224,0.9232222222222224,0.9253333333333332,0.9267777777777778,0.9274722222222224,0.9281666666666668,0.9295277777777776,0.9295,0.9296944444444444,0.9340555555555556,0.935,0.9349444444444444,0.9350833333333334,0.9350277777777778,0.9356666666666666,0.9357777777777778,0.9374444444444444,0.9378611111111111,0.9385555555555556,0.93775,0.9390833333333334,0.9381944444444444
18,0.4700277777777777,0.7864444444444444,0.8311666666666667,0.8516944444444444,0.8746666666666667,0.8855833333333333,0.8894166666666666,0.8949722222222222,0.9001111111111111,0.9050555555555556,0.9099722222222222,0.9136111111111112,0.9173888888888888,0.9193888888888888,0.9244444444444444,0.926,0.9261111111111112,0.9273333333333332,0.9294444444444444,0.92875,0.9289722222222222,0.9351944444444444,0.9346388888888888,0.9331666666666668,0.935,0.9349166666666666,0.9341944444444444,0.9346944444444444,0.9368611111111113,0.9378333333333332,0.9365555555555556,0.9372777777777778,0.9393333333333334,0.9386388888888889
