SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
-20,0.0919696969696969,0.0909090909090909,0.0931818181818181,0.0931818181818181,0.0942424242424242,0.0904545454545454,0.0966666666666666,0.0919696969696969,0.0971212121212121,0.0968181818181818,0.0951515151515151,0.0945454545454545,0.0978787878787878,0.0957575757575757,0.0945454545454545,0.0933333333333333,0.0959090909090909,0.096060606060606,0.0987878787878787,0.0959090909090909,0.1007575757575757,0.0977272727272727,0.098030303030303,0.1006060606060606,0.1027272727272727,0.1053030303030303,0.1057575757575757,0.1062121212121212,0.1066666666666666,0.1074242424242424,0.109090909090909,0.1103030303030303,0.1113636363636363,0.1113636363636363,0.116060606060606,0.1148484848484848,0.11787878787878787
-18,0.0927272727272727,0.0934848484848484,0.0957575757575757,0.0943939393939393,0.0968181818181818,0.0968181818181818,0.0968181818181818,0.0981818181818181,0.0957575757575757,0.0975757575757575,0.0972727272727272,0.0983333333333333,0.0977272727272727,0.098030303030303,0.0996969696969697,0.099090909090909,0.1042424242424242,0.0978787878787878,0.1018181818181818,0.1039393939393939,0.1046969696969696,0.1045454545454545,0.1065151515151515,0.1042424242424242,0.1043939393939394,0.1059090909090909,0.11,0.11,0.1109090909090909,0.113030303030303,0.1151515151515151,0.1166666666666666,0.116060606060606,0.1169696969696969,0.1186363636363636,0.1224242424242424,0.1193939393939394
-16,0.0933333333333333,0.0971212121212121,0.0972727272727272,0.0978787878787878,0.0981818181818181,0.0984848484848484,0.0986363636363636,0.1013636363636363,0.1024242424242424,0.1031818181818181,0.1036363636363636,0.1018181818181818,0.1025757575757575,0.1034848484848484,0.1037878787878787,0.1042424242424242,0.1037878787878787,0.1042424242424242,0.1054545454545454,0.1072727272727272,0.1056060606060606,0.1051515151515151,0.1115151515151515,0.1115151515151515,0.1121212121212121,0.1159090909090909,0.1168181818181818,0.1178787878787878,0.1222727272727272,0.12,0.1272727272727272,0.1251515151515151,0.1281818181818181,0.1328787878787878,0.1318181818181818,0.1316666666666666,0.1340909090909091
-14,0.1071212121212121,0.1198484848484848,0.118030303030303,0.1266666666666666,0.1263636363636363,0.1281818181818181,0.1304545454545454,0.1337878787878788,0.1301515151515151,0.1336363636363636,0.1345454545454545,0.1313636363636363,0.1303030303030303,0.1425757575757575,0.1407575757575757,0.1428787878787878,0.1416666666666666,0.1446969696969696,0.1446969696969696,0.1448484848484848,0.148030303030303,0.1471212121212121,0.1519696969696969,0.1487878787878787,0.1531818181818181,0.1518181818181818,0.1566666666666666,0.163030303030303,0.1593939393939394,0.1651515151515151,0.1672727272727272,0.1704545454545454,0.1713636363636363,0.17,0.1722727272727272,0.1753030303030303,0.1787878787878788
-12,0.1351515151515151,0.1662121212121212,0.1716666666666666,0.1745454545454545,0.178030303030303,0.1798484848484848,0.1736363636363636,0.1771212121212121,0.1769696969696969,0.1736363636363636,0.1783333333333333,0.1742424242424242,0.1745454545454545,0.1759090909090909,0.1819696969696969,0.1768181818181818,0.1877272727272727,0.1816666666666666,0.1906060606060606,0.1903030303030303,0.1872727272727272,0.1893939393939394,0.1989393939393939,0.1969696969696969,0.2004545454545454,0.2057575757575757,0.2083333333333333,0.215,0.2142424242424242,0.2204545454545454,0.218030303030303,0.2271212121212121,0.2325757575757575,0.2292424242424242,0.2345454545454545,0.2398484848484848,0.2334848484848485
-10,0.2101515151515151,0.248030303030303,0.2603030303030303,0.2583333333333333,0.266060606060606,0.2654545454545454,0.2643939393939394,0.2659090909090909,0.2669696969696969,0.271969696969697,0.2713636363636363,0.2806060606060606,0.2696969696969697,0.2736363636363636,0.2703030303030303,0.2657575757575757,0.2690909090909091,0.2640909090909091,0.2736363636363636,0.2737878787878788,0.2798484848484848,0.2842424242424242,0.2895454545454545,0.298030303030303,0.2998484848484848,0.3021212121212121,0.3181818181818182,0.3145454545454546,0.32,0.3219696969696969,0.3304545454545454,0.3324242424242424,0.3346969696969697,0.3378787878787879,0.3477272727272727,0.3401515151515151,0.3431818181818182
-8,0.3257575757575757,0.363030303030303,0.3696969696969697,0.3703030303030303,0.3748484848484849,0.3857575757575757,0.3859090909090909,0.3936363636363636,0.3977272727272727,0.3984848484848485,0.4046969696969697,0.4098484848484848,0.4134848484848485,0.4184848484848484,0.4154545454545454,0.4225757575757575,0.4274242424242424,0.4256060606060606,0.4306060606060606,0.4189393939393939,0.4346969696969697,0.4459090909090909,0.4372727272727272,0.4565151515151515,0.4487878787878788,0.4571212121212121,0.4731818181818182,0.4701515151515151,0.4807575757575758,0.4822727272727273,0.4866666666666667,0.5001515151515151,0.503030303030303,0.5018181818181818,0.5065151515151515,0.5118181818181818,0.5065151515151515
-6,0.4539393939393939,0.5109090909090909,0.5209090909090909,0.5306060606060606,0.541060606060606,0.5522727272727272,0.5577272727272727,0.5613636363636364,0.5637878787878788,0.571969696969697,0.581060606060606,0.5813636363636364,0.5857575757575758,0.5943939393939394,0.5993939393939394,0.6092424242424243,0.6134848484848485,0.6157575757575757,0.6189393939393939,0.6213636363636363,0.62,0.6422727272727272,0.6446969696969697,0.6483333333333333,0.6503030303030303,0.656969696969697,0.6634848484848485,0.673939393939394,0.676060606060606,0.681969696969697,0.6815151515151515,0.6921212121212121,0.6898484848484848,0.6922727272727273,0.701060606060606,0.6990909090909091,0.7001515151515152
-4,0.566969696969697,0.6215151515151515,0.6465151515151515,0.6633333333333333,0.6630303030303031,0.6807575757575758,0.6792424242424242,0.6883333333333334,0.6981818181818182,0.7037878787878787,0.7040909090909091,0.7156060606060606,0.725,0.7313636363636363,0.7413636363636363,0.74,0.7475757575757576,0.7542424242424243,0.756969696969697,0.7616666666666667,0.7668181818181818,0.7821212121212121,0.7816666666666666,0.7859090909090909,0.7915151515151515,0.7907575757575758,0.8045454545454546,0.8122727272727273,0.8124242424242424,0.8171212121212121,0.8248484848484848,0.8206060606060606,0.8257575757575758,0.821969696969697,0.8319696969696969,0.8334848484848485,0.8337878787878787
-2,0.6065151515151516,0.6892424242424242,0.7198484848484848,0.7295454545454545,0.7483333333333333,0.7630303030303031,0.7674242424242425,0.7768181818181819,0.7851515151515152,0.7872727272727272,0.7983333333333333,0.806969696969697,0.8224242424242424,0.826060606060606,0.8292424242424242,0.8374242424242424,0.8433333333333334,0.848939393939394,0.8486363636363636,0.8504545454545455,0.8513636363636363,0.8624242424242424,0.8683333333333333,0.8684848484848485,0.8739393939393939,0.8724242424242424,0.8825757575757576,0.8839393939393939,0.8859090909090909,0.8872727272727273,0.8863636363636364,0.8896969696969697,0.8903030303030303,0.8906060606060606,0.8936363636363637,0.8918181818181818,0.8909090909090909
