SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0,0.6365151515151515,0.7328787878787879,0.7537878787878788,0.7745454545454545,0.8009090909090909,0.8068181818181818,0.8171212121212121,0.82,0.8278787878787879,0.8374242424242424,0.8465151515151516,0.8648484848484849,0.8709090909090909,0.8792424242424243,0.886969696969697,0.8922727272727272,0.8922727272727272,0.8972727272727272,0.8983333333333333,0.9001515151515151,0.8995454545454545,0.907121212121212,0.9124242424242424,0.9125757575757576,0.9092424242424244,0.9092424242424244,0.9127272727272728,0.9133333333333332,0.9175757575757576,0.9153030303030304,0.917121212121212,0.9192424242424242,0.9190909090909092,0.918939393939394,0.9215151515151516,0.9186363636363636,0.9213636363636364
2,0.6471212121212121,0.7386363636363636,0.7654545454545455,0.8,0.8162121212121212,0.828939393939394,0.8334848484848485,0.8422727272727273,0.8460606060606061,0.8518181818181818,0.8643939393939394,0.8712121212121212,0.8863636363636364,0.8957575757575758,0.8959090909090909,0.9054545454545454,0.9072727272727272,0.9090909090909092,0.9154545454545454,0.9096969696969696,0.9148484848484848,0.9151515151515152,0.918939393939394,0.9201515151515152,0.9196969696969696,0.9224242424242424,0.921818181818182,0.9225757575757576,0.9251515151515152,0.9245454545454546,0.9246969696969696,0.9225757575757576,0.925,0.9243939393939394,0.9263636363636364,0.923939393939394,0.9251515151515152
4,0.6454545454545455,0.7465151515151515,0.7771212121212121,0.8096969696969697,0.8253030303030303,0.8331818181818181,0.8392424242424242,0.8343939393939394,0.8462121212121212,0.8601515151515151,0.8721212121212121,0.8809090909090909,0.8951515151515151,0.901969696969697,0.901060606060606,0.907121212121212,0.9153030303030304,0.9162121212121213,0.917121212121212,0.9187878787878788,0.9177272727272728,0.9204545454545454,0.9245454545454546,0.918939393939394,0.9233333333333332,0.9240909090909092,0.9222727272727272,0.9254545454545454,0.9245454545454546,0.9283333333333332,0.9251515151515152,0.9259090909090908,0.9286363636363636,0.9268181818181818,0.9262121212121212,0.9256060606060608,0.9237878787878788
6,0.6587878787878788,0.7598484848484849,0.7846969696969697,0.8187878787878788,0.8274242424242424,0.8324242424242424,0.8393939393939394,0.845,0.8534848484848485,0.8601515151515151,0.8660606060606061,0.8874242424242424,0.8993939393939394,0.905,0.9015151515151516,0.9112121212121213,0.915,0.9156060606060606,0.9148484848484848,0.9178787878787878,0.92,0.9225757575757576,0.9263636363636364,0.9227272727272728,0.923939393939394,0.9233333333333332,0.9246969696969696,0.9281818181818182,0.9268181818181818,0.9251515151515152,0.9272727272727272,0.9265151515151516,0.9263636363636364,0.9248484848484848,0.9236363636363636,0.9253030303030304,0.928030303030303
8,0.6359090909090909,0.7528787878787879,0.7818181818181819,0.813939393939394,0.8257575757575758,0.8374242424242424,0.8381818181818181,0.8460606060606061,0.8510606060606061,0.8646969696969697,0.8751515151515151,0.8801515151515151,0.894090909090909,0.901969696969697,0.903939393939394,0.9086363636363636,0.9154545454545454,0.9204545454545454,0.9178787878787878,0.9154545454545454,0.9184848484848483,0.9251515151515152,0.9243939393939394,0.9272727272727272,0.9242424242424242,0.9268181818181818,0.9248484848484848,0.9272727272727272,0.9254545454545454,0.9277272727272728,0.9257575757575758,0.9254545454545454,0.9268181818181818,0.9274242424242424,0.9286363636363636,0.927878787878788,0.9268181818181818
10,0.6496969696969697,0.755,0.7857575757575758,0.8153030303030303,0.8296969696969697,0.8434848484848485,0.8412121212121212,0.8446969696969697,0.8510606060606061,0.8557575757575757,0.8756060606060606,0.8848484848484849,0.8986363636363637,0.9009090909090908,0.911060606060606,0.912121212121212,0.9140909090909092,0.9181818181818182,0.9186363636363636,0.9183333333333332,0.9215151515151516,0.922878787878788,0.9231818181818182,0.9256060606060608,0.9234848484848484,0.9281818181818182,0.923030303030303,0.9281818181818182,0.9283333333333332,0.927121212121212,0.9284848484848484,0.9234848484848484,0.927121212121212,0.9274242424242424,0.9293939393939394,0.931060606060606,0.9262121212121213
12,0.6596969696969697,0.7581818181818182,0.7865151515151515,0.8187878787878788,0.835,0.8384848484848485,0.8425757575757575,0.85,0.848939393939394,0.8548484848484849,0.8698484848484849,0.883030303030303,0.899090909090909,0.9007575757575758,0.9103030303030304,0.911969696969697,0.9153030303030304,0.9124242424242424,0.9146969696969696,0.9193939393939394,0.9198484848484848,0.9240909090909092,0.921969696969697,0.9240909090909092,0.9224242424242424,0.927878787878788,0.9242424242424242,0.9259090909090908,0.9281818181818182,0.9253030303030304,0.9274242424242424,0.9281818181818182,0.926969696969697,0.9274242424242424,0.9281818181818182,0.9272727272727272,0.9272727272727272
14,0.6498484848484849,0.7484848484848485,0.7818181818181819,0.8087878787878788,0.8274242424242424,0.8353030303030303,0.8398484848484848,0.8487878787878788,0.8528787878787879,0.8571212121212122,0.8739393939393939,0.881969696969697,0.8946969696969697,0.9012121212121212,0.9053030303030304,0.9134848484848485,0.9140909090909092,0.9165151515151516,0.9207575757575758,0.9193939393939394,0.921060606060606,0.9243939393939394,0.9263636363636364,0.926969696969697,0.9251515151515152,0.9277272727272728,0.928030303030303,0.927121212121212,0.9275757575757576,0.927121212121212,0.9277272727272728,0.9283333333333332,0.927121212121212,0.9268181818181818,0.9277272727272728,0.9262121212121212,0.9272727272727272
16,0.6631818181818182,0.7418181818181818,0.7756060606060606,0.8112121212121212,0.8215151515151515,0.8321212121212122,0.8412121212121212,0.8419696969696969,0.8481818181818181,0.8589393939393939,0.8715151515151515,0.8865151515151515,0.8946969696969697,0.9009090909090908,0.9,0.9059090909090908,0.9153030303030304,0.9133333333333332,0.9148484848484848,0.9157575757575758,0.9133333333333332,0.9234848484848484,0.923030303030303,0.9213636363636364,0.9224242424242424,0.9183333333333332,0.9224242424242424,0.9231818181818182,0.9201515151515152,0.9234848484848484,0.9237878787878788,0.9242424242424242,0.9237878787878788,0.9224242424242424,0.9265151515151516,0.925,0.9253030303030303
18,0.6565151515151515,0.7554545454545455,0.7839393939393939,0.8136363636363636,0.8293939393939394,0.8396969696969697,0.8457575757575757,0.8459090909090909,0.8518181818181818,0.8634848484848485,0.8703030303030304,0.8831818181818182,0.8953030303030303,0.905,0.9095454545454544,0.9116666666666666,0.9106060606060606,0.915,0.9157575757575758,0.9142424242424242,0.9181818181818182,0.921969696969697,0.9251515151515152,0.9195454545454546,0.9234848484848484,0.9212121212121211,0.9240909090909092,0.9259090909090908,0.9262121212121212,0.9259090909090908,0.9257575757575758,0.927121212121212,0.9266666666666666,0.926060606060606,0.9265151515151516,0.9265151515151516,0.9248484848484848
Avg,0.4593181818181818,0.5245,0.5434848484848485,0.5611742424242424,0.5712803030303031,0.5784469696969697,0.5814469696969697,0.5853787878787878,0.589590909090909,0.5951363636363637,0.6026969696969697,0.6099393939393939,0.6173863636363637,0.6226212121212121,0.6251060606060606,0.628560606060606,0.6324469696969697,0.6333636363636364,0.6359242424242424,0.6358787878787879,0.6381818181818182,0.6434090909090909,0.6457424242424242,0.6469318181818182,0.6477348484848485,0.6496666666666666,0.6533863636363636,0.6557045454545455,0.6569318181818182,0.6583333333333333,0.6599924242424242,0.6617878787878788,0.6630378787878788,0.6628787878787878,0.6659469696969696,0.6658939393939394,0.6657121212121212
