SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
-20,0.0927272727272727,0.0927272727272727,0.0937878787878787,0.0936363636363636,0.0931818181818181,0.0953030303030303,0.0937878787878787,0.0968181818181818,0.096060606060606,0.0959090909090909,0.098030303030303,0.0956060606060606,0.098030303030303,0.0942424242424242,0.0977272727272727,0.0965151515151515,0.0962121212121212,0.0977272727272727,0.0974242424242424,0.0986363636363636,0.0984848484848484,0.1036363636363636,0.1028787878787878,0.1056060606060606,0.105,0.1112121212121212,0.1092424242424242,0.1136363636363636,0.1166666666666666,0.1178787878787878,0.1206060606060606
-18,0.0948484848484848,0.0948484848484848,0.0957575757575757,0.0962121212121212,0.096060606060606,0.098030303030303,0.0974242424242424,0.0983333333333333,0.1,0.0996969696969697,0.0986363636363636,0.099090909090909,0.0978787878787878,0.1007575757575757,0.0978787878787878,0.0981818181818181,0.1003030303030303,0.1015151515151515,0.1034848484848484,0.1016666666666666,0.1051515151515151,0.1066666666666666,0.1053030303030303,0.1096969696969697,0.1078787878787878,0.111060606060606,0.1136363636363636,0.1201515151515151,0.118030303030303,0.123030303030303,0.12651515151515152
-16,0.0934848484848484,0.0942424242424242,0.0977272727272727,0.096060606060606,0.0983333333333333,0.0995454545454545,0.1007575757575757,0.1009090909090909,0.1015151515151515,0.1,0.1036363636363636,0.1066666666666666,0.1056060606060606,0.1031818181818181,0.1054545454545454,0.105,0.1081818181818181,0.108030303030303,0.1118181818181818,0.111060606060606,0.1131818181818181,0.1183333333333333,0.1168181818181818,0.1166666666666666,0.1213636363636363,0.1259090909090909,0.1289393939393939,0.1366666666666666,0.1336363636363636,0.1418181818181818,0.14772727272727273
-14,0.1039393939393939,0.1139393939393939,0.1195454545454545,0.1219696969696969,0.1253030303030303,0.1272727272727272,0.1284848484848484,0.13,0.1287878787878787,0.1343939393939394,0.1307575757575757,0.1386363636363636,0.1372727272727272,0.1390909090909091,0.1404545454545454,0.1436363636363636,0.138030303030303,0.1456060606060606,0.1454545454545454,0.1515151515151515,0.1542424242424242,0.1568181818181818,0.1595454545454545,0.1636363636363636,0.1648484848484848,0.176060606060606,0.1772727272727272,0.1807575757575757,0.1851515151515151,0.1936363636363636,0.19348484848484848
-12,0.1171212121212121,0.1583333333333333,0.1724242424242424,0.1775757575757575,0.1784848484848485,0.1781818181818182,0.176060606060606,0.1727272727272727,0.1742424242424242,0.1775757575757575,0.1766666666666666,0.1803030303030303,0.1825757575757575,0.1863636363636363,0.1843939393939394,0.1890909090909091,0.1875757575757575,0.2007575757575757,0.2001515151515151,0.2072727272727272,0.2095454545454545,0.2153030303030303,0.2125757575757575,0.2204545454545454,0.2189393939393939,0.226060606060606,0.2312121212121212,0.2383333333333333,0.2439393939393939,0.2506060606060606,0.2590909090909091
-10,0.1842424242424242,0.2501515151515151,0.2659090909090909,0.2775757575757576,0.278030303030303,0.2734848484848485,0.2754545454545454,0.2713636363636363,0.2707575757575757,0.2751515151515151,0.2737878787878788,0.2731818181818182,0.276969696969697,0.2821212121212121,0.2781818181818182,0.2865151515151515,0.2874242424242424,0.2881818181818182,0.3013636363636364,0.3177272727272727,0.3109090909090909,0.3195454545454545,0.3190909090909091,0.3251515151515151,0.3304545454545454,0.346060606060606,0.3487878787878788,0.3503030303030303,0.3601515151515151,0.3656060606060606,0.3753030303030303
-8,0.2912121212121212,0.3639393939393939,0.3719696969696969,0.3753030303030303,0.3898484848484848,0.3903030303030303,0.4053030303030303,0.4087878787878788,0.4107575757575757,0.4086363636363636,0.4134848484848485,0.4248484848484848,0.4218181818181818,0.4231818181818181,0.4295454545454545,0.4237878787878787,0.4334848484848485,0.4366666666666666,0.4534848484848485,0.4636363636363636,0.4753030303030303,0.4731818181818182,0.4748484848484848,0.476969696969697,0.4813636363636364,0.5042424242424243,0.5083333333333333,0.5137878787878788,0.5230303030303031,0.5327272727272727,0.5442424242424242
-6,0.4089393939393939,0.4977272727272727,0.5098484848484849,0.5103030303030303,0.535,0.5393939393939394,0.5554545454545454,0.5592424242424242,0.5696969696969697,0.5828787878787879,0.583030303030303,0.5924242424242424,0.6025757575757575,0.5951515151515151,0.6083333333333333,0.6056060606060606,0.6086363636363636,0.6137878787878788,0.6353030303030303,0.6348484848484849,0.6448484848484849,0.6377272727272727,0.6489393939393939,0.6527272727272727,0.6521212121212121,0.6727272727272727,0.678030303030303,0.6824242424242424,0.6862121212121212,0.6998484848484848,0.6983333333333334
-4,0.5031818181818182,0.6060606060606061,0.6212121212121212,0.6310606060606061,0.6489393939393939,0.6607575757575758,0.6787878787878788,0.6966666666666667,0.7106060606060606,0.7192424242424242,0.728030303030303,0.7334848484848485,0.7290909090909091,0.7415151515151515,0.7459090909090909,0.7543939393939394,0.751969696969697,0.7615151515151515,0.7796969696969697,0.7806060606060606,0.7883333333333333,0.7816666666666666,0.7896969696969697,0.7931818181818182,0.7951515151515152,0.8077272727272727,0.8143939393939394,0.8204545454545454,0.8206060606060606,0.8319696969696969,0.835
-2,0.5340909090909091,0.6896969696969697,0.7101515151515152,0.7272727272727273,0.7339393939393939,0.7540909090909091,0.7854545454545454,0.8024242424242424,0.8148484848484848,0.8245454545454546,0.8266666666666667,0.8292424242424242,0.833030303030303,0.8404545454545455,0.8434848484848485,0.8468181818181818,0.8490909090909091,0.8542424242424242,0.866969696969697,0.8678787878787879,0.8663636363636363,0.8696969696969697,0.868030303030303,0.8706060606060606,0.8796969696969696,0.8884848484848484,0.8872727272727273,0.8881818181818182,0.8883333333333333,0.8906060606060606,0.8959090909090909
0,0.5515151515151515,0.7172727272727273,0.7545454545454545,0.7639393939393939,0.7857575757575758,0.8036363636363636,0.8445454545454546,0.8619696969696969,0.8740909090909091,0.88,0.8795454545454545,0.8880303030303031,0.8848484848484849,0.8928787878787878,0.8915151515151515,0.8975757575757576,0.8946969696969697,0.8995454545454545,0.9059090909090908,0.906818181818182,0.9101515151515152,0.9053030303030304,0.9078787878787878,0.9062121212121212,0.9040909090909092,0.912121212121212,0.9148484848484848,0.9148484848484848,0.9133333333333332,0.9151515151515152,0.9201515151515152
2,0.548939393939394,0.7301515151515151,0.7624242424242424,0.77,0.7954545454545454,0.821060606060606,0.8595454545454545,0.8839393939393939,0.8927272727272727,0.8939393939393939,0.9024242424242424,0.901060606060606,0.9025757575757576,0.9042424242424244,0.9075757575757576,0.912121212121212,0.9153030303030304,0.908939393939394,0.9186363636363636,0.9177272727272728,0.9175757575757576,0.9174242424242424,0.917121212121212,0.916060606060606,0.9157575757575758,0.9187878787878788,0.9224242424242424,0.9227272727272728,0.9204545454545454,0.9209090909090908,0.9218181818181819
4,0.553030303030303,0.7439393939393939,0.7680303030303031,0.7818181818181819,0.8113636363636364,0.8316666666666667,0.8734848484848485,0.8939393939393939,0.9037878787878788,0.9043939393939394,0.9065151515151516,0.9107575757575758,0.9148484848484848,0.912121212121212,0.913939393939394,0.922121212121212,0.911818181818182,0.9212121212121211,0.9203030303030304,0.922878787878788,0.9256060606060608,0.9222727272727272,0.9225757575757576,0.9246969696969696,0.9193939393939394,0.925,0.9274242424242424,0.9268181818181818,0.9236363636363636,0.926969696969697,0.9256060606060607
6,0.5718181818181818,0.7468181818181818,0.7774242424242425,0.7863636363636364,0.8112121212121212,0.8354545454545454,0.8731818181818182,0.894090909090909,0.9054545454545454,0.906969696969697,0.9127272727272728,0.9137878787878788,0.9113636363636364,0.9172727272727272,0.9153030303030304,0.9156060606060606,0.922121212121212,0.9201515151515152,0.9224242424242424,0.9245454545454546,0.9265151515151516,0.922121212121212,0.9248484848484848,0.9243939393939394,0.9225757575757576,0.9248484848484848,0.9243939393939394,0.9236363636363636,0.9263636363636364,0.9237878787878788,0.9278787878787879
8,0.5584848484848485,0.743030303030303,0.7734848484848484,0.79,0.8109090909090909,0.8410606060606061,0.8760606060606061,0.8957575757575758,0.9046969696969696,0.9056060606060606,0.9062121212121212,0.9122727272727272,0.9145454545454546,0.9125757575757576,0.9157575757575758,0.9203030303030304,0.9133333333333332,0.9165151515151516,0.9246969696969696,0.9256060606060608,0.9253030303030304,0.9256060606060608,0.9227272727272728,0.9263636363636364,0.9234848484848484,0.9295454545454546,0.9274242424242424,0.9272727272727272,0.9254545454545454,0.9248484848484848,0.9254545454545454
10,0.5509090909090909,0.7506060606060606,0.7757575757575758,0.7875757575757576,0.8116666666666666,0.8433333333333334,0.88,0.8977272727272727,0.902121212121212,0.9081818181818182,0.9107575757575758,0.9146969696969696,0.9140909090909092,0.9137878787878788,0.9206060606060606,0.9203030303030304,0.9184848484848483,0.9183333333333332,0.922121212121212,0.9262121212121212,0.922878787878788,0.9213636363636364,0.9257575757575758,0.9216666666666666,0.922878787878788,0.925,0.9256060606060608,0.9245454545454546,0.928030303030303,0.923939393939394,0.9243939393939394
12,0.5662121212121212,0.7527272727272727,0.7751515151515151,0.7957575757575758,0.8136363636363636,0.8348484848484848,0.8842424242424243,0.8937878787878788,0.9040909090909092,0.9093939393939394,0.9072727272727272,0.9156060606060606,0.9153030303030304,0.9159090909090908,0.916060606060606,0.9203030303030304,0.9198484848484848,0.9190909090909092,0.9243939393939394,0.9242424242424242,0.9259090909090908,0.925,0.9243939393939394,0.921969696969697,0.9215151515151516,0.9293939393939394,0.927878787878788,0.9284848484848484,0.9254545454545454,0.9281818181818182,0.9248484848484848
14,0.5659090909090909,0.7457575757575757,0.7736363636363637,0.7781818181818182,0.8098484848484848,0.8342424242424242,0.8768181818181818,0.8945454545454545,0.9034848484848484,0.907121212121212,0.9081818181818182,0.9154545454545454,0.9156060606060606,0.9148484848484848,0.9178787878787878,0.9193939393939394,0.9193939393939394,0.9196969696969696,0.9245454545454546,0.9245454545454546,0.927121212121212,0.921060606060606,0.9225757575757576,0.9236363636363636,0.9242424242424242,0.9287878787878788,0.9251515151515152,0.926969696969697,0.9265151515151516,0.9265151515151516,0.9266666666666666
