SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.7343055555555555,0.83,0.8850833333333333,0.9001111111111111,0.9050555555555556,0.9086388888888888,0.9105833333333332,0.9119444444444444,0.9138055555555556,0.91325,0.9154166666666668,0.9157777777777778,0.9159722222222222,0.9174166666666668,0.9169444444444445,0.9175,0.9173611111111112,0.9173611111111112,0.9183055555555556,0.9180555555555556,0.9185277777777778,0.9185,0.9198888888888888,0.9199722222222222,0.9222777777777778,0.92325,0.9235277777777776,0.9237222222222222,0.9250555555555556,0.9238333333333332,0.9256111111111112
2,0.7556388888888889,0.8465555555555555,0.9016111111111113,0.9154166666666668,0.9207777777777778,0.9226944444444444,0.9229444444444443,0.9237222222222222,0.9255555555555556,0.9262222222222222,0.9263333333333332,0.9274444444444444,0.9281666666666668,0.9272222222222222,0.9275833333333332,0.9275833333333332,0.9274166666666668,0.92825,0.9278888888888888,0.9280555555555556,0.9275,0.9281111111111112,0.9281944444444444,0.9288888888888888,0.9300277777777778,0.9305277777777776,0.931,0.9303333333333332,0.9316944444444444,0.9318333333333332,0.93125
4,0.7595,0.8506666666666667,0.9074722222222222,0.9191944444444444,0.9235833333333332,0.9258333333333332,0.9273055555555556,0.9285277777777776,0.9283055555555556,0.9287777777777778,0.9295833333333332,0.9303055555555556,0.9304166666666668,0.9306666666666666,0.9307222222222222,0.9296944444444444,0.9301388888888888,0.9302222222222222,0.9296944444444444,0.9312777777777778,0.93,0.9314444444444444,0.9293333333333332,0.9315277777777776,0.9326388888888888,0.9323333333333332,0.9322777777777778,0.9326388888888888,0.9335277777777776,0.9336111111111112,0.93375
6,0.7595833333333334,0.8557777777777777,0.9074722222222222,0.921,0.92625,0.9288888888888888,0.9286666666666666,0.9303333333333332,0.9317222222222222,0.9308055555555556,0.9309444444444444,0.9313888888888888,0.9320277777777778,0.9324166666666668,0.9332222222222222,0.9318611111111113,0.9323333333333332,0.9328055555555556,0.9316666666666666,0.9319722222222222,0.9319444444444444,0.9329166666666666,0.9319166666666666,0.9337222222222222,0.9339166666666666,0.9341666666666668,0.9344722222222224,0.9354166666666668,0.9354444444444444,0.9346944444444444,0.9341111111111111
8,0.7610833333333333,0.8546111111111111,0.9097222222222222,0.9225,0.9268611111111112,0.9297222222222222,0.9298888888888888,0.933,0.9328888888888888,0.9331111111111112,0.9323333333333332,0.9345,0.9335833333333332,0.9329166666666666,0.9337777777777778,0.9341666666666668,0.9350277777777778,0.9336111111111112,0.9341388888888889,0.9337222222222222,0.9351388888888889,0.9349166666666666,0.9346388888888888,0.9339166666666666,0.9367777777777778,0.9355277777777776,0.9353888888888888,0.9361388888888889,0.9364166666666668,0.9355833333333332,0.9364722222222223
10,0.7618055555555555,0.8545,0.9116944444444444,0.9235277777777776,0.9277222222222222,0.931,0.9315833333333332,0.9328611111111113,0.9344722222222224,0.93425,0.9343611111111112,0.93475,0.936,0.9344444444444444,0.9361666666666668,0.9358611111111113,0.9368055555555556,0.9370833333333334,0.9365,0.9371111111111112,0.9374722222222224,0.9378888888888888,0.9364722222222224,0.9370277777777778,0.9375,0.9390555555555556,0.9378055555555556,0.9372777777777778,0.9385555555555556,0.9396388888888888,0.9386666666666666
12,0.76175,0.8543333333333333,0.9106666666666666,0.9221944444444444,0.9275555555555556,0.9296944444444444,0.9307222222222222,0.9325833333333332,0.9321388888888889,0.9334722222222224,0.9346666666666666,0.93375,0.9346944444444444,0.9353333333333332,0.9353611111111112,0.9349722222222222,0.9358611111111113,0.936,0.93625,0.9358611111111113,0.93675,0.9355833333333332,0.9358055555555556,0.9366388888888888,0.9369722222222222,0.9374166666666668,0.9376944444444444,0.9372222222222222,0.9371944444444444,0.9374722222222224,0.9372222222222222
14,0.7659444444444444,0.8541666666666666,0.9101944444444444,0.9236388888888888,0.9274722222222224,0.9301388888888888,0.9306944444444444,0.93175,0.9329444444444444,0.93225,0.9335277777777776,0.9346111111111112,0.9342222222222222,0.9345277777777776,0.9351666666666668,0.9356111111111112,0.9355833333333332,0.9367222222222222,0.9365,0.9356944444444444,0.9385555555555556,0.9366111111111112,0.9360555555555556,0.9383055555555556,0.9389444444444444,0.93775,0.9384722222222224,0.9378055555555556,0.9386111111111112,0.9397777777777778,0.9384444444444444
16,0.7634722222222222,0.8549166666666667,0.9080277777777778,0.9222222222222224,0.9278055555555556,0.9306944444444444,0.9308888888888888,0.9325,0.9319444444444444,0.9328333333333332,0.9332777777777778,0.9353055555555556,0.9345555555555556,0.935,0.9335,0.9352222222222222,0.9349166666666666,0.9365277777777776,0.9361666666666668,0.9361388888888889,0.93625,0.9356111111111112,0.9358333333333332,0.9372222222222222,0.9369722222222222,0.9359444444444444,0.9378888888888888,0.9378055555555556,0.9375277777777776,0.9374444444444444,0.9383611111111111
18,0.7589166666666667,0.85325,0.9081944444444444,0.9216111111111112,0.9259444444444443,0.9291944444444444,0.9294166666666668,0.9315277777777776,0.9319444444444444,0.9319444444444444,0.9328888888888888,0.9337777777777778,0.9343333333333332,0.9346666666666666,0.9351388888888889,0.9358333333333332,0.93425,0.9350277777777778,0.9359722222222222,0.9356388888888888,0.9362222222222222,0.9365555555555556,0.9351944444444444,0.9368888888888888,0.9379444444444444,0.9387777777777778,0.9374166666666668,0.9381388888888887,0.9391111111111112,0.9391388888888887,0.9388611111111111
Avg,0.5341569444444444,0.5932097222222222,0.6279263888888889,0.6371472222222222,0.6418347222222223,0.6442958333333333,0.6451847222222222,0.6470486111111111,0.6482736111111111,0.6490486111111111,0.6494222222222222,0.6505680555555555,0.651175,0.6518777777777778,0.6527083333333333,0.6529347222222223,0.6539944444444444,0.6545291666666667,0.6549319444444445,0.6559736111111111,0.6565791666666667,0.6570416666666666,0.6571902777777778,0.6585888888888889,0.6626166666666666,0.6636375,0.6644097222222223,0.6654916666666667,0.6688277777777778,0.6699861111111111,0.6705652777777777
