SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.7379722222222223,0.8215,0.8828888888888888,0.8998888888888888,0.9053055555555556,0.9099722222222222,0.9119444444444444,0.9129722222222222,0.9151666666666668,0.9153888888888888,0.9174444444444444,0.9173888888888888,0.919,0.9208055555555557,0.9226944444444444,0.9230833333333334,0.9235833333333332,0.9235833333333332,0.9238333333333332,0.9267222222222222,0.9263333333333332,0.9263611111111112,0.9260277777777778,0.9285277777777776,0.9275277777777776,0.9278888888888888,0.9274444444444444,0.9283055555555556,0.9284722222222224,0.9278888888888889
2,0.7606111111111111,0.8380833333333333,0.8975833333333333,0.9132222222222224,0.9179166666666668,0.9213333333333332,0.9228611111111112,0.9246111111111112,0.9253333333333332,0.9249722222222222,0.9265833333333332,0.9266111111111112,0.9285833333333332,0.9271944444444444,0.9303055555555556,0.9309722222222222,0.9311388888888888,0.9308333333333332,0.9307222222222222,0.9321388888888889,0.9317222222222222,0.9323055555555556,0.9323611111111112,0.9325277777777776,0.9326388888888888,0.933,0.9323888888888888,0.9332777777777778,0.9333055555555556,0.9333611111111111
4,0.76525,0.8406944444444444,0.9042222222222224,0.9174722222222222,0.9236944444444444,0.92525,0.9268055555555555,0.9270277777777778,0.9285,0.9290555555555556,0.9298333333333332,0.9298611111111112,0.9306388888888888,0.9308888888888888,0.9323888888888888,0.9316111111111112,0.9321388888888889,0.9328888888888888,0.9325277777777776,0.934,0.93325,0.9332222222222222,0.9336944444444444,0.9339722222222222,0.934,0.934,0.9334166666666668,0.9337777777777778,0.9337222222222222,0.9337222222222222
6,0.7705277777777778,0.8471111111111111,0.9082777777777776,0.9222222222222224,0.9267222222222222,0.9286666666666666,0.9310833333333334,0.9313055555555556,0.9307777777777778,0.9320277777777778,0.9326111111111112,0.9330277777777778,0.9332777777777778,0.9344166666666668,0.9350555555555556,0.9346111111111112,0.935,0.9355,0.9353055555555556,0.9355555555555556,0.9361111111111112,0.9357777777777778,0.9365,0.9368333333333332,0.93675,0.9364444444444444,0.9372222222222222,0.9361666666666668,0.9368333333333332,0.9366111111111111
8,0.7785555555555556,0.8485277777777778,0.9099722222222222,0.9236111111111112,0.9277777777777778,0.9285833333333332,0.9302222222222222,0.9328333333333332,0.9308888888888888,0.9321111111111112,0.9332222222222222,0.9328611111111113,0.9348333333333332,0.9351388888888889,0.9358055555555556,0.9364166666666668,0.9358333333333332,0.9358888888888888,0.9366666666666666,0.9366944444444444,0.9368888888888888,0.937,0.9365,0.9372777777777778,0.9370277777777778,0.9374722222222224,0.9367222222222222,0.9372222222222222,0.93725,0.9369722222222222
10,0.7784166666666666,0.8514722222222222,0.9109166666666668,0.9271944444444444,0.9310555555555556,0.93275,0.9344166666666668,0.9335,0.9349444444444444,0.9366944444444444,0.9365555555555556,0.9355833333333332,0.9368333333333332,0.938,0.93925,0.9390833333333334,0.9384166666666668,0.93975,0.9389166666666666,0.9396111111111112,0.9396666666666668,0.9396111111111112,0.9403055555555556,0.9398055555555556,0.9398888888888888,0.9407222222222222,0.9396111111111112,0.9401111111111112,0.9405555555555556,0.9404444444444444
12,0.78125,0.8511388888888889,0.9156111111111112,0.9268611111111112,0.9316388888888888,0.9326388888888888,0.9335,0.9348055555555556,0.9346666666666666,0.9369444444444444,0.9358055555555556,0.9370277777777778,0.9373333333333334,0.9366111111111112,0.9394444444444444,0.9385833333333332,0.93725,0.9380277777777778,0.9379444444444444,0.93975,0.939,0.9404444444444444,0.9389166666666666,0.9407777777777778,0.9396666666666668,0.9403611111111112,0.9400833333333334,0.9398611111111111,0.9406944444444444,0.9395555555555556
14,0.7793888888888889,0.85075,0.9143333333333332,0.9282222222222222,0.9303333333333332,0.9329444444444444,0.9349444444444444,0.9352222222222222,0.9362222222222222,0.9368333333333332,0.9379166666666666,0.9383333333333334,0.9390833333333334,0.9376111111111112,0.9401111111111112,0.9406666666666668,0.9411388888888887,0.9398888888888888,0.9398888888888888,0.9415555555555556,0.9410555555555556,0.9411944444444444,0.9416111111111112,0.9428611111111111,0.9426666666666668,0.9424444444444444,0.9413611111111112,0.9420277777777778,0.9424166666666668,0.9420555555555555
16,0.7806388888888889,0.8566666666666667,0.9178333333333332,0.9327222222222222,0.9342777777777778,0.9357777777777778,0.9371944444444444,0.93975,0.9396388888888888,0.9413333333333334,0.9408888888888888,0.9422777777777778,0.9433611111111112,0.9426388888888888,0.9444444444444444,0.9439722222222222,0.9444444444444444,0.9446388888888888,0.9438333333333332,0.9455,0.9458333333333332,0.9452222222222222,0.9461388888888888,0.9465833333333332,0.9465,0.9466111111111112,0.9463333333333334,0.9463055555555556,0.9464444444444444,0.9466944444444444
18,0.78225,0.8546666666666667,0.9183333333333332,0.933,0.9337777777777778,0.9381111111111112,0.9381111111111112,0.9394444444444444,0.9396666666666668,0.9406388888888888,0.9400833333333334,0.94175,0.9424722222222224,0.9431111111111112,0.9443611111111112,0.9450833333333334,0.9446111111111112,0.9448055555555556,0.94425,0.9451388888888888,0.9466388888888888,0.9453888888888888,0.9461944444444444,0.9459722222222222,0.9466388888888888,0.9459722222222222,0.9459722222222222,0.9465,0.9468611111111112,0.9466388888888889
Avg,0.5421486111111111,0.59205,0.6298166666666667,0.6408027777777778,0.6441416666666666,0.6472055555555556,0.6482972222222222,0.6502680555555556,0.6509,0.6520861111111111,0.6531486111111111,0.6534222222222222,0.6552152777777778,0.6556416666666667,0.6596347222222222,0.6607097222222222,0.6608763888888889,0.6621305555555556,0.6623319444444444,0.6657041666666667,0.6665888888888889,0.6674069444444445,0.6677888888888889,0.6700847222222223,0.6706083333333334,0.6713916666666667,0.6713097222222222,0.6727875,0.6734263888888888,0.6735
