SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
-20,0.10475,0.1066111111111111,0.1057777777777777,0.1083611111111111,0.1069722222222222,0.1062777777777777,0.1071388888888889,0.1068611111111111,0.106,0.1070833333333333,0.1088055555555555,0.105,0.107,0.1084444444444444,0.1090833333333333,0.1102222222222222,0.1090833333333333,0.1111111111111111,0.1124166666666666,0.1136666666666666,0.1152777777777777,0.1173888888888888,0.1134722222222222,0.1186944444444444,0.11725,0.1193611111111111,0.1208888888888888,0.1202777777777777,0.1219166666666666,0.12205555555555556
-18,0.1115,0.1086944444444444,0.11075,0.1096111111111111,0.1113055555555555,0.1114722222222222,0.1105833333333333,0.1110833333333333,0.1138055555555555,0.1111666666666666,0.1109722222222222,0.1133888888888888,0.1141944444444444,0.1124166666666666,0.1143611111111111,0.1149722222222222,0.1143055555555555,0.1164166666666666,0.116,0.1173611111111111,0.1188611111111111,0.11875,0.1216388888888889,0.1231388888888889,0.1231666666666666,0.1255,0.1242222222222222,0.1276388888888888,0.1260833333333333,0.12563888888888888
-16,0.1166388888888888,0.1199166666666666,0.1216944444444444,0.1219166666666666,0.1205833333333333,0.125,0.1243888888888888,0.1246944444444444,0.1257222222222222,0.1276111111111111,0.126,0.1266944444444444,0.1268055555555555,0.1261388888888888,0.1269722222222222,0.1299444444444444,0.1303333333333333,0.1304722222222222,0.1293611111111111,0.1346944444444444,0.1374444444444444,0.13725,0.1358611111111111,0.1393888888888889,0.1408888888888889,0.1402777777777777,0.1389166666666666,0.1441388888888889,0.1448333333333333,0.14619444444444443
-14,0.1398611111111111,0.1521666666666666,0.1520833333333333,0.1596111111111111,0.1581944444444444,0.1592222222222222,0.1609722222222222,0.1594722222222222,0.1608055555555555,0.1592222222222222,0.1627222222222222,0.165,0.1611944444444444,0.16075,0.1678888888888889,0.1667222222222222,0.1668888888888889,0.1698611111111111,0.1700277777777777,0.1719722222222222,0.1743888888888889,0.1733055555555555,0.17725,0.1785833333333333,0.1826666666666666,0.1811944444444444,0.18225,0.1850555555555555,0.1869722222222222,0.18516666666666667
-12,0.19725,0.2218611111111111,0.2044722222222222,0.2108055555555555,0.2138611111111111,0.2165,0.2122222222222222,0.2174444444444444,0.2183333333333333,0.2181388888888888,0.2206111111111111,0.2172777777777777,0.2232222222222222,0.2216388888888888,0.2289166666666666,0.2265,0.2259444444444444,0.2301388888888889,0.2306666666666666,0.2331944444444444,0.2356111111111111,0.24125,0.2380833333333333,0.2428888888888888,0.2449166666666666,0.2447777777777778,0.2468888888888888,0.2498055555555555,0.2486388888888888,0.24780555555555556
-10,0.2939166666666666,0.3055555555555556,0.305,0.2986111111111111,0.3016111111111111,0.3071944444444444,0.3075555555555556,0.313,0.314,0.3184722222222222,0.3193888888888889,0.3156388888888889,0.3170555555555555,0.32325,0.3296388888888888,0.3296944444444444,0.3319722222222222,0.33075,0.3351111111111111,0.3431111111111111,0.3444166666666666,0.3459722222222222,0.3457777777777778,0.3489722222222222,0.3509722222222222,0.3548888888888888,0.3550833333333333,0.3560833333333333,0.3598888888888888,0.36097222222222225
-8,0.3784166666666667,0.39975,0.4263611111111111,0.4279166666666666,0.4285277777777778,0.4290277777777778,0.4320555555555556,0.4359166666666667,0.434,0.4365,0.4369722222222222,0.4407222222222222,0.4426666666666666,0.4474722222222222,0.4511388888888888,0.4619444444444444,0.4601666666666666,0.4628611111111111,0.4618888888888889,0.4733611111111111,0.4758055555555555,0.4761944444444444,0.4795,0.4837777777777777,0.4863611111111111,0.489,0.4874444444444444,0.4921388888888889,0.4945,0.49533333333333335
-6,0.4904166666666666,0.5255277777777778,0.5535555555555556,0.5744722222222223,0.5811388888888889,0.5901388888888889,0.5879722222222222,0.5948611111111111,0.5944166666666667,0.5942777777777778,0.5963055555555555,0.5977777777777777,0.6064722222222222,0.6069166666666667,0.618,0.6213888888888889,0.6242777777777778,0.6284444444444445,0.6320833333333333,0.6395555555555555,0.6423611111111112,0.6451111111111111,0.6465,0.6561944444444444,0.6545,0.6558888888888889,0.6579444444444444,0.6611666666666667,0.6627222222222222,0.6643888888888889
-4,0.6066666666666667,0.669,0.7081111111111111,0.7300555555555556,0.742,0.7482222222222222,0.7530277777777777,0.7584166666666666,0.7619722222222223,0.7655555555555555,0.7705555555555555,0.7711388888888889,0.77825,0.7743055555555556,0.7910555555555555,0.7943055555555556,0.7968333333333333,0.7998055555555555,0.7994722222222223,0.8095833333333333,0.8110277777777778,0.8134722222222223,0.8156666666666667,0.8199444444444445,0.8229166666666666,0.8256944444444444,0.8260833333333333,0.8279444444444445,0.8278888888888889,0.83025
-2,0.6886944444444445,0.7713055555555556,0.8285555555555556,0.8502777777777778,0.8561388888888889,0.8650277777777777,0.8689444444444444,0.8721388888888889,0.8731388888888889,0.8776944444444444,0.8796944444444444,0.8810833333333333,0.8820277777777777,0.8850833333333333,0.8917777777777778,0.8944166666666666,0.8941666666666667,0.8969444444444444,0.8957222222222222,0.9009166666666668,0.9000833333333333,0.9029166666666668,0.9037777777777778,0.9049722222222222,0.9052222222222224,0.9063333333333332,0.9059166666666668,0.9079444444444444,0.9085277777777778,0.90825
