SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
-20,0.094090909090909,0.094090909090909,0.0936363636363636,0.0974242424242424,0.0936363636363636,0.096060606060606,0.0959090909090909,0.0943939393939393,0.0939393939393939,0.0963636363636363,0.095,0.0936363636363636,0.095,0.0978787878787878,0.0963636363636363,0.0957575757575757,0.0966666666666666,0.0942424242424242,0.0972727272727272,0.0974242424242424,0.0986363636363636,0.0981818181818181,0.0986363636363636,0.1016666666666666,0.0983333333333333,0.1001515151515151,0.1009090909090909,0.1027272727272727,0.1063636363636363,0.1051515151515151,0.1048484848484848,0.1054545454545454,0.1051515151515151,0.1062121212121212,0.1098484848484848,0.1093939393939393,0.1068181818181818,0.11151515151515151
-18,0.0943939393939393,0.0959090909090909,0.0954545454545454,0.0951515151515151,0.0965151515151515,0.0972727272727272,0.0957575757575757,0.0965151515151515,0.0977272727272727,0.0974242424242424,0.0992424242424242,0.0989393939393939,0.0978787878787878,0.0996969696969697,0.0995454545454545,0.098030303030303,0.0987878787878787,0.1009090909090909,0.1025757575757575,0.096060606060606,0.0998484848484848,0.0995454545454545,0.1034848484848484,0.103030303030303,0.0989393939393939,0.1033333333333333,0.1053030303030303,0.1068181818181818,0.1086363636363636,0.1074242424242424,0.1093939393939393,0.1083333333333333,0.1084848484848484,0.1096969696969697,0.111060606060606,0.1107575757575757,0.1133333333333333,0.11242424242424243
-16,0.094090909090909,0.0934848484848484,0.1,0.098030303030303,0.0995454545454545,0.1024242424242424,0.1016666666666666,0.1037878787878787,0.1043939393939394,0.105,0.1031818181818181,0.1031818181818181,0.1021212121212121,0.103030303030303,0.1040909090909091,0.1042424242424242,0.1046969696969696,0.1048484848484848,0.1071212121212121,0.106060606060606,0.106060606060606,0.105,0.1106060606060606,0.1112121212121212,0.1101515151515151,0.109090909090909,0.1137878787878787,0.1125757575757575,0.1153030303030303,0.1119696969696969,0.1165151515151515,0.1162121212121212,0.1195454545454545,0.1215151515151515,0.1213636363636363,0.1228787878787878,0.1213636363636363,0.12590909090909091
-14,0.1074242424242424,0.12,0.1295454545454545,0.1306060606060606,0.1268181818181818,0.1303030303030303,0.1295454545454545,0.1312121212121212,0.1348484848484848,0.1372727272727272,0.1343939393939394,0.1351515151515151,0.1421212121212121,0.1392424242424242,0.1471212121212121,0.1428787878787878,0.1424242424242424,0.1446969696969696,0.1437878787878788,0.1434848484848485,0.1493939393939393,0.1512121212121212,0.1469696969696969,0.1534848484848484,0.1501515151515151,0.154090909090909,0.1531818181818181,0.1571212121212121,0.1559090909090909,0.1572727272727273,0.1615151515151515,0.1631818181818181,0.1628787878787878,0.1646969696969697,0.1672727272727272,0.1706060606060606,0.1712121212121212,0.17257575757575758
-12,0.1383333333333333,0.1672727272727272,0.1669696969696969,0.1706060606060606,0.1669696969696969,0.1769696969696969,0.1766666666666666,0.1698484848484848,0.1736363636363636,0.1759090909090909,0.1727272727272727,0.1778787878787879,0.1777272727272727,0.1771212121212121,0.1789393939393939,0.1809090909090909,0.1798484848484848,0.1839393939393939,0.1859090909090909,0.1845454545454545,0.1919696969696969,0.1927272727272727,0.1872727272727272,0.195,0.1981818181818181,0.1948484848484848,0.2019696969696969,0.2053030303030303,0.2069696969696969,0.2121212121212121,0.2095454545454545,0.2162121212121212,0.2163636363636363,0.2187878787878787,0.2172727272727272,0.223030303030303,0.2234848484848484,0.22984848484848486
-10,0.2098484848484848,0.2428787878787879,0.2466666666666666,0.2493939393939394,0.2607575757575757,0.2678787878787879,0.2686363636363636,0.2662121212121212,0.2753030303030303,0.271969696969697,0.2696969696969697,0.2798484848484848,0.2733333333333333,0.2686363636363636,0.2693939393939394,0.2786363636363636,0.2775757575757576,0.2756060606060606,0.2796969696969697,0.2778787878787879,0.2868181818181818,0.2945454545454545,0.2948484848484848,0.2978787878787878,0.2996969696969697,0.2986363636363636,0.3095454545454545,0.3157575757575757,0.321060606060606,0.3193939393939394,0.3216666666666666,0.3381818181818182,0.3339393939393939,0.3274242424242424,0.3321212121212121,0.3412121212121212,0.3427272727272727,0.3437878787878788
-8,0.3086363636363636,0.3618181818181818,0.3642424242424242,0.3754545454545454,0.3827272727272727,0.3881818181818182,0.396060606060606,0.4021212121212121,0.4112121212121212,0.4016666666666666,0.4133333333333333,0.4131818181818182,0.4156060606060606,0.4248484848484848,0.4209090909090909,0.4203030303030303,0.4201515151515151,0.4240909090909091,0.4242424242424242,0.4304545454545455,0.433030303030303,0.4424242424242424,0.4459090909090909,0.4475757575757575,0.4504545454545454,0.4574242424242424,0.4598484848484848,0.4606060606060606,0.4618181818181818,0.4707575757575757,0.4771212121212121,0.4789393939393939,0.48,0.4846969696969697,0.4825757575757576,0.4959090909090909,0.4943939393939394,0.49757575757575756
-6,0.4422727272727272,0.5093939393939394,0.5309090909090909,0.5321212121212121,0.5445454545454546,0.5504545454545454,0.5512121212121213,0.5496969696969697,0.56,0.5636363636363636,0.5718181818181818,0.5772727272727273,0.5859090909090909,0.5957575757575757,0.5915151515151515,0.5990909090909091,0.6028787878787879,0.6022727272727273,0.6071212121212122,0.6077272727272728,0.6234848484848485,0.6253030303030302,0.6292424242424243,0.6274242424242424,0.6315151515151515,0.6298484848484849,0.6518181818181819,0.6525757575757576,0.6481818181818182,0.6553030303030303,0.6607575757575758,0.6633333333333333,0.6683333333333333,0.6707575757575758,0.6731818181818182,0.6757575757575758,0.681060606060606,0.6801515151515152
-4,0.5590909090909091,0.6257575757575757,0.6472727272727272,0.6580303030303031,0.6665151515151515,0.6765151515151515,0.6821212121212121,0.6837878787878788,0.6883333333333334,0.6992424242424242,0.7022727272727273,0.7128787878787879,0.7213636363636363,0.723030303030303,0.7251515151515151,0.7340909090909091,0.7315151515151516,0.7387878787878788,0.7365151515151516,0.7356060606060606,0.7574242424242424,0.7639393939393939,0.7651515151515151,0.7666666666666667,0.7654545454545455,0.7678787878787878,0.7845454545454545,0.7887878787878788,0.7816666666666666,0.7898484848484848,0.7962121212121213,0.7954545454545454,0.8031818181818182,0.7940909090909091,0.8034848484848485,0.8103030303030303,0.808030303030303,0.8034848484848485
-2,0.6143939393939394,0.6916666666666667,0.7218181818181818,0.7493939393939394,0.7542424242424243,0.774090909090909,0.7725757575757576,0.7731818181818182,0.7890909090909091,0.8012121212121213,0.8098484848484848,0.813030303030303,0.8213636363636364,0.8283333333333334,0.833939393939394,0.835,0.8409090909090909,0.8393939393939394,0.8425757575757575,0.8456060606060606,0.8624242424242424,0.8583333333333333,0.8615151515151516,0.8634848484848485,0.8612121212121212,0.8633333333333333,0.8759090909090909,0.8722727272727273,0.8751515151515151,0.8740909090909091,0.8833333333333333,0.8813636363636363,0.8837878787878788,0.8821212121212121,0.8828787878787879,0.8862121212121212,0.8857575757575757,0.8865151515151515
0,0.6445454545454545,0.7327272727272728,0.7601515151515151,0.7986363636363636,0.8093939393939394,0.821060606060606,0.8271212121212121,0.8359090909090909,0.8427272727272728,0.8648484848484849,0.8721212121212121,0.8736363636363637,0.8866666666666667,0.8880303030303031,0.8915151515151515,0.8924242424242425,0.8933333333333333,0.8987878787878788,0.8980303030303031,0.9007575757575758,0.9059090909090908,0.9095454545454544,0.91,0.9095454545454544,0.9062121212121212,0.9077272727272728,0.9136363636363636,0.9148484848484848,0.9142424242424242,0.9145454545454546,0.917121212121212,0.9183333333333332,0.916060606060606,0.9165151515151516,0.9192424242424242,0.915,0.9193939393939394,0.918939393939394
