SNR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,0.5374242424242425,0.7143939393939394,0.7495454545454545,0.76,0.781969696969697,0.7978787878787879,0.8075757575757576,0.8181818181818182,0.8257575757575758,0.8383333333333334,0.8556060606060606,0.8698484848484849,0.8796969696969696,0.8831818181818182,0.8875757575757576,0.8878787878787879,0.8913636363636364,0.896969696969697,0.902121212121212,0.9009090909090908,0.9034848484848484,0.9045454545454544,0.9066666666666666,0.9098484848484848,0.9109090909090908,0.911969696969697,0.9143939393939394,0.9151515151515152,0.9157575757575758,0.9143939393939394,0.9157575757575758,0.916969696969697,0.9174242424242424,0.9151515151515152
2,0.5387878787878788,0.7225757575757575,0.748030303030303,0.7704545454545455,0.7965151515151515,0.8063636363636364,0.813030303030303,0.823939393939394,0.8365151515151515,0.8534848484848485,0.8765151515151515,0.8857575757575757,0.894090909090909,0.8957575757575758,0.901060606060606,0.906818181818182,0.9043939393939394,0.91,0.9075757575757576,0.9142424242424242,0.9109090909090908,0.9115151515151516,0.9145454545454546,0.9196969696969696,0.915,0.9184848484848483,0.9148484848484848,0.9178787878787878,0.9192424242424242,0.918939393939394,0.9187878787878788,0.9196969696969696,0.9195454545454546,0.9196969696969697
4,0.5527272727272727,0.7306060606060606,0.7575757575757576,0.7742424242424243,0.7887878787878788,0.8065151515151515,0.815,0.8316666666666667,0.8454545454545455,0.8569696969696969,0.8818181818181818,0.8916666666666667,0.8992424242424243,0.9046969696969696,0.906060606060606,0.9115151515151516,0.9096969696969696,0.9103030303030304,0.9154545454545454,0.9166666666666666,0.9131818181818182,0.9165151515151516,0.911969696969697,0.9240909090909092,0.9231818181818182,0.9234848484848484,0.9181818181818182,0.9227272727272728,0.9231818181818182,0.922121212121212,0.9206060606060606,0.9216666666666666,0.921060606060606,0.9206060606060606
6,0.5542424242424242,0.7384848484848485,0.764090909090909,0.7828787878787878,0.8053030303030303,0.811969696969697,0.8254545454545454,0.8345454545454546,0.8462121212121212,0.8713636363636363,0.8886363636363637,0.8993939393939394,0.9059090909090908,0.912121212121212,0.9092424242424244,0.9116666666666666,0.9151515151515152,0.9198484848484848,0.9198484848484848,0.9193939393939394,0.9192424242424242,0.9209090909090908,0.9187878787878788,0.9242424242424242,0.9242424242424242,0.9237878787878788,0.9240909090909092,0.927121212121212,0.9242424242424242,0.9231818181818182,0.9213636363636364,0.921060606060606,0.9231818181818182,0.9224242424242424
8,0.5428787878787878,0.7366666666666667,0.7666666666666667,0.7796969696969697,0.7957575757575758,0.8118181818181818,0.8207575757575758,0.8336363636363636,0.8415151515151515,0.8653030303030304,0.8796969696969696,0.8981818181818182,0.9046969696969696,0.9077272727272728,0.9116666666666666,0.9098484848484848,0.9153030303030304,0.9140909090909092,0.9151515151515152,0.9181818181818182,0.9193939393939394,0.9193939393939394,0.9212121212121211,0.9231818181818182,0.9240909090909092,0.9240909090909092,0.9227272727272728,0.927121212121212,0.926060606060606,0.921969696969697,0.921818181818182,0.9236363636363636,0.9248484848484848,0.9243939393939394
10,0.5434848484848485,0.7413636363636363,0.774090909090909,0.7751515151515151,0.7992424242424242,0.8166666666666667,0.8307575757575758,0.8356060606060606,0.8516666666666667,0.8621212121212121,0.8846969696969696,0.8963636363636364,0.9004545454545455,0.905,0.91,0.9166666666666666,0.9145454545454546,0.9174242424242424,0.9183333333333332,0.9192424242424242,0.9186363636363636,0.9192424242424242,0.9246969696969696,0.9245454545454546,0.925,0.9268181818181818,0.923939393939394,0.9242424242424242,0.923939393939394,0.9236363636363636,0.9236363636363636,0.9236363636363636,0.9224242424242424,0.9242424242424242
12,0.5457575757575758,0.7398484848484849,0.7636363636363637,0.781969696969697,0.8053030303030303,0.8127272727272727,0.8275757575757576,0.8395454545454546,0.8477272727272728,0.863030303030303,0.8813636363636363,0.8962121212121212,0.9048484848484848,0.9093939393939394,0.9098484848484848,0.9146969696969696,0.9128787878787878,0.9159090909090908,0.9183333333333332,0.916818181818182,0.9181818181818182,0.9156060606060606,0.921060606060606,0.9251515151515152,0.9234848484848484,0.9224242424242424,0.9246969696969696,0.9248484848484848,0.9263636363636364,0.9242424242424242,0.9254545454545454,0.9253030303030304,0.9237878787878788,0.9240909090909091
14,0.548030303030303,0.738030303030303,0.7656060606060606,0.7789393939393939,0.7957575757575758,0.8057575757575758,0.8287878787878787,0.8392424242424242,0.8443939393939394,0.8683333333333333,0.8875757575757576,0.8957575757575758,0.9056060606060606,0.906818181818182,0.9112121212121213,0.9178787878787878,0.9153030303030304,0.913939393939394,0.9163636363636364,0.9153030303030304,0.9163636363636364,0.9231818181818182,0.9187878787878788,0.9257575757575758,0.9246969696969696,0.923939393939394,0.922121212121212,0.923030303030303,0.9242424242424242,0.923939393939394,0.9233333333333332,0.9225757575757576,0.9213636363636364,0.9227272727272727
16,0.5351515151515152,0.7390909090909091,0.7603030303030303,0.7716666666666666,0.7975757575757576,0.8131818181818182,0.8183333333333334,0.8334848484848485,0.8384848484848485,0.8648484848484849,0.881969696969697,0.8884848484848484,0.9006060606060606,0.9063636363636364,0.9096969696969696,0.9106060606060606,0.9109090909090908,0.9101515151515152,0.9137878787878788,0.9165151515151516,0.916060606060606,0.9190909090909092,0.917121212121212,0.9212121212121211,0.9184848484848483,0.9213636363636364,0.916060606060606,0.9204545454545454,0.921060606060606,0.9206060606060606,0.9187878787878788,0.9213636363636364,0.9177272727272728,0.92
18,0.5475757575757576,0.7404545454545455,0.7651515151515151,0.7825757575757576,0.7981818181818182,0.8172727272727273,0.8243939393939393,0.8365151515151515,0.8434848484848485,0.8660606060606061,0.8843939393939394,0.8959090909090909,0.9036363636363636,0.9084848484848485,0.9095454545454544,0.9156060606060606,0.9128787878787878,0.9162121212121213,0.9204545454545454,0.9163636363636364,0.917121212121212,0.9198484848484848,0.9193939393939394,0.9215151515151516,0.922121212121212,0.92,0.9222727272727272,0.9216666666666666,0.9209090909090908,0.921818181818182,0.9212121212121211,0.921818181818182,0.9207575757575758,0.9207575757575758
